account_id,customer_id,branch_id,account_type,open_date,balance,currency,account_status
6711,6724,61,Savings,2021-10-12,5634.78,INR,Active
6712,5589,26,Savings,2013-08-29,16877.4,INR,Active
6713,6139,1,Salary,2025-06-12,2652.76,INR,Active
6714,18769,71,Salary,2013-03-01,3984.17,INR,Active
6715,7034,65,Savings,2012-09-16,15173.36,INR,Active
6716,6229,33,Savings,2014-12-29,69838.24,INR,Active
6717,12830,67,Premium,2014-11-09,3412.87,INR,Active
6718,5607,63,Current,2018-08-12,6394.98,INR,Active
6719,16408,59,Savings,2014-11-09,11570.36,INR,Active
6720,9253,7,Savings,2012-05-10,2047.29,INR,Active
6721,6357,71,Savings,2016-08-25,27430.33,INR,Active
6722,18313,26,Salary,2016-12-27,96001.91,INR,Active
6723,23172,51,Current,2024-11-25,3117.57,INR,Active
6724,17194,78,Salary,2016-12-16,81637.47,INR,Active
6725,19767,11,Salary,2023-08-20,2994.31,INR,Active
6726,22801,33,Savings,2021-08-26,28839.08,INR,Active
6727,2538,87,Savings,2014-12-02,13325.69,INR,Active
6728,22871,71,Premium,2015-07-01,5432.39,INR,Active
6729,21568,71,Savings,2018-01-13,3176.41,INR,Active
6730,636,71,Current,2022-07-04,4266.7,INR,Closed
6731,15985,47,Salary,2013-11-15,15508.47,INR,Active
6732,15593,57,Savings,2012-02-18,36853.61,INR,Active
6733,7000,65,Savings,2024-01-18,8205.87,INR,Active
6734,19058,15,Savings,2022-06-22,9137.8,INR,Active
6735,1681,19,Business,2015-08-08,5390.81,INR,Active
6736,18424,93,Savings,2013-10-12,16137.77,INR,Active
6737,15953,32,Savings,2020-10-07,14271.83,INR,Active
6738,8629,95,Salary,2017-02-17,537.12,INR,Active
6739,7669,35,Salary,2022-10-20,22205.81,INR,Active
6740,8261,83,Current,2025-05-24,177625.8,INR,Active
6741,14126,48,Savings,2024-06-17,3362.31,INR,Active
6742,11329,15,Savings,2019-03-02,22032.09,INR,Active
6743,20358,41,Savings,2013-06-25,15470.1,INR,Active
6744,15738,49,Savings,2024-03-08,34849.92,INR,Active
6745,7431,62,Savings,2024-05-17,72846.96,INR,Active
6746,5795,77,Savings,2020-10-08,33301.89,INR,Active
6747,22245,93,Salary,2016-03-23,1736.12,INR,Active
6748,10412,63,Savings,2018-07-15,13853.51,INR,Active
6749,5388,2,Premium,2015-03-23,17444.6,INR,Active
6750,6386,99,Premium,2020-12-26,32346.17,INR,Active
6751,7317,55,Savings,2015-08-07,2788.46,INR,Active
6752,16316,23,Savings,2023-11-05,7527.32,INR,Active
6753,18739,61,Savings,2018-12-13,4147.42,INR,Active
6754,21656,86,Premium,2011-10-21,9114.89,INR,Active
6755,8192,22,Current,2023-08-20,11553.34,INR,Active
6756,1842,82,Salary,2019-09-08,1729.43,INR,Active
6757,5676,18,Savings,2016-02-18,26699.08,INR,Active
6758,1941,22,Savings,2025-05-07,46968.02,INR,Active
6759,960,28,Salary,2025-06-16,8635.93,INR,Active
6760,1614,55,Savings,2017-01-23,22863.82,INR,Active
6761,8932,67,Business,2013-06-05,26158.99,INR,Active
6762,11923,13,Savings,2023-06-10,16379.82,INR,Active
6763,20938,38,Salary,2016-12-04,44688.95,INR,Active
6764,11379,92,Savings,2023-08-21,30390.5,INR,Active
6765,7566,44,Savings,2021-11-09,57085.33,INR,Active
6766,662,62,Savings,2017-02-06,10320.8,INR,Active
6767,580,6,Savings,2023-05-03,2399.15,INR,Active
6768,5064,76,Savings,2018-05-20,84224.44,INR,Closed
6769,3131,96,Salary,2022-12-12,8424.55,INR,Active
6770,15713,55,Savings,2020-09-02,24958.66,INR,Active
6771,21290,52,Savings,2025-04-28,79227.67,INR,Active
6772,21002,73,Current,2013-01-17,18304.85,INR,Active
6773,745,69,Premium,2022-01-29,835.0,INR,Active
6774,18087,77,Salary,2024-12-30,7378.36,INR,Active
6775,20992,43,Savings,2019-04-11,128547.64,INR,Active
6776,20441,70,Savings,2019-12-10,16460.21,INR,Active
6777,14430,36,Salary,2014-04-10,21727.82,INR,Active
6778,7748,1,Premium,2014-12-31,52763.73,INR,Active
6779,18052,43,Savings,2015-12-25,11295.36,INR,Active
6780,16519,48,Savings,2025-01-26,49465.53,INR,Active
6781,23232,18,Savings,2016-05-11,15465.03,INR,Active
6782,9731,12,Salary,2014-04-19,15402.04,INR,Active
6783,4090,100,Current,2016-01-24,11537.39,INR,Active
6784,14748,77,Savings,2019-12-03,16881.31,INR,Active
6785,10511,53,Savings,2019-05-29,2489.49,INR,Active
6786,16451,55,Premium,2021-05-06,43232.73,INR,Active
6787,23150,56,Savings,2022-09-14,3142.36,INR,Active
6788,23487,68,Savings,2021-04-24,14270.66,INR,Active
6789,5201,29,Savings,2012-07-08,8030.04,INR,Active
6790,21690,33,Premium,2015-06-26,17037.54,INR,Active
6791,15426,81,Savings,2022-08-30,22410.27,INR,Active
6792,15707,91,Savings,2023-01-29,5267.22,INR,Active
6793,9155,61,Current,2013-05-27,79781.96,INR,Active
6794,816,89,Savings,2017-02-18,18026.37,INR,Active
6795,19519,80,Savings,2025-04-12,16114.48,INR,Active
6796,4303,53,Current,2019-01-09,4302.61,INR,Active
6797,15595,1,Savings,2017-07-29,23555.42,INR,Active
6798,14974,26,Business,2021-04-27,53694.12,INR,Active
6799,5321,69,Savings,2019-03-26,28606.74,INR,Active
6800,21421,45,Business,2024-08-24,5774.84,INR,Active
6801,13369,42,Current,2024-11-01,4422.83,INR,Dormant
6802,23534,26,Savings,2024-09-12,26377.9,INR,Active
6803,8121,12,Savings,2014-07-29,36978.33,INR,Active
6804,3068,37,Premium,2014-08-26,4164.52,INR,Active
6805,22765,45,Savings,2025-02-23,12354.4,INR,Active
6806,12737,39,Salary,2021-09-29,19973.62,INR,Active
6807,21071,36,Savings,2013-06-09,18054.29,INR,Active
6808,12822,41,Salary,2017-03-31,38570.61,INR,Dormant
6809,12042,87,Current,2012-09-21,2077.09,INR,Active
6810,23811,50,Savings,2021-11-30,4900.71,INR,Active
6811,13709,6,Current,2014-03-27,3736.58,INR,Active
6812,9788,45,Salary,2019-09-19,1311.62,INR,Active
6813,466,22,Savings,2014-05-01,8955.73,INR,Active
6814,4043,44,Savings,2015-09-30,6547.36,INR,Active
6815,8302,18,Current,2018-01-14,71331.36,INR,Active
6816,8653,81,Savings,2016-08-11,37219.15,INR,Active
6817,4994,59,Savings,2016-11-24,25020.45,INR,Active
6818,23474,22,Savings,2017-04-19,2481.21,INR,Active
6819,15372,14,Salary,2015-11-23,29478.61,INR,Active
6820,539,100,Savings,2016-06-16,52082.07,INR,Active
6821,15658,71,Savings,2018-01-21,7474.98,INR,Active
6822,23990,7,Savings,2016-01-22,813.05,INR,Active
6823,14842,7,Savings,2020-07-23,18891.72,INR,Active
6824,17937,36,Savings,2017-09-12,1873.93,INR,Active
6825,604,42,Salary,2016-09-30,43967.97,INR,Active
6826,16824,74,Salary,2018-05-07,3289.1,INR,Active
6827,17642,9,Savings,2018-10-31,9732.73,INR,Active
6828,3545,43,Premium,2014-09-27,11680.7,INR,Active
6829,10753,87,Savings,2023-10-26,17255.28,INR,Active
6830,16675,92,Savings,2012-09-07,2190.52,INR,Active
6831,18373,56,Premium,2012-04-27,28058.65,INR,Active
6832,15745,24,Current,2018-08-13,38483.94,INR,Active
6833,12478,35,Savings,2023-05-31,3299.64,INR,Active
6834,4899,5,Savings,2022-07-28,4042.59,INR,Active
6835,18182,87,Savings,2024-01-26,23852.94,INR,Active
6836,22386,80,Current,2016-08-02,2149.25,INR,Active
6837,19224,3,Current,2020-04-07,11464.03,INR,Active
6838,24663,26,Savings,2020-12-09,13606.57,INR,Active
6839,6449,8,Savings,2021-02-06,147901.43,INR,Active
6840,19860,4,Savings,2021-07-07,8884.87,INR,Active
6841,13471,67,Savings,2023-12-05,5152.46,INR,Active
6842,22762,34,Savings,2014-01-05,11540.14,INR,Closed
6843,17582,35,Savings,2015-05-25,1291.72,INR,Active
6844,17925,90,Savings,2022-10-28,9836.83,INR,Active
6845,6321,62,Premium,2025-01-20,102543.07,INR,Active
6846,17674,77,Salary,2011-11-23,12840.0,INR,Active
6847,19025,41,Salary,2018-07-27,14816.35,INR,Active
6848,15781,64,Savings,2013-04-23,13296.23,INR,Active
6849,14106,31,Savings,2019-04-03,8888.14,INR,Active
6850,21017,68,Savings,2013-06-09,9864.27,INR,Closed
6851,1493,52,Savings,2017-03-31,15860.6,INR,Active
6852,5335,25,Savings,2012-06-27,14393.5,INR,Active
6853,23901,4,Current,2018-10-31,28234.72,INR,Active
6854,5196,78,Current,2014-06-17,9834.37,INR,Active
6855,21947,58,Savings,2023-09-29,4790.29,INR,Active
6856,318,85,Premium,2020-08-21,3342.93,INR,Active
6857,16042,47,Business,2017-06-03,29622.94,INR,Active
6858,24931,56,Savings,2024-03-13,5909.82,INR,Active
6859,3454,41,Savings,2023-06-28,19853.37,INR,Active
6860,6647,57,Current,2012-04-09,1555.49,INR,Active
6861,12047,30,Savings,2024-04-28,4044.98,INR,Active
6862,3253,96,Savings,2012-07-09,10931.96,INR,Active
6863,14650,90,Business,2015-03-12,4357.74,INR,Active
6864,21336,81,Savings,2017-08-16,13817.96,INR,Active
6865,16713,55,Current,2023-01-15,19670.87,INR,Active
6866,20388,51,Savings,2020-09-29,14634.03,INR,Active
6867,12300,81,Savings,2019-07-18,27317.73,INR,Active
6868,2506,40,Savings,2012-08-11,54359.09,INR,Dormant
6869,16440,68,Current,2011-08-29,6852.07,INR,Active
6870,20690,34,Current,2024-03-18,2910.35,INR,Active
6871,24354,90,Salary,2015-07-31,1481.8,INR,Active
6872,19951,87,Savings,2017-11-23,10277.59,INR,Active
6873,23066,45,Savings,2022-07-07,23846.96,INR,Active
6874,14798,24,Current,2025-01-07,20895.51,INR,Closed
6875,13065,6,Business,2012-09-30,8291.91,INR,Active
6876,20235,23,Premium,2018-10-21,3997.9,INR,Active
6877,23406,41,Savings,2019-08-08,12619.77,INR,Active
6878,13511,65,Savings,2012-07-18,16378.27,INR,Active
6879,14598,14,Salary,2014-03-20,29220.57,INR,Active
6880,15073,8,Savings,2021-11-09,89825.81,INR,Active
6881,4445,25,Premium,2014-12-28,2846.73,INR,Active
6882,11454,28,Savings,2019-02-20,1946.58,INR,Active
6883,6182,49,Current,2017-05-22,13288.83,INR,Active
6884,24122,3,Current,2023-04-23,82442.87,INR,Active
6885,18008,5,Premium,2018-04-01,18032.88,INR,Active
6886,4015,4,Premium,2022-07-06,16385.8,INR,Active
6887,14138,59,Savings,2024-04-07,14800.45,INR,Active
6888,21240,57,Savings,2019-10-22,19683.73,INR,Active
6889,620,42,Premium,2017-01-18,2931.83,INR,Active
6890,3558,76,Salary,2023-08-13,14005.81,INR,Active
6891,19993,55,Savings,2021-06-10,11756.54,INR,Active
6892,5654,75,Savings,2024-07-09,8595.29,INR,Active
6893,8607,43,Current,2018-08-25,848.08,INR,Dormant
6894,20318,53,Savings,2012-08-28,73475.21,INR,Active
6895,6231,12,Current,2020-11-09,52752.43,INR,Active
6896,3287,100,Savings,2019-12-28,23822.55,INR,Active
6897,20331,52,Savings,2019-06-25,1473.06,INR,Active
6898,21267,7,Savings,2022-03-30,2880.04,INR,Active
6899,12119,98,Savings,2021-04-22,2689.08,INR,Active
6900,811,24,Business,2025-02-08,22860.44,INR,Active
6901,1973,19,Premium,2011-10-13,8505.21,INR,Active
6902,14813,82,Savings,2013-01-15,1439.48,INR,Closed
6903,9734,37,Salary,2012-01-05,6264.52,INR,Active
6904,16336,60,Savings,2018-02-26,35767.58,INR,Active
6905,19023,38,Savings,2018-01-27,3108.11,INR,Active
6906,14516,24,Salary,2024-06-07,8986.56,INR,Active
6907,14104,79,Salary,2024-08-23,18255.38,INR,Active
6908,10164,17,Salary,2025-07-01,6597.16,INR,Active
6909,12264,85,Savings,2021-01-11,8398.59,INR,Active
6910,16061,81,Savings,2018-05-04,42030.54,INR,Active
6911,989,18,Savings,2023-01-05,36108.9,INR,Active
6912,3164,8,Savings,2019-10-12,6132.05,INR,Dormant
6913,10602,50,Savings,2014-08-27,78300.64,INR,Dormant
6914,13357,58,Current,2024-12-20,4229.95,INR,Active
6915,21136,52,Savings,2021-09-28,661.59,INR,Active
6916,17152,60,Savings,2023-03-27,11845.85,INR,Active
6917,3186,6,Savings,2021-09-17,15692.0,INR,Active
6918,1627,35,Savings,2018-11-28,40977.12,INR,Closed
6919,21817,41,Savings,2012-11-24,7500.01,INR,Active
6920,9308,73,Savings,2019-07-15,33211.55,INR,Active
6921,1312,99,Savings,2012-06-09,60839.39,INR,Active
6922,816,96,Salary,2020-11-20,5435.19,INR,Active
6923,22813,83,Salary,2021-04-29,3959.32,INR,Active
6924,10734,47,Business,2025-03-10,7971.3,INR,Active
6925,12237,48,Current,2025-04-25,18715.33,INR,Active
6926,4059,13,Savings,2021-10-25,38109.95,INR,Active
6927,24797,26,Business,2018-03-29,5572.29,INR,Active
6928,17623,80,Business,2021-11-27,36420.52,INR,Active
6929,15354,79,Savings,2024-09-07,28087.91,INR,Active
6930,13817,72,Current,2014-12-29,31619.64,INR,Active
6931,10437,95,Savings,2020-01-10,2096.19,INR,Active
6932,17872,28,Premium,2019-08-15,38936.98,INR,Active
6933,1428,41,Salary,2016-08-25,1391.32,INR,Active
6934,9716,37,Current,2019-08-18,29120.49,INR,Closed
6935,7099,15,Current,2014-04-14,40368.67,INR,Active
6936,19991,14,Premium,2016-07-09,57234.3,INR,Active
6937,253,99,Current,2014-10-18,40384.11,INR,Active
6938,7866,98,Savings,2023-12-11,106663.71,INR,Active
6939,19128,47,Savings,2020-11-11,6100.44,INR,Active
6940,20253,72,Current,2023-06-10,52342.16,INR,Active
6941,11900,94,Savings,2012-01-01,61528.46,INR,Active
6942,15693,76,Savings,2021-04-23,3152.97,INR,Active
6943,18212,93,Savings,2016-08-17,3459.88,INR,Active
6944,2821,1,Savings,2023-03-27,2790.71,INR,Active
6945,12195,51,Salary,2015-08-31,8293.62,INR,Active
6946,10815,23,Business,2018-10-03,53843.64,INR,Active
6947,3097,86,Business,2017-01-25,13545.53,INR,Active
6948,11645,42,Savings,2020-05-14,7882.95,INR,Active
6949,23090,14,Savings,2024-05-25,4153.39,INR,Active
6950,4519,13,Savings,2018-05-21,51961.01,INR,Active
6951,5350,83,Salary,2016-03-10,11589.7,INR,Active
6952,3348,96,Salary,2011-12-16,10706.59,INR,Active
6953,19039,79,Business,2019-08-01,15603.86,INR,Active
6954,16698,92,Savings,2020-09-14,9685.29,INR,Active
6955,20884,43,Premium,2019-06-25,3568.59,INR,Active
6956,20205,73,Savings,2011-08-27,7858.44,INR,Active
6957,1760,54,Salary,2016-05-22,1928.91,INR,Active
6958,15215,100,Savings,2013-08-11,20024.06,INR,Active
6959,17059,10,Salary,2022-10-27,106322.62,INR,Active
6960,10252,98,Current,2019-05-15,12623.87,INR,Active
6961,15367,24,Savings,2023-04-10,13039.9,INR,Active
6962,12484,69,Current,2017-03-16,30506.95,INR,Active
6963,2474,62,Savings,2019-05-28,4628.12,INR,Active
6964,8476,57,Savings,2012-02-08,8640.77,INR,Active
6965,17172,89,Savings,2016-06-16,30356.65,INR,Active
6966,2422,92,Current,2016-12-05,4404.24,INR,Active
6967,24577,53,Premium,2019-06-28,25231.62,INR,Active
6968,11163,28,Savings,2017-09-29,81381.13,INR,Active
6969,17712,26,Savings,2022-07-29,23023.87,INR,Active
6970,7032,1,Savings,2022-10-16,85799.38,INR,Active
6971,7592,62,Salary,2017-04-25,59456.42,INR,Active
6972,12139,98,Savings,2023-04-10,19031.23,INR,Active
6973,4219,98,Savings,2013-08-17,8106.31,INR,Active
6974,5992,29,Savings,2015-05-27,19138.72,INR,Active
6975,9316,28,Savings,2012-08-18,46377.5,INR,Active
6976,545,35,Business,2013-08-03,4009.85,INR,Active
6977,12188,84,Savings,2024-07-09,78926.82,INR,Active
6978,5709,95,Salary,2015-01-25,10393.92,INR,Active
6979,2700,55,Savings,2017-06-16,5995.14,INR,Active
6980,23365,83,Current,2019-07-02,9696.63,INR,Active
6981,12987,79,Current,2012-07-24,182530.84,INR,Active
6982,811,23,Current,2012-10-18,11835.9,INR,Active
6983,20634,1,Savings,2016-07-31,27347.41,INR,Active
6984,23100,67,Savings,2020-07-07,11121.11,INR,Dormant
6985,9045,87,Savings,2012-09-03,28962.68,INR,Active
6986,8648,8,Salary,2018-06-14,2529.16,INR,Active
6987,21979,28,Premium,2015-02-21,13461.24,INR,Active
6988,167,81,Savings,2013-01-18,90203.93,INR,Active
6989,11820,38,Savings,2014-04-08,99553.18,INR,Active
6990,12099,5,Salary,2018-06-05,15448.15,INR,Active
6991,13791,27,Savings,2013-11-16,13575.73,INR,Active
6992,9680,15,Current,2016-04-12,10449.78,INR,Active
6993,17456,54,Premium,2017-01-18,16136.76,INR,Active
6994,1996,60,Current,2014-06-29,4630.21,INR,Active
6995,18675,81,Savings,2017-03-01,8548.02,INR,Active
6996,14905,19,Business,2021-11-30,16055.31,INR,Active
6997,23947,67,Current,2012-02-21,1465.27,INR,Active
6998,2749,94,Savings,2022-07-02,7026.98,INR,Active
6999,3824,1,Savings,2018-05-20,2731.71,INR,Active
7000,18226,25,Salary,2023-05-27,8962.23,INR,Active
7001,6968,50,Savings,2023-06-15,20615.07,INR,Active
7002,21548,69,Savings,2015-06-07,5386.12,INR,Active
7003,11652,70,Savings,2013-03-25,17299.66,INR,Active
7004,19683,61,Savings,2017-12-15,42513.01,INR,Active
7005,12811,72,Salary,2023-05-22,1576.22,INR,Active
7006,9478,61,Current,2017-12-26,124645.59,INR,Active
7007,11630,53,Salary,2012-04-28,45368.62,INR,Active
7008,23779,41,Savings,2016-01-01,7158.92,INR,Active
7009,1489,46,Salary,2021-11-27,18324.14,INR,Dormant
7010,1516,82,Savings,2016-05-02,22180.79,INR,Active
7011,1428,70,Savings,2019-07-01,2599.0,INR,Active
7012,8612,22,Salary,2024-05-30,14120.95,INR,Active
7013,5188,62,Premium,2015-07-09,7805.04,INR,Active
7014,9769,58,Premium,2015-10-29,172010.8,INR,Active
7015,9396,58,Current,2015-10-26,12596.21,INR,Active
7016,1307,85,Business,2023-08-01,11980.67,INR,Active
7017,9241,72,Savings,2023-10-05,11387.98,INR,Active
7018,10864,49,Savings,2023-02-06,54656.24,INR,Active
7019,13777,2,Savings,2023-08-14,9094.38,INR,Active
7020,24289,19,Savings,2023-04-24,2086.68,INR,Active
7021,13790,65,Savings,2023-06-24,63682.68,INR,Active
7022,11101,56,Savings,2014-11-22,6028.43,INR,Active
7023,2244,14,Current,2025-02-13,42888.89,INR,Active
7024,15572,97,Current,2017-08-14,10309.28,INR,Active
7025,22272,23,Savings,2023-10-31,22744.2,INR,Active
7026,15634,83,Savings,2015-01-20,16045.51,INR,Active
7027,16325,33,Savings,2016-08-14,4581.44,INR,Active
7028,10402,82,Business,2017-05-08,31934.82,INR,Closed
7029,2035,32,Premium,2025-05-30,5057.95,INR,Active
7030,11602,37,Savings,2025-02-12,6738.01,INR,Active
7031,23485,24,Savings,2024-03-22,9974.12,INR,Dormant
7032,15846,3,Salary,2013-06-05,8439.62,INR,Active
7033,8541,87,Current,2025-03-09,43542.16,INR,Active
7034,4239,15,Current,2020-02-06,31417.0,INR,Active
7035,1996,62,Savings,2015-07-11,41610.2,INR,Active
7036,15098,9,Savings,2022-02-04,10586.99,INR,Active
7037,2918,2,Premium,2020-01-12,10702.52,INR,Active
7038,9779,78,Savings,2023-07-24,13472.63,INR,Active
7039,7064,10,Savings,2025-03-25,5306.02,INR,Active
7040,20854,60,Salary,2020-01-09,42436.28,INR,Active
7041,18770,90,Savings,2013-02-25,40157.58,INR,Active
7042,22756,83,Premium,2019-07-06,58528.52,INR,Active
7043,11772,82,Current,2023-04-07,12381.11,INR,Active
7044,11449,64,Savings,2022-02-22,771.57,INR,Active
7045,4894,82,Savings,2015-12-26,21071.17,INR,Active
7046,6116,100,Savings,2021-08-07,8195.58,INR,Active
7047,14934,63,Current,2012-12-11,7844.33,INR,Active
7048,7177,60,Savings,2025-01-16,26800.01,INR,Active
7049,13915,20,Savings,2023-03-16,11432.18,INR,Active
7050,7984,82,Savings,2012-02-17,7394.53,INR,Active
7051,8528,36,Premium,2021-11-24,179844.87,INR,Active
7052,23766,87,Salary,2021-08-01,24902.96,INR,Active
7053,16113,92,Savings,2018-12-25,83585.58,INR,Active
7054,5803,16,Savings,2021-06-18,9160.2,INR,Active
7055,13884,10,Savings,2013-08-26,4890.32,INR,Active
7056,302,97,Savings,2012-03-13,15840.97,INR,Active
7057,5093,53,Premium,2016-06-05,20006.67,INR,Dormant
7058,19155,1,Salary,2022-08-03,8774.11,INR,Active
7059,662,39,Premium,2022-04-22,8383.43,INR,Active
7060,18650,81,Salary,2017-08-16,73588.91,INR,Active
7061,6707,100,Savings,2013-05-25,12133.34,INR,Active
7062,13931,45,Business,2016-05-20,5951.3,INR,Active
7063,3533,69,Savings,2025-06-08,18909.25,INR,Active
7064,24010,32,Savings,2020-12-19,22504.02,INR,Active
7065,16503,1,Business,2017-11-21,21348.94,INR,Active
7066,960,5,Savings,2011-11-24,11907.16,INR,Active
7067,11643,61,Savings,2017-09-19,13087.78,INR,Active
7068,1287,51,Current,2022-07-02,24525.06,INR,Active
7069,5666,83,Savings,2022-08-05,34284.02,INR,Active
7070,16718,34,Savings,2022-06-27,4491.06,INR,Active
7071,436,10,Current,2023-11-27,1511.79,INR,Active
7072,2706,63,Savings,2022-03-23,33433.05,INR,Closed
7073,22821,84,Current,2022-02-24,11189.65,INR,Closed
7074,21835,77,Current,2024-07-19,19267.13,INR,Active
7075,7630,34,Savings,2013-07-08,78505.98,INR,Active
7076,24370,91,Savings,2018-11-19,5280.69,INR,Active
7077,10984,99,Savings,2024-08-18,15951.85,INR,Active
7078,18541,62,Salary,2013-04-13,2461.67,INR,Active
7079,4438,81,Current,2017-08-23,22335.59,INR,Active
7080,9618,6,Current,2021-11-25,1556.07,INR,Active
7081,18972,58,Premium,2023-10-07,12459.37,INR,Active
7082,14688,83,Current,2020-02-08,18621.22,INR,Active
7083,9193,65,Premium,2014-07-03,12169.78,INR,Active
7084,5536,71,Salary,2013-10-24,2884.52,INR,Active
7085,10723,53,Savings,2013-05-18,10661.88,INR,Active
7086,3881,16,Savings,2015-03-17,31153.68,INR,Active
7087,13530,61,Savings,2018-04-09,34583.75,INR,Active
7088,4502,21,Savings,2019-03-10,3388.86,INR,Closed
7089,12589,29,Current,2015-05-22,11676.7,INR,Active
7090,17763,70,Savings,2021-06-12,6768.21,INR,Active
7091,23846,31,Current,2018-08-18,92755.95,INR,Active
7092,8802,37,Savings,2019-04-15,11135.93,INR,Active
7093,16614,70,Savings,2015-06-12,28093.96,INR,Active
7094,6958,5,Savings,2019-06-17,6878.0,INR,Active
7095,12712,87,Savings,2013-11-23,2156.77,INR,Dormant
7096,2568,73,Salary,2024-02-15,2529.75,INR,Active
7097,14179,55,Premium,2013-01-14,10453.71,INR,Active
7098,7285,43,Savings,2015-12-25,3311.31,INR,Active
7099,3735,35,Business,2018-07-08,11671.73,INR,Dormant
7100,13357,9,Savings,2019-10-26,10473.27,INR,Active
7101,14191,91,Current,2025-06-11,29140.26,INR,Active
7102,1850,30,Savings,2012-08-13,20560.16,INR,Active
7103,19575,62,Savings,2020-12-08,77455.13,INR,Active
7104,1908,44,Current,2016-03-30,13657.59,INR,Active
7105,16965,96,Current,2021-05-06,668.94,INR,Active
7106,7419,92,Savings,2019-05-12,57881.75,INR,Dormant
7107,18896,74,Salary,2013-06-11,1529.94,INR,Active
7108,5284,14,Salary,2020-05-02,46546.38,INR,Active
7109,12064,84,Salary,2020-03-04,10698.33,INR,Active
7110,8270,42,Savings,2013-10-09,9546.54,INR,Closed
7111,21122,36,Savings,2018-04-30,25696.32,INR,Active
7112,1483,31,Savings,2014-09-05,5145.81,INR,Active
7113,3926,49,Savings,2022-04-14,5612.59,INR,Active
7114,4489,64,Savings,2024-07-15,1092.48,INR,Active
7115,18136,98,Savings,2018-05-10,1643.09,INR,Active
7116,17136,6,Savings,2016-11-09,3516.59,INR,Active
7117,20206,11,Current,2024-04-16,25884.58,INR,Dormant
7118,17087,35,Savings,2019-05-20,41279.09,INR,Active
7119,13145,86,Business,2013-02-12,18667.36,INR,Active
7120,23068,84,Savings,2017-03-29,23855.38,INR,Active
7121,11384,86,Savings,2014-05-06,22337.07,INR,Active
7122,1919,89,Premium,2018-07-26,47066.94,INR,Active
7123,13155,85,Current,2013-05-15,2385.53,INR,Active
7124,20254,51,Premium,2016-11-21,23985.08,INR,Active
7125,19772,32,Savings,2023-06-03,5213.31,INR,Active
7126,11764,71,Current,2014-12-10,60173.74,INR,Active
7127,21826,87,Current,2013-02-10,15719.38,INR,Active
7128,12191,57,Savings,2012-04-27,5772.99,INR,Active
7129,7312,96,Salary,2014-12-24,34346.85,INR,Active
7130,5911,72,Premium,2021-10-08,3098.13,INR,Active
7131,12982,10,Savings,2012-08-15,117316.57,INR,Active
7132,2840,85,Savings,2018-11-23,80118.91,INR,Active
7133,12735,76,Current,2021-09-19,10307.63,INR,Active
7134,21014,35,Current,2023-08-30,5566.1,INR,Active
7135,3445,23,Savings,2022-01-09,2718.42,INR,Active
7136,20024,10,Current,2011-12-21,53484.05,INR,Dormant
7137,277,76,Salary,2017-08-17,46810.11,INR,Active
7138,17772,28,Salary,2021-05-01,5878.09,INR,Active
7139,12302,14,Salary,2022-10-02,34668.79,INR,Active
7140,3362,87,Premium,2020-02-07,5307.25,INR,Active
7141,1862,24,Current,2014-06-19,26122.65,INR,Active
7142,1309,68,Premium,2024-08-21,212687.08,INR,Active
7143,12698,14,Savings,2016-06-07,12355.88,INR,Active
7144,18183,38,Savings,2017-05-06,2268.97,INR,Active
7145,4974,33,Premium,2013-07-07,1283.11,INR,Active
7146,20115,88,Savings,2013-11-10,10034.86,INR,Active
7147,2648,58,Savings,2018-11-11,12249.51,INR,Active
7148,22262,66,Premium,2013-08-07,31013.77,INR,Active
7149,1017,54,Current,2019-03-31,6367.77,INR,Active
7150,21349,61,Savings,2023-01-17,1703.12,INR,Active
7151,621,60,Savings,2019-12-22,1812.72,INR,Dormant
7152,8815,9,Savings,2012-07-03,29989.43,INR,Active
7153,1525,93,Savings,2021-02-01,23712.85,INR,Active
7154,14183,7,Savings,2011-11-04,5816.03,INR,Active
7155,676,81,Savings,2013-05-10,6573.25,INR,Active
7156,4228,96,Salary,2014-07-28,51818.2,INR,Closed
7157,4981,7,Savings,2016-02-09,7695.56,INR,Active
7158,18340,93,Premium,2012-06-29,37101.58,INR,Active
7159,4174,36,Savings,2018-05-14,2068.24,INR,Active
7160,2327,75,Savings,2017-12-12,13386.87,INR,Active
7161,15935,74,Savings,2015-09-29,1357.38,INR,Active
7162,6809,44,Savings,2013-01-11,1008.86,INR,Active
7163,11367,52,Premium,2023-07-31,68495.8,INR,Active
7164,17941,98,Savings,2018-05-15,9096.94,INR,Active
7165,16456,96,Premium,2020-12-14,7110.66,INR,Dormant
7166,13005,10,Savings,2017-03-17,57385.92,INR,Active
7167,18084,90,Savings,2017-05-28,17538.26,INR,Active
7168,19487,66,Savings,2015-10-15,15939.2,INR,Dormant
7169,22085,22,Business,2019-10-05,22566.13,INR,Active
7170,3332,82,Current,2014-01-14,4458.71,INR,Active
7171,19114,3,Salary,2016-06-05,59813.25,INR,Active
7172,14342,32,Savings,2014-06-19,2954.62,INR,Dormant
7173,23079,46,Savings,2023-09-03,18330.47,INR,Active
7174,20722,7,Savings,2022-06-25,13188.08,INR,Active
7175,18737,58,Salary,2017-12-07,37996.51,INR,Active
7176,1906,94,Savings,2012-12-14,5058.94,INR,Active
7177,17717,39,Current,2013-04-30,5581.29,INR,Active
7178,13929,81,Current,2023-02-09,8321.5,INR,Active
