credit_card_id,customer_id,issue_date,credit_limit,current_balance,interest_rate,card_status
3214,23825,2022-08-03,500000,230694.11,36.835,Active
3215,8546,2022-09-22,50000,7497.16,31.713,Active
3216,14691,2022-07-06,500000,104764.38,32.735,Active
3217,2646,2023-07-20,100000,6071.38,34.919,Active
3218,6959,2022-10-24,100000,7537.95,39.523,Active
3219,7422,2023-01-15,100000,52933.95,25.333,Active
3220,23297,2023-09-12,1000000,308112.57,40.325,Active
3221,12003,2022-01-31,100000,16411.89,30.488,Active
3222,754,2023-05-16,1000000,405391.91,18.194,Active
3223,8176,2023-11-30,200000,73424.89,20.486,Active
3224,24708,2024-06-26,1000000,315238.09,26.149,Active
3225,7878,2023-04-07,200000,25904.81,41.378,Active
3226,4984,2023-07-22,200000,131448.18,19.778,Active
3227,15773,2024-01-02,1000000,35693.73,35.441,Active
3228,13576,2023-04-21,500000,93035.5,38.658,Active
3229,12573,2023-05-26,50000,3530.43,32.323,Active
3230,12749,2022-02-23,500000,51010.8,31.57,Active
3231,22169,2022-11-05,200000,29335.31,25.794,Active
3232,19799,2023-05-10,50000,17913.94,38.642,Active
3233,734,2024-10-21,50000,23702.8,34.14,Active
3234,3555,2022-10-27,500000,136073.07,21.825,Active
3235,10953,2022-08-07,200000,38947.17,23.998,Active
3236,6276,2023-07-14,500000,226174.02,31.67,Active
3237,22254,2022-03-11,50000,10877.63,21.561,Active
3238,22332,2024-11-09,100000,17934.85,18.477,Active
3239,16120,2023-01-21,100000,14025.9,20.045,Active
3240,18345,2024-03-27,200000,25515.81,27.31,Active
3241,920,2024-05-21,200000,72488.91,21.684,Blocked
3242,9426,2024-06-28,50000,18017.62,25.617,Active
3243,273,2024-07-09,100000,36915.07,31.471,Blocked
3244,2846,2023-09-28,50000,4269.12,37.244,Active
3245,11423,2024-09-04,1000000,262661.52,19.282,Active
3246,3773,2022-01-30,200000,61011.5,29.154,Active
3247,11740,2023-08-29,200000,118639.21,25.824,Active
3248,5651,2023-12-01,100000,35542.99,35.832,Active
3249,13930,2024-04-29,500000,134737.36,34.619,Active
3250,12291,2022-03-25,50000,8620.33,33.011,Active
3251,18890,2023-01-23,1000000,198702.31,24.547,Active
3252,2004,2024-08-18,100000,22918.25,34.498,Active
3253,20546,2024-08-03,100000,10192.52,41.532,Blocked
3254,19725,2022-07-02,1000000,122091.17,39.516,Active
3255,93,2022-11-25,500000,209875.19,24.407,Active
3256,14177,2024-12-11,200000,79772.5,19.549,Active
3257,6099,2022-04-02,50000,9605.99,27.086,Active
3258,13433,2023-01-22,200000,5426.84,39.175,Active
3259,9985,2024-12-15,200000,45418.23,30.783,Active
3260,17927,2024-06-01,1000000,206929.94,23.978,Active
3261,23238,2022-12-24,200000,23453.31,22.577,Active
3262,3108,2023-11-18,1000000,146975.45,32.42,Active
3263,16888,2024-06-24,500000,248470.4,18.191,Active
3264,1211,2023-05-16,500000,8262.09,28.255,Active
3265,17529,2022-09-25,1000000,382740.26,39.595,Active
3266,6038,2022-11-16,50000,12348.36,35.806,Active
3267,4513,2022-03-31,50000,8936.37,33.707,Active
3268,11998,2024-11-17,200000,101375.68,30.321,Active
3269,21266,2023-06-21,100000,29654.8,24.872,Active
3270,24787,2022-02-13,1000000,300736.97,37.558,Active
3271,733,2024-12-14,1000000,214681.9,34.533,Active
3272,24538,2023-11-10,500000,286121.16,40.351,Active
3273,919,2022-11-24,100000,16061.83,36.441,Active
3274,7640,2022-05-09,500000,140964.92,24.785,Active
3275,912,2024-11-03,200000,18896.66,29.238,Active
3276,15602,2024-01-29,50000,8082.35,30.308,Active
3277,22322,2023-06-23,1000000,87425.4,35.399,Active
3278,11208,2024-09-17,100000,20365.17,19.441,Active
3279,769,2023-08-19,200000,19541.72,28.075,Active
3280,19375,2022-02-06,200000,89986.96,21.493,Active
3281,20787,2025-01-01,50000,28992.91,24.383,Blocked
3282,9727,2024-03-29,1000000,219171.35,25.446,Active
3283,8573,2022-05-02,200000,20721.1,28.381,Active
3284,19180,2022-02-16,50000,28311.69,39.488,Active
3285,2473,2023-09-02,1000000,223033.28,18.368,Active
3286,3775,2022-08-26,200000,57638.94,31.415,Active
3287,22091,2023-05-08,100000,30222.75,40.508,Active
3288,14761,2022-10-10,1000000,225121.34,20.559,Active
3289,8125,2024-11-07,500000,95686.07,37.65,Active
3290,15510,2022-01-30,200000,30700.68,36.301,Active
3291,9363,2023-05-29,100000,69366.25,31.015,Active
3292,15033,2023-04-21,500000,79571.8,27.083,Active
3293,13831,2023-09-23,1000000,362389.42,37.203,Active
3294,20920,2023-02-19,200000,48229.57,38.601,Active
3295,9855,2023-12-16,100000,52417.28,27.808,Active
3296,13968,2022-12-17,1000000,457640.54,18.148,Active
3297,5662,2024-11-27,500000,196976.81,40.577,Active
3298,20918,2024-09-23,200000,42490.92,24.429,Active
3299,8568,2023-05-01,50000,10889.36,31.996,Active
3300,54,2024-04-26,1000000,293575.82,34.751,Active
3301,21224,2023-05-01,50000,27318.2,36.954,Active
3302,2295,2023-04-02,50000,15389.53,21.527,Active
3303,8527,2022-03-18,500000,109286.25,36.235,Active
3304,19614,2023-03-25,50000,12763.45,37.37,Active
3305,19554,2023-09-26,100000,28529.83,33.184,Active
3306,16134,2022-08-08,500000,37664.54,22.246,Active
3307,12513,2024-03-02,200000,36448.62,40.295,Active
3308,12869,2022-03-19,200000,23289.73,34.196,Active
3309,24167,2023-07-21,200000,4376.26,26.977,Active
3310,15174,2022-03-29,500000,111851.83,33.369,Active
3311,23762,2024-01-30,1000000,186257.73,35.528,Active
3312,21152,2023-09-08,500000,261589.72,30.333,Closed
3313,23124,2023-08-26,100000,18299.09,40.665,Active
3314,16607,2022-07-12,1000000,218554.76,27.175,Active
3315,18625,2024-07-12,100000,18752.58,37.733,Active
3316,15918,2024-04-02,1000000,318672.53,23.219,Active
3317,5353,2022-04-02,200000,20101.58,25.945,Active
3318,4433,2024-09-04,500000,136349.9,24.28,Active
3319,17682,2023-03-25,200000,67347.88,27.62,Active
3320,24909,2023-12-28,500000,138149.96,21.159,Active
3321,5021,2023-09-23,200000,63740.77,35.626,Closed
3322,12657,2024-01-06,50000,8923.52,24.117,Closed
3323,21245,2024-01-12,50000,33746.43,39.646,Active
3324,2922,2023-12-20,200000,87677.7,32.518,Active
3325,19830,2022-07-09,500000,52338.69,24.611,Active
3326,18094,2022-05-25,200000,52936.95,22.084,Active
3327,8552,2024-08-17,1000000,554567.24,39.243,Active
3328,21223,2024-12-29,50000,10470.01,20.813,Active
3329,197,2024-12-26,200000,49165.54,37.429,Active
3330,11119,2022-03-21,200000,101126.99,40.247,Active
3331,21793,2024-11-03,100000,8450.82,28.185,Active
3332,18870,2024-05-22,50000,7574.54,23.356,Active
3333,23723,2022-01-04,200000,27705.17,29.179,Active
3334,22337,2024-01-18,1000000,155002.46,27.017,Active
3335,4597,2022-02-14,1000000,392688.67,37.814,Active
3336,7483,2023-05-27,500000,182371.69,21.638,Active
3337,14751,2024-05-29,100000,28912.64,36.422,Active
3338,17232,2023-10-09,50000,13339.66,41.312,Active
3339,9758,2022-09-23,100000,28520.11,29.157,Active
3340,11629,2023-09-05,200000,92896.42,34.283,Active
3341,20801,2024-08-03,50000,15918.03,33.035,Active
3342,5918,2023-07-25,1000000,241758.65,24.603,Active
3343,11152,2022-04-16,200000,22673.4,25.719,Active
3344,9701,2023-11-05,50000,4849.42,39.199,Closed
3345,21887,2023-10-21,500000,148864.18,36.233,Active
3346,8053,2022-07-03,200000,82198.33,22.494,Active
3347,21317,2024-04-06,500000,56284.83,38.972,Active
3348,18154,2022-07-07,1000000,376807.25,22.697,Active
3349,12396,2024-09-10,1000000,288566.67,38.651,Active
3350,1840,2023-06-01,200000,93807.86,40.564,Active
3351,24906,2022-12-18,100000,29950.72,40.818,Active
3352,23162,2024-09-18,50000,4329.69,20.936,Active
3353,17939,2023-03-17,500000,74585.21,23.612,Active
3354,19776,2022-06-24,1000000,289247.93,41.083,Active
3355,745,2022-05-21,200000,26270.26,32.755,Active
3356,17060,2023-07-10,100000,57965.54,20.3,Active
3357,13285,2022-12-20,200000,122398.42,26.707,Active
3358,23443,2022-03-19,50000,36759.94,28.486,Active
3359,15776,2024-06-06,50000,8498.85,28.681,Active
3360,21688,2022-03-28,50000,13167.61,23.18,Active
3361,6859,2024-05-30,500000,244125.56,19.408,Active
3362,14167,2022-11-02,100000,16740.73,29.766,Active
3363,12763,2023-01-02,500000,114996.76,20.37,Active
3364,6120,2024-12-18,100000,18184.73,40.905,Active
3365,11442,2022-09-29,50000,17914.23,24.245,Active
3366,12447,2023-05-27,200000,34900.44,24.153,Active
3367,11637,2022-11-23,100000,18066.03,22.054,Active
3368,9728,2023-12-25,500000,70516.54,39.523,Closed
3369,18032,2023-04-14,200000,23479.04,41.986,Active
3370,9769,2023-03-02,100000,15348.58,25.04,Active
3371,14230,2024-01-07,50000,5080.11,24.099,Active
3372,12378,2022-05-16,50000,1564.52,25.122,Active
3373,19232,2024-03-13,50000,20505.77,41.369,Active
3374,1472,2023-06-29,200000,103380.29,30.531,Active
3375,23834,2022-05-08,1000000,418482.42,39.467,Active
3376,6582,2024-12-16,1000000,159036.62,36.238,Active
3377,15661,2024-01-31,100000,53557.11,36.948,Active
3378,3680,2024-09-20,1000000,224084.38,23.251,Active
3379,7954,2024-02-13,200000,49480.98,32.867,Active
3380,16219,2023-01-02,200000,68713.56,20.506,Active
3381,21267,2025-01-01,1000000,222586.86,28.485,Active
3382,23704,2023-09-12,50000,18977.92,37.594,Active
3383,24591,2024-07-05,200000,51629.35,20.586,Active
3384,14441,2022-06-20,200000,41110.67,32.968,Active
3385,1388,2024-12-16,200000,45207.23,29.599,Active
3386,16922,2022-10-02,100000,25465.77,31.851,Active
3387,1244,2022-09-14,1000000,245563.42,29.575,Active
3388,3815,2022-07-17,1000000,384476.9,20.211,Closed
3389,20707,2022-12-26,500000,55966.85,34.242,Active
3390,5416,2023-12-11,100000,17806.76,27.052,Active
3391,8093,2024-01-13,1000000,44076.03,19.832,Active
3392,23639,2023-01-20,100000,10958.96,22.999,Active
3393,22467,2023-03-21,200000,66922.6,37.228,Active
3394,19047,2022-11-05,100000,9662.25,30.028,Closed
3395,20622,2024-04-07,500000,166289.3,34.303,Closed
3396,13748,2022-01-29,1000000,147078.42,29.166,Active
3397,8930,2024-12-17,200000,64176.78,38.276,Active
3398,9370,2023-11-19,50000,8157.03,35.842,Active
3399,14054,2022-05-25,50000,11583.4,18.289,Active
3400,1124,2023-01-31,100000,22890.1,36.113,Active
3401,24456,2022-02-05,200000,32870.2,29.888,Active
3402,11152,2023-08-02,200000,32690.06,26.799,Active
3403,10246,2022-02-25,50000,12498.55,36.457,Active
3404,22738,2024-08-17,200000,10106.19,26.848,Active
3405,14706,2024-01-18,500000,7401.33,38.965,Active
3406,17352,2023-09-23,100000,12790.11,35.803,Active
3407,20817,2024-04-01,500000,189697.24,19.814,Active
3408,11305,2023-05-24,100000,2705.99,22.003,Active
3409,4557,2023-08-24,200000,88737.16,22.232,Active
3410,2655,2024-12-29,500000,33666.9,30.424,Active
3411,13694,2023-04-07,100000,20905.85,34.985,Active
3412,201,2024-05-07,500000,118790.91,22.674,Active
3413,2017,2024-08-30,100000,13007.46,36.549,Active
3414,23385,2023-03-03,500000,248200.78,27.441,Blocked
3415,19796,2024-11-23,500000,148164.94,20.28,Active
3416,12098,2023-06-15,500000,256695.17,25.377,Active
3417,7399,2022-08-16,200000,82612.02,38.252,Active
3418,285,2022-07-11,50000,10311.15,36.448,Closed
3419,8218,2022-10-05,200000,38734.13,22.101,Active
3420,22278,2023-07-29,200000,160450.79,34.644,Active
3421,9161,2024-01-03,200000,113628.42,22.277,Active
3422,20237,2023-02-06,500000,267319.28,28.681,Active
3423,2755,2024-01-01,50000,835.64,33.093,Active
3424,21740,2022-04-13,500000,168352.31,21.751,Active
3425,4909,2023-05-04,500000,44557.31,33.878,Active
3426,7185,2022-09-17,100000,21192.37,18.618,Active
3427,14235,2024-07-17,500000,244861.42,21.157,Active
3428,2290,2022-09-21,200000,112340.32,21.624,Active
3429,3240,2024-01-13,200000,124548.6,28.971,Active
3430,19454,2022-10-10,200000,37143.69,25.589,Active
3431,3399,2024-11-14,1000000,603546.53,30.207,Active
3432,19368,2023-04-24,50000,21012.69,38.65,Active
3433,24686,2022-04-21,1000000,634952.92,18.537,Active
3434,11171,2022-09-11,100000,14003.8,20.483,Active
3435,3604,2023-10-08,500000,149730.68,32.646,Active
3436,12015,2023-08-27,200000,15929.46,32.655,Active
3437,2909,2022-12-16,500000,283987.96,18.775,Active
3438,16782,2022-07-06,1000000,593906.13,26.441,Active
3439,17194,2022-06-13,100000,41642.93,29.658,Active
3440,10321,2024-04-04,200000,36025.86,34.5,Active
3441,680,2022-06-07,500000,236759.92,24.285,Active
3442,5322,2022-04-08,50000,9386.49,41.248,Active
3443,20955,2023-09-08,500000,157166.16,39.689,Active
3444,12840,2024-12-18,500000,169646.63,27.078,Active
3445,24340,2024-09-11,1000000,466143.12,38.234,Active
3446,18392,2023-12-10,100000,6064.52,19.752,Active
3447,2265,2024-05-09,1000000,99911.97,38.182,Active
3448,17078,2024-06-08,50000,16680.75,28.264,Active
3449,848,2024-12-09,500000,127849.28,33.844,Active
3450,8419,2024-02-16,1000000,207038.87,40.698,Active
3451,20203,2022-03-26,200000,120361.9,32.642,Active
3452,11532,2022-02-25,500000,210167.77,27.627,Active
3453,21135,2024-02-05,500000,253678.06,22.846,Active
3454,18762,2024-04-24,200000,123139.68,31.191,Active
3455,2121,2024-11-30,100000,11462.68,19.868,Active
3456,4535,2023-11-05,100000,28008.45,23.508,Active
3457,9634,2022-06-22,500000,145484.84,19.916,Active
3458,15110,2023-03-19,1000000,248948.74,39.824,Active
3459,16021,2022-02-10,100000,34279.26,34.343,Active
3460,21378,2024-01-08,500000,219266.2,41.59,Active
3461,12572,2023-08-01,500000,116929.06,19.239,Active
3462,668,2022-02-10,200000,42867.42,33.9,Active
3463,21189,2024-04-16,500000,257890.92,20.329,Active
3464,23715,2022-04-15,200000,58615.52,23.832,Active
3465,12794,2024-04-08,1000000,157892.4,18.228,Active
3466,20544,2024-10-10,500000,195167.11,20.252,Active
3467,22509,2023-09-02,500000,75683.91,18.492,Active
3468,7156,2023-09-25,50000,16345.0,33.384,Active
3469,21049,2023-11-26,50000,10975.81,26.056,Active
3470,1769,2022-03-18,500000,177715.89,19.074,Active
3471,6028,2024-03-20,100000,38342.13,41.569,Active
3472,20125,2024-03-30,100000,52602.0,19.136,Active
3473,5077,2023-11-15,100000,34251.52,30.193,Active
3474,6369,2022-01-22,500000,280883.17,22.041,Active
3475,16227,2024-12-16,1000000,115353.27,22.972,Active
3476,20434,2024-12-03,200000,95574.92,39.699,Active
3477,13691,2022-12-28,50000,15345.65,32.77,Active
3478,23622,2024-04-10,50000,4347.84,29.344,Active
3479,13164,2022-06-30,50000,13146.04,21.675,Active
3480,3939,2022-03-19,500000,152567.43,39.557,Blocked
3481,7810,2024-08-18,100000,18856.62,40.858,Active
3482,14588,2022-12-12,500000,170916.99,25.599,Active
3483,14583,2024-06-30,500000,149182.64,22.43,Active
3484,11450,2022-11-07,200000,106274.22,36.626,Active
3485,10268,2023-07-26,500000,327913.24,38.435,Active
3486,12147,2024-12-16,500000,174580.64,39.554,Active
3487,23923,2023-08-01,200000,63474.1,32.458,Active
3488,21937,2022-11-16,500000,61473.92,38.796,Active
3489,13454,2024-03-20,100000,34791.21,37.807,Active
3490,16574,2024-02-10,100000,39244.19,33.217,Active
3491,5167,2024-10-04,200000,31306.59,19.174,Active
3492,12889,2024-06-05,500000,266371.96,20.958,Active
3493,24246,2023-12-21,50000,11622.79,18.265,Active
3494,8302,2022-03-11,200000,88408.89,37.002,Active
3495,14433,2024-11-27,200000,59900.29,27.912,Active
3496,2604,2023-07-11,50000,2141.51,40.646,Active
3497,3310,2024-07-05,200000,123420.93,20.944,Active
3498,19047,2024-05-17,200000,21092.96,26.975,Active
3499,14904,2023-10-31,1000000,141715.82,41.101,Active
3500,8941,2022-06-29,1000000,200728.93,27.064,Active
3501,9969,2023-08-14,200000,34251.65,37.545,Active
3502,6432,2022-06-20,1000000,441703.76,40.645,Active
3503,6565,2023-10-19,1000000,171226.0,32.445,Active
3504,5302,2022-02-28,100000,28783.83,27.744,Active
3505,1654,2023-08-23,1000000,667598.71,19.765,Blocked
3506,23006,2022-09-08,500000,191294.36,35.06,Active
3507,12707,2023-04-02,500000,116726.96,39.873,Active
3508,8616,2024-08-29,500000,237184.53,21.27,Closed
3509,17727,2024-09-19,500000,136690.32,27.302,Active
3510,7456,2023-01-13,100000,39383.19,36.715,Active
3511,21785,2024-08-30,1000000,113559.15,31.362,Active
3512,24191,2022-02-12,200000,59901.81,20.642,Active
3513,12330,2022-02-06,50000,10191.57,18.164,Active
3514,6981,2022-04-23,1000000,230598.93,26.976,Active
3515,21081,2023-11-26,100000,27326.33,39.616,Blocked
3516,24697,2024-07-04,100000,10258.62,25.599,Active
3517,21393,2022-12-02,1000000,596957.1,40.966,Active
3518,10392,2024-05-13,1000000,289389.48,20.443,Active
3519,4,2023-09-19,1000000,452497.89,19.242,Active
3520,2404,2023-06-18,1000000,351450.34,31.378,Active
3521,19842,2024-10-28,500000,253877.67,27.433,Active
3522,10498,2023-10-24,500000,177560.58,27.775,Active
3523,16162,2023-05-31,100000,24222.37,29.067,Active
3524,22418,2023-09-17,500000,58702.66,20.245,Active
3525,21084,2023-06-17,200000,42046.07,26.602,Active
3526,19789,2023-03-13,50000,22713.96,20.637,Active
3527,1399,2022-09-22,200000,28608.15,29.257,Active
3528,21341,2024-08-07,50000,8063.51,37.539,Active
3529,14177,2024-11-07,500000,44101.92,40.752,Active
3530,16537,2024-10-29,1000000,141268.5,36.944,Active
3531,10837,2022-06-07,100000,39739.91,23.726,Active
3532,11735,2022-07-26,200000,67478.81,35.511,Active
3533,18565,2024-10-03,1000000,219132.02,30.695,Active
3534,19013,2024-10-22,200000,32997.51,25.199,Active
3535,7098,2023-10-11,200000,60474.13,30.549,Active
3536,20200,2024-11-07,100000,25831.93,41.732,Active
3537,1551,2023-11-03,1000000,633644.8,29.569,Active
3538,10972,2024-03-10,50000,6741.74,19.853,Active
3539,23996,2024-04-16,50000,9962.28,41.265,Active
3540,18137,2022-06-19,1000000,201107.89,29.37,Active
3541,10491,2024-04-10,1000000,212988.94,21.236,Active
3542,7009,2024-04-08,100000,6869.39,27.785,Closed
3543,16038,2024-08-05,1000000,520826.51,19.529,Active
3544,15628,2023-07-14,200000,93791.11,33.464,Active
3545,13870,2023-02-19,1000000,436192.12,22.46,Blocked
3546,6136,2022-03-09,100000,41671.86,32.486,Active
3547,20657,2024-03-30,200000,115172.43,37.872,Active
3548,21992,2023-01-17,50000,14752.46,33.685,Blocked
3549,19570,2023-11-07,500000,191190.11,32.16,Active
3550,12349,2023-09-05,50000,11206.36,37.488,Active
3551,7059,2024-12-24,500000,162920.91,36.088,Active
3552,22260,2023-07-01,500000,229353.05,31.158,Active
3553,6585,2023-04-12,500000,129528.87,33.91,Active
3554,18856,2024-01-29,200000,87502.39,25.502,Active
3555,24422,2024-03-11,50000,34802.04,26.466,Active
3556,22490,2022-06-04,50000,12556.19,19.184,Active
3557,2343,2024-05-24,100000,62444.13,41.961,Active
3558,1140,2022-04-12,200000,67397.54,20.477,Active
3559,23543,2022-12-17,200000,115724.88,25.456,Active
3560,1546,2024-10-08,1000000,67340.54,27.861,Active
3561,18257,2023-08-28,50000,26387.03,36.626,Active
3562,3123,2022-07-26,50000,16188.28,30.457,Active
3563,10156,2024-09-18,200000,53361.02,18.233,Active
3564,24901,2023-06-10,50000,17605.86,27.118,Active
3565,22671,2023-04-10,200000,77841.65,39.989,Blocked
3566,16057,2022-07-31,500000,259354.73,21.827,Active
3567,17956,2023-03-10,100000,30317.64,27.669,Active
3568,14342,2023-04-20,1000000,291637.46,37.623,Active
3569,2223,2023-05-29,50000,8577.81,23.257,Active
3570,20421,2022-02-08,500000,118476.13,41.193,Active
3571,22463,2023-02-07,50000,4595.45,32.042,Active
3572,8433,2024-01-19,50000,12329.43,41.307,Active
3573,15677,2024-01-23,200000,51449.87,20.282,Active
3574,12550,2024-02-23,100000,53465.78,19.364,Active
3575,6403,2024-05-17,500000,75452.38,35.301,Active
3576,15294,2023-11-23,100000,43433.88,24.245,Active
3577,24301,2023-12-28,500000,68786.5,18.235,Active
3578,24547,2023-07-17,1000000,93525.75,39.331,Active
3579,22430,2024-03-03,1000000,211224.32,28.209,Active
3580,21165,2023-08-09,500000,109997.43,18.347,Active
3581,9338,2023-02-14,50000,25518.24,27.346,Active
3582,21747,2023-04-04,100000,35050.36,27.687,Active
3583,15830,2023-05-06,1000000,158239.15,25.137,Active
3584,2456,2022-06-03,1000000,290390.05,33.325,Active
3585,20828,2022-03-02,500000,249514.31,32.513,Active
3586,10315,2022-07-22,50000,8620.84,22.288,Active
3587,3178,2022-05-01,1000000,496084.46,29.266,Closed
3588,7376,2023-01-27,1000000,215303.7,39.613,Active
3589,10710,2022-12-10,100000,30197.42,34.551,Active
3590,11344,2024-07-26,1000000,198505.51,32.968,Active
3591,4688,2022-01-06,500000,79205.32,35.363,Active
3592,8204,2023-05-13,200000,13830.24,32.354,Active
3593,23937,2024-06-16,1000000,81513.18,35.341,Active
3594,11880,2022-07-26,200000,144557.69,25.886,Active
3595,20032,2024-01-09,200000,48414.09,35.077,Active
3596,8268,2024-08-26,1000000,276208.34,31.997,Active
3597,21953,2024-03-03,200000,80053.06,28.903,Active
3598,7313,2024-09-30,500000,154764.86,38.074,Active
3599,8434,2024-02-25,50000,25201.47,34.034,Active
3600,8764,2022-01-15,1000000,164632.39,26.437,Active
3601,307,2022-09-15,50000,18629.4,28.003,Active
3602,7677,2023-05-15,50000,3121.47,27.008,Active
3603,13554,2023-03-12,200000,80137.55,33.655,Active
3604,14363,2022-06-01,500000,94652.12,24.255,Active
3605,3984,2022-05-17,100000,34275.62,22.023,Active
3606,4351,2024-08-04,500000,135554.03,36.744,Active
3607,11035,2023-01-09,500000,21840.89,31.551,Active
3608,9512,2022-11-04,500000,100550.24,39.392,Active
3609,12931,2022-08-13,100000,25178.29,36.504,Active
3610,17739,2023-09-04,50000,10248.88,23.119,Active
3611,24079,2024-07-10,500000,76350.98,31.319,Active
3612,7961,2023-04-02,500000,162621.54,18.514,Active
3613,22564,2024-10-03,200000,81179.64,27.358,Active
3614,6808,2023-09-24,100000,23945.85,18.42,Active
3615,23282,2024-03-02,500000,63993.94,19.05,Blocked
3616,3357,2022-04-17,200000,43277.51,36.911,Active
3617,21637,2023-05-05,100000,16846.03,26.521,Active
3618,20107,2022-07-27,500000,113101.92,19.64,Active
3619,11157,2023-10-12,100000,30930.89,38.561,Active
3620,21319,2022-01-13,100000,77925.84,33.627,Active
3621,373,2024-06-10,100000,13945.83,30.076,Active
3622,1333,2024-10-08,200000,28555.02,29.661,Active
3623,23903,2022-01-03,200000,44801.33,20.732,Active
3624,18436,2023-06-12,200000,57974.42,36.807,Active
3625,1459,2024-05-14,500000,147341.43,40.547,Active
3626,19356,2024-12-24,50000,19649.34,19.518,Active
3627,10105,2023-12-22,200000,19255.26,38.783,Active
3628,8779,2023-06-23,500000,169561.96,33.949,Active
3629,7818,2024-09-30,500000,404989.78,35.191,Active
3630,317,2024-06-15,500000,81861.56,34.121,Active
3631,4356,2022-02-08,500000,102505.9,41.535,Active
3632,19550,2024-09-02,500000,90493.59,23.237,Active
3633,13776,2023-10-20,1000000,474821.15,36.737,Active
3634,24432,2022-04-02,500000,354580.98,29.127,Active
3635,11819,2024-08-11,100000,35128.74,31.287,Active
3636,7422,2022-11-02,1000000,216638.24,25.994,Active
3637,19714,2023-05-11,50000,5194.64,24.953,Active
3638,20779,2023-03-10,50000,12324.78,38.476,Active
3639,6923,2023-10-24,500000,112728.8,35.047,Active
3640,839,2023-10-05,50000,31310.98,29.799,Active
3641,23733,2023-05-03,500000,117770.18,29.377,Active
3642,18169,2024-02-06,50000,20659.06,39.445,Active
3643,11488,2022-04-07,1000000,139495.57,40.256,Active
3644,12341,2022-05-02,500000,318245.69,21.071,Active
3645,8010,2024-12-13,1000000,346258.02,23.022,Active
3646,2218,2022-02-05,1000000,309131.6,27.152,Active
3647,17633,2023-02-28,100000,18107.67,34.452,Active
3648,13778,2022-06-15,1000000,30883.4,24.849,Active
3649,4427,2024-02-08,50000,13121.18,37.288,Active
3650,21602,2023-08-20,500000,182851.17,38.152,Active
3651,21470,2023-02-09,100000,58592.84,19.824,Active
3652,11133,2022-03-04,1000000,459383.48,39.639,Active
3653,3233,2024-10-30,100000,44981.85,27.184,Active
3654,15764,2023-08-10,200000,52000.39,26.441,Active
3655,24830,2022-03-14,200000,44016.61,27.557,Active
3656,24838,2022-10-18,200000,46179.27,33.649,Active
3657,14658,2023-05-31,1000000,156449.61,28.392,Active
3658,4832,2024-10-24,200000,125422.17,29.503,Active
3659,17803,2024-03-24,500000,306752.19,34.914,Active
3660,15706,2022-10-26,100000,23930.26,30.834,Active
3661,4039,2024-05-23,1000000,251460.74,22.521,Active
3662,3499,2024-05-14,1000000,68180.79,38.384,Active
3663,10773,2024-12-17,100000,21269.01,37.751,Active
3664,7612,2022-06-11,1000000,325080.49,34.356,Active
3665,24610,2022-04-24,1000000,286616.59,41.595,Active
3666,17571,2023-05-03,500000,178108.11,25.889,Active
3667,355,2022-06-07,200000,38544.34,38.695,Active
3668,19668,2022-07-22,50000,4371.58,29.215,Active
3669,1669,2022-11-04,100000,7388.18,33.274,Active
3670,4571,2024-01-09,1000000,257012.82,25.601,Active
3671,16295,2023-03-04,50000,33299.06,24.224,Active
3672,20205,2022-06-29,500000,317908.93,36.295,Active
3673,6144,2022-07-04,50000,17283.04,25.238,Active
3674,22870,2022-06-25,50000,17032.62,25.265,Active
3675,6161,2023-10-30,50000,25824.91,20.954,Active
3676,9495,2022-11-25,200000,78810.64,40.712,Active
3677,3667,2023-09-14,100000,16629.44,29.455,Active
3678,13529,2024-04-03,100000,5788.94,27.267,Active
3679,868,2022-02-01,50000,13148.9,39.913,Active
3680,12816,2023-10-31,50000,5595.56,32.77,Closed
3681,7869,2024-04-16,100000,37376.99,25.322,Active
3682,8809,2024-01-09,100000,27081.91,26.068,Active
3683,10730,2023-05-29,500000,61967.91,37.586,Active
3684,5747,2023-04-20,500000,79278.88,22.871,Active
3685,4273,2024-12-26,500000,123057.05,38.995,Active
3686,17015,2024-11-14,100000,13364.63,27.068,Active
3687,13101,2022-09-20,200000,96989.8,37.238,Active
3688,14629,2024-06-19,1000000,353126.87,22.986,Active
3689,8934,2022-12-10,100000,34665.21,21.099,Active
3690,8648,2024-05-17,500000,84113.12,25.948,Active
3691,18669,2024-01-21,1000000,59271.56,33.529,Active
3692,8912,2023-09-19,500000,19684.07,38.736,Active
3693,15871,2023-11-27,1000000,218125.89,34.119,Active
3694,19103,2023-10-21,200000,43773.56,35.342,Active
3695,21951,2022-02-09,100000,21201.25,25.516,Active
3696,24588,2023-12-22,200000,60610.65,25.088,Active
3697,4301,2024-09-11,100000,42878.97,24.155,Active
3698,9960,2022-01-28,1000000,328892.13,22.787,Active
3699,19635,2024-03-19,500000,213545.16,35.22,Active
3700,9530,2022-04-08,1000000,75413.15,20.766,Active
3701,7004,2023-03-28,500000,218738.02,34.035,Active
3702,19218,2024-06-02,100000,18575.87,35.358,Active
3703,526,2023-08-04,500000,90886.79,18.903,Active
3704,14328,2022-08-10,50000,10318.82,30.317,Closed
3705,23886,2024-08-20,500000,71508.82,40.424,Active
3706,14016,2022-08-27,500000,218355.88,25.389,Active
3707,6465,2022-10-11,50000,9102.55,33.894,Active
