mortgage_id,customer_id,branch_id,property_value,loan_amount,interest_rate,term_years,start_date,outstanding_balance,mortgage_status
1905,17439,62,4332668.17,2515784.02,9.981,25,2022-04-01,1707881.55,Active
1906,24656,68,1307434.61,703071.07,10.996,10,2022-01-18,385480.46,Active
1907,9048,60,2016904.37,1100603.68,9.373,30,2023-02-24,543167.62,Active
1908,15597,4,2269619.81,1142112.54,7.995,10,2023-11-11,853928.69,Active
1909,15151,27,1481742.48,879110.56,6.838,30,2023-06-09,448353.14,Active
1910,24315,3,6490696.04,2714351.84,10.11,15,2024-08-18,1078630.72,Active
1911,17784,31,4329248.6,2005215.09,7.653,20,2022-09-07,1710627.15,Active
1912,13395,41,1867531.02,764937.68,6.923,15,2023-12-19,625788.53,Active
1913,2574,70,2338677.43,979794.27,6.675,25,2024-12-21,634601.1,Active
1914,7312,52,3283264.88,2505303.08,6.548,10,2024-03-23,1115339.47,Active
1915,669,14,1094783.31,516949.24,7.522,30,2023-04-27,272443.72,Active
1916,24679,83,3324178.13,2571407.41,9.001,30,2023-10-07,1234187.71,Active
1917,24137,91,4812705.9,2004138.51,8.125,15,2023-06-14,946364.38,Active
1918,4768,93,3907472.43,1869061.36,11.17,15,2024-04-18,809046.49,Active
1919,22403,6,2882500.23,2117265.45,7.814,30,2023-10-08,1860014.24,Closed
1920,7085,63,3584861.31,1775398.36,7.98,30,2023-08-31,1667027.78,Active
1921,19089,73,3171199.97,1450251.07,7.782,15,2023-03-17,672832.32,Active
1922,8208,21,1179776.31,677686.74,9.447,15,2023-07-20,317567.09,Active
1923,4974,77,4962683.27,2960719.57,7.079,30,2023-05-22,1503177.73,Active
1924,3880,66,1773202.04,1284013.29,6.904,25,2022-08-08,1151719.83,Active
1925,4588,44,1593783.86,778716.24,9.224,25,2024-01-22,597486.15,Active
1926,23238,23,2753421.79,1107109.62,11.098,30,2022-05-30,459951.88,Active
1927,11441,61,5241431.88,3967609.16,9.127,30,2024-02-13,2535947.9,Active
1928,11605,94,3996180.44,1716295.27,9.358,15,2023-03-02,523357.5,Active
1929,12611,55,5584870.57,4255619.73,7.628,15,2023-12-19,2744193.86,Active
1930,14127,22,5254612.61,2511429.66,8.123,10,2024-12-05,1853087.71,Active
1931,1129,81,1000000.0,494275.47,9.61,30,2023-08-01,372013.61,Active
1932,22233,67,1765976.62,1018014.05,9.027,20,2023-10-05,474624.63,Active
1933,4386,80,5787850.47,4096561.84,11.361,15,2023-08-05,2053507.84,Active
1934,12637,68,2929613.0,1347644.67,10.816,10,2024-05-20,964334.36,Closed
1935,910,58,3692021.09,2605729.34,9.128,15,2023-05-28,868403.15,Active
1936,11068,25,1735777.26,710503.85,11.438,15,2023-01-31,592080.34,Active
1937,21858,70,8738332.17,5692637.14,7.784,25,2023-11-25,2909325.52,Active
1938,23179,44,1123588.13,487601.44,8.257,20,2023-01-11,170492.6,Active
1939,16005,33,3450814.74,1722474.97,11.44,30,2024-07-02,1491937.69,Active
1940,20010,47,2168079.89,1687784.03,9.477,20,2024-01-02,1276181.45,Active
1941,103,44,2137287.09,1306202.33,9.344,10,2022-01-29,955374.94,Active
1942,4571,51,2522142.4,1865163.23,7.293,25,2022-02-24,633640.39,Active
1943,5997,81,1028689.01,567433.99,7.985,25,2024-12-16,420870.73,Active
1944,23736,63,1000000.0,550797.53,9.141,25,2022-08-21,301488.94,Active
1945,24984,13,7901631.75,6100863.53,6.785,20,2022-12-17,4549901.13,Active
1946,9953,14,2649711.29,1217370.03,11.321,15,2023-02-05,640052.93,Active
1947,14226,19,3504303.26,2756251.46,7.432,30,2022-03-23,2091159.64,Active
1948,13573,6,1673872.23,933011.47,8.663,15,2023-07-22,615863.93,Active
1949,1675,73,1958607.14,793719.02,9.683,30,2022-11-10,651594.2,Active
1950,13384,1,2515558.77,1308251.43,7.588,30,2024-10-26,995516.75,Active
1951,1526,70,2998166.05,1241326.23,10.919,25,2023-09-21,624325.89,Active
1952,8768,42,1581303.75,1056951.32,9.297,10,2024-05-08,748489.98,Defaulted
1953,17326,59,8880071.83,3751686.7,9.419,15,2022-05-23,1421129.41,Active
1954,11048,42,3904627.29,1837519.51,7.947,25,2023-07-07,1707129.7,Active
1955,14143,87,1000000.0,530409.38,7.155,25,2023-05-04,436507.38,Active
1956,17617,89,3116023.99,1694664.28,9.085,30,2024-01-08,775322.72,Active
1957,20948,70,3451220.69,1841277.11,7.957,25,2024-07-10,1317104.52,Active
1958,19730,15,4124982.95,3237162.47,6.8,10,2022-01-05,2622347.85,Defaulted
1959,45,63,1782454.27,1321107.38,9.491,20,2023-10-23,479535.43,Active
1960,14582,7,2596632.48,1092290.9,10.183,20,2024-04-20,838373.76,Active
1961,5150,64,1655964.9,1180500.31,9.401,30,2023-09-26,646905.91,Active
1962,3174,66,4056539.13,3128031.56,6.914,30,2023-04-07,2229494.47,Active
1963,6914,40,4520057.92,2646561.63,9.734,10,2022-11-27,855510.44,Active
1964,8303,37,4441935.67,2345985.17,10.352,25,2022-02-02,2088979.34,Active
1965,167,23,1918729.67,1251790.13,7.313,30,2022-02-04,556735.05,Active
1966,9018,57,8747989.36,5886349.2,9.643,25,2023-07-30,1904352.39,Active
1967,13747,50,3287928.83,1880301.8,6.564,25,2022-02-05,1537794.24,Active
1968,20104,66,1513550.7,779522.05,8.368,20,2024-09-22,671684.8,Active
1969,18879,22,4990078.95,2199686.47,8.011,15,2023-10-18,1753942.55,Active
1970,2027,65,3462686.43,1616524.91,9.606,25,2023-03-23,847484.9,Active
1971,6307,81,1858553.82,802925.97,8.67,25,2023-11-01,271146.83,Active
1972,22886,71,3590235.94,1937760.97,10.625,25,2023-11-20,1053220.58,Active
1973,15670,35,7908456.67,3968019.22,6.784,30,2024-04-19,2166573.35,Closed
1974,24357,30,1745854.74,842249.39,6.626,20,2024-08-06,753679.96,Active
1975,15173,59,1878414.4,1094616.26,9.117,25,2024-04-13,722088.58,Active
1976,202,91,2945803.22,1595206.63,9.449,15,2023-06-27,1354676.84,Active
1977,5294,84,2959851.4,1640848.59,6.549,25,2022-03-01,815041.84,Active
1978,1042,22,5147368.26,3148384.79,8.981,10,2023-11-29,2393712.54,Active
1979,11291,36,1077302.98,847628.88,10.143,10,2023-02-03,623403.04,Active
1980,2258,22,6766129.8,3369794.94,9.107,10,2022-10-29,1601107.58,Active
1981,19279,9,10477613.61,5410135.62,8.772,30,2022-01-24,3500590.35,Closed
1982,17468,86,1666929.19,1150518.32,7.6,30,2023-01-07,398187.21,Active
1983,12687,60,2667673.27,1203955.21,8.738,25,2023-10-14,632037.5,Active
1984,55,15,5070693.45,2807232.0,9.011,30,2024-08-27,2521699.09,Active
1985,6373,3,2342342.24,1077220.3,9.441,25,2024-05-18,730161.82,Active
1986,18460,7,2669346.27,1939491.52,9.337,15,2023-08-03,1644973.41,Active
1987,10035,38,3199997.89,2465894.18,6.697,30,2024-02-27,1352459.97,Active
1988,13499,12,5622571.04,4422211.16,7.562,30,2023-08-30,2995693.27,Closed
1989,11002,39,6802794.93,3208003.56,8.335,20,2022-04-12,2238643.06,Active
1990,16212,95,6181331.52,3063531.29,9.461,15,2024-04-12,1346981.65,Active
1991,2207,99,2994952.89,1946968.94,9.614,10,2022-09-07,739378.4,Active
1992,21892,71,5706512.28,3014379.07,8.535,20,2024-08-30,1927541.81,Active
1993,14579,30,6171917.19,4531605.99,9.669,15,2024-04-26,3756413.12,Active
1994,11513,54,4312451.73,2502293.3,11.427,25,2024-05-13,2363962.65,Active
1995,19769,91,1994954.71,925487.87,7.278,30,2024-06-21,847203.96,Active
1996,3785,11,3233823.0,2121061.54,10.578,15,2024-05-16,1833223.57,Active
1997,4611,14,4253385.46,3266488.99,7.994,10,2022-10-29,1328331.26,Active
1998,3723,41,2233076.1,1031512.55,7.325,20,2022-08-28,777852.15,Active
1999,22971,78,5728479.71,3149144.79,7.315,10,2023-11-26,1033469.5,Active
2000,14013,36,4386697.27,2421298.17,9.766,10,2024-03-06,1752715.0,Active
2001,12410,33,4190068.14,2750975.52,8.515,20,2024-09-21,1209974.35,Active
2002,11612,75,1749461.85,1120890.31,8.856,10,2024-03-14,523667.5,Active
2003,907,52,3970700.49,2695927.05,7.774,30,2023-01-06,1072176.95,Active
2004,15145,89,1506198.18,962607.7,9.74,25,2023-02-24,458720.4,Active
2005,12223,36,2845713.23,1247533.02,10.444,10,2024-09-04,1032995.74,Active
2006,10560,92,12738633.73,8741133.93,10.727,15,2023-07-25,8171052.65,Closed
2007,16439,61,1943482.86,1030564.23,6.604,30,2022-10-23,939527.16,Active
2008,11530,57,2663964.55,1610572.05,6.53,10,2022-08-15,514909.21,Active
2009,3992,96,4053053.32,2835068.05,9.592,15,2022-05-10,2309781.75,Active
2010,5137,82,5979412.43,4018674.37,11.496,25,2022-01-23,2820301.61,Active
2011,17579,64,3125488.35,2413478.13,6.92,15,2023-03-28,1145843.76,Active
2012,1684,11,2672082.23,1386373.49,9.223,10,2024-08-29,1120663.83,Active
2013,5442,95,4685089.75,3154392.8,9.835,10,2024-06-11,2692300.2,Active
2014,4534,19,6082499.09,2794887.68,6.881,25,2023-01-29,1939282.04,Active
2015,24484,30,2061113.6,1231115.06,11.278,15,2024-09-25,582097.07,Active
2016,18070,36,6253697.57,4232690.35,8.371,15,2023-05-24,3804298.98,Active
2017,9484,22,3079447.56,2216601.76,8.387,25,2023-11-15,1032834.39,Active
2018,20221,13,7087429.82,5270728.47,7.503,15,2024-03-28,3351962.15,Active
2019,12044,13,3511560.88,2587981.22,10.473,30,2023-11-16,2135801.87,Active
2020,15690,23,1429332.78,682212.53,9.91,30,2022-06-11,603477.18,Active
2021,750,69,2189248.29,1683199.51,9.142,10,2023-07-14,858502.08,Active
2022,8309,50,3286631.74,2208410.22,8.344,20,2022-07-15,1682306.99,Active
2023,8835,23,4241103.17,2375545.2,10.018,15,2023-09-11,1273672.94,Active
2024,11357,9,3112681.07,1994026.6,9.244,10,2024-12-22,1484099.77,Active
2025,11751,10,2000201.7,1279698.39,7.936,25,2024-07-25,805365.59,Active
2026,1892,100,3072994.49,1311142.95,8.944,10,2023-03-20,767537.7,Closed
2027,10685,58,2740331.61,1843457.38,11.029,30,2024-06-26,1253905.84,Active
2028,13424,44,3583135.57,1909202.47,9.109,10,2022-03-26,1551534.75,Active
2029,15184,10,3102174.69,1337912.92,7.034,25,2024-05-07,915687.43,Active
2030,6655,4,4550706.64,2863990.48,7.57,20,2024-04-02,1033422.09,Active
2031,12720,69,5976798.08,2449804.38,6.854,30,2024-11-05,959967.44,Active
2032,7505,99,2030268.83,1242704.8,7.952,15,2024-03-26,1144040.76,Active
2033,17566,34,2569437.91,1348535.48,8.464,10,2024-12-17,664973.13,Active
2034,6295,47,1249908.62,833386.71,10.536,15,2024-07-12,299512.05,Active
2035,7399,43,2170929.88,1306114.01,10.219,20,2024-12-08,849786.28,Active
2036,18302,90,2075737.35,1637931.11,7.77,25,2023-03-29,1339434.31,Active
2037,7151,98,1428288.7,925010.36,8.31,30,2023-05-24,371935.82,Active
2038,20657,22,6383220.82,3461825.88,8.848,20,2022-01-21,2885249.09,Active
2039,11118,82,3302991.31,1385976.44,10.936,30,2023-02-04,593214.22,Active
2040,13911,98,2390294.73,1715925.25,10.135,15,2024-03-04,812952.9,Active
2041,12580,86,4327202.38,2276005.13,6.701,15,2023-08-08,1048475.97,Active
2042,4123,37,6455686.34,4843253.09,10.146,25,2022-01-14,2602551.99,Active
2043,5984,78,2945976.25,2203948.21,6.894,30,2023-11-26,2033992.19,Active
2044,24460,79,2999911.53,1972311.48,7.864,15,2024-11-28,1387442.92,Active
2045,9197,74,9417801.87,5967390.16,10.636,25,2022-01-24,2659808.74,Active
2046,18355,85,3223108.19,2049558.53,6.804,15,2024-05-26,835271.07,Active
2047,14414,80,3984845.33,1752534.04,10.455,25,2023-08-15,861373.8,Active
2048,16301,98,2883503.94,1495566.43,9.596,30,2023-12-12,1301489.99,Active
2049,1968,52,4130841.4,3234853.04,7.563,20,2022-09-19,2839873.26,Active
2050,24436,100,5580564.15,4227589.33,8.692,30,2024-03-12,3831581.77,Active
2051,3658,79,1979826.44,1022763.03,8.097,25,2024-10-24,777207.53,Active
2052,15121,98,3770359.81,1938655.25,7.451,10,2024-02-15,1340455.07,Active
2053,16007,12,1709386.04,1057336.29,8.014,25,2023-08-12,649500.11,Active
2054,13128,6,4091489.73,1808796.02,11.387,15,2022-12-27,1141983.89,Active
2055,22483,97,4807184.66,2085896.31,6.955,10,2022-09-05,811602.96,Active
2056,21806,92,1978713.67,863769.97,6.656,10,2022-11-13,522672.69,Closed
2057,9201,62,2636628.18,1291114.43,10.974,15,2024-12-18,396202.31,Active
2058,9728,46,3655713.78,2868698.19,7.771,30,2024-11-23,984331.42,Active
2059,17541,76,4031245.25,2784300.61,8.37,25,2022-01-30,1998669.53,Active
2060,3006,84,3996068.94,3044147.39,10.402,10,2024-05-30,1960319.49,Closed
2061,7953,82,3784644.23,2970588.57,10.807,15,2024-08-04,1536092.74,Active
2062,7800,31,2354071.95,1724549.08,7.929,25,2023-02-27,1361509.85,Active
2063,13482,51,3712752.26,2715796.51,8.97,15,2022-09-13,1795241.56,Active
2064,8798,63,4105388.26,2054291.65,7.89,20,2024-04-14,911700.75,Active
2065,11170,7,4194567.2,2490512.79,8.123,25,2023-10-22,2055515.69,Active
2066,10233,97,2485524.95,1215896.41,9.986,10,2024-10-14,998165.54,Active
2067,12699,3,8371464.65,6192435.19,7.671,20,2022-10-03,5871393.53,Active
2068,365,54,6359381.47,4544273.64,7.009,25,2023-08-13,2232965.21,Active
2069,12953,88,6251342.99,4789013.11,11.355,15,2022-04-11,2279766.07,Active
2070,4279,71,8669609.27,4294551.44,7.44,30,2022-07-30,3036418.55,Active
2071,8774,20,2665435.73,1276248.03,7.607,25,2022-06-12,636732.79,Active
2072,14451,88,1000000.0,507258.69,6.847,10,2022-05-03,248755.6,Active
2073,5044,2,2871323.43,1474744.64,10.929,15,2024-09-03,967049.49,Active
2074,24741,21,1941678.39,1520367.23,10.891,15,2022-05-21,829118.18,Active
2075,13367,28,2995506.44,1484405.1,7.703,15,2023-10-10,1382831.55,Active
2076,18367,79,5832281.39,3658718.67,11.016,20,2024-11-29,2552430.58,Active
2077,5846,23,4986252.93,3317741.79,10.126,15,2023-09-18,2129552.49,Active
2078,21486,30,4912469.17,2268789.57,8.501,20,2024-08-19,1055975.89,Active
2079,22522,86,5727171.81,2824445.41,6.983,15,2023-07-09,1210981.33,Active
2080,16587,63,3228898.29,2107279.56,10.302,25,2024-12-27,1661702.37,Active
2081,20472,16,4169331.15,2200091.07,8.962,20,2024-07-17,1178366.36,Active
2082,18459,15,1222031.46,688578.55,11.304,10,2022-10-25,541979.52,Active
2083,4692,54,2745697.15,1383514.08,8.805,25,2022-09-20,1061365.59,Active
2084,394,50,2441988.71,1413209.31,7.717,25,2024-08-22,936710.39,Active
2085,636,15,2732794.58,1614729.19,10.128,25,2022-10-25,794432.66,Active
2086,14282,75,1973421.14,1395283.83,10.949,30,2022-01-07,1270708.78,Active
2087,17426,7,7517160.41,4640930.03,10.989,20,2022-08-23,1744961.02,Active
2088,17719,6,1122624.54,837911.67,9.822,10,2022-05-18,355047.43,Active
2089,6591,1,1971150.74,996666.75,7.729,10,2023-10-01,765473.49,Active
2090,12095,50,4828957.6,3272846.21,8.722,10,2024-03-22,1913262.62,Active
2091,17189,52,11215616.91,5298165.81,7.275,10,2024-11-02,2943475.86,Active
2092,12299,81,3083862.15,1514559.08,6.714,15,2023-01-08,932979.06,Active
2093,12676,14,2227968.87,1624381.99,7.843,15,2022-07-08,1506935.59,Active
2094,760,70,1568642.61,1080013.01,9.475,15,2022-06-12,760992.46,Active
2095,11214,2,2219960.49,1557188.51,10.893,25,2022-08-31,880137.29,Defaulted
2096,9576,88,4917031.14,2713401.96,7.6,25,2024-09-11,2536567.97,Active
2097,5821,62,4082578.96,2446865.83,8.948,25,2024-02-15,1289285.52,Active
2098,169,19,9389572.53,4619873.88,9.152,30,2022-06-09,3272675.22,Closed
2099,225,46,2402183.13,1898483.12,6.613,15,2023-06-05,1442190.66,Active
2100,16273,63,2014287.28,1415667.73,10.813,20,2022-04-17,658748.3,Active
2101,13240,81,5171187.47,4048492.91,9.969,15,2024-05-04,1819099.3,Active
2102,13284,23,5199820.45,2370366.02,8.106,10,2024-11-13,2224869.14,Active
2103,18585,96,1967674.03,1037748.38,11.451,15,2024-04-07,649843.13,Active
2104,8916,40,3442293.65,1568734.71,8.388,30,2024-01-21,1475532.38,Active
2105,23149,75,2239929.75,1321573.57,8.213,25,2023-12-19,989535.7,Active
2106,15809,15,5980589.45,3806417.94,10.0,15,2023-07-16,3289091.95,Active
2107,21544,52,7391138.84,5470940.5,6.929,25,2024-11-04,3472636.29,Active
2108,1155,30,1000000.0,641883.92,10.599,10,2024-05-31,547097.87,Active
2109,22159,44,3994878.32,2528219.78,8.904,10,2022-10-29,2241223.91,Active
2110,15092,30,1659889.19,838122.68,9.551,15,2024-02-12,491861.27,Active
2111,5204,34,2769701.34,1883049.5,9.975,25,2024-04-21,797741.6,Active
2112,22367,50,1864576.99,1458406.26,10.447,10,2024-08-12,660424.55,Active
2113,22991,33,1756161.44,1048790.47,11.261,10,2022-07-27,724897.21,Active
2114,8589,38,8498652.01,5379758.33,10.07,10,2023-03-09,4610665.24,Active
2115,17023,77,1980373.4,1103791.67,11.106,25,2022-05-29,441599.06,Active
2116,17360,57,2919985.22,2289488.5,10.798,20,2024-04-15,911051.24,Active
2117,393,97,4634981.76,3517882.84,9.547,20,2023-02-23,1234793.05,Active
2118,20370,24,3819548.37,1676930.76,11.345,15,2022-04-09,1422178.4,Active
2119,22128,7,4850996.71,3624262.02,8.312,30,2024-02-24,2959716.14,Active
2120,6689,4,7261042.9,3365748.09,6.648,25,2022-01-16,2794246.4,Active
2121,15933,18,2812268.45,1918964.45,10.425,10,2024-04-10,1101664.19,Active
2122,835,89,3831028.16,1601877.46,8.345,10,2022-09-12,865272.0,Active
2123,2432,77,4564098.43,2024379.29,9.54,15,2023-04-30,1909637.54,Active
2124,22636,94,3427399.38,2012680.82,10.049,15,2024-11-05,1580153.72,Active
2125,1810,19,10654911.96,6204168.92,6.582,15,2023-12-17,5318250.48,Active
2126,15359,78,2367242.96,1491510.14,7.024,15,2023-10-04,1276043.63,Active
2127,12999,89,1991076.72,1588759.6,9.339,15,2023-11-04,1068130.61,Defaulted
2128,16132,62,6682184.0,2869181.38,11.071,20,2022-12-26,1040649.41,Active
2129,10001,57,3782805.62,2327215.25,7.259,10,2024-06-14,726489.26,Active
2130,9652,80,2870500.24,1966171.3,8.405,30,2023-06-26,1702489.15,Active
2131,13893,32,4472591.08,2636327.31,10.925,25,2022-11-04,1059540.3,Active
2132,5340,13,3237457.11,2204770.56,7.91,10,2024-11-18,1919861.0,Active
2133,10472,12,3520240.63,2062261.96,9.078,25,2022-09-23,1152790.72,Closed
2134,4355,47,4058241.99,2178430.19,6.577,10,2023-10-09,1693555.33,Active
2135,6211,5,1204465.03,651044.93,8.133,20,2022-11-18,576346.28,Active
2136,1703,37,3882723.21,1843042.2,10.209,30,2022-04-02,1573651.34,Active
2137,22177,67,2685853.68,1517329.22,10.278,10,2022-09-27,793510.76,Active
2138,14518,36,2712785.2,1854413.09,10.512,25,2022-05-14,1506118.47,Active
2139,4844,60,5489025.4,2788747.84,7.97,30,2023-04-07,1589904.17,Active
2140,7433,95,5523728.46,2939257.69,9.56,10,2024-08-12,1193807.63,Active
2141,19548,19,2453331.23,1565530.28,8.962,25,2024-07-14,663712.89,Active
2142,5157,9,5942636.54,2991595.41,8.696,15,2022-10-30,1346646.98,Active
2143,12453,13,2336619.76,1477044.88,9.149,20,2022-05-09,779546.87,Defaulted
2144,8374,76,5003280.46,3129602.36,7.059,20,2023-02-08,1391608.71,Active
2145,2920,54,2689918.44,2120802.53,7.375,20,2023-11-24,1901091.0,Active
2146,12290,6,4102782.85,2548709.19,7.116,15,2022-12-28,1850026.9,Active
2147,11766,12,3014165.78,2015139.83,11.04,10,2024-04-25,957133.35,Active
2148,24545,60,2998763.92,1347150.13,9.757,10,2024-09-16,638341.7,Active
2149,10865,97,4623771.74,2356312.39,7.367,25,2022-12-03,2165893.81,Active
2150,21628,40,9708841.25,5344452.21,6.643,20,2023-02-26,2310256.06,Active
2151,22813,82,2277912.2,1408416.1,9.365,15,2024-04-19,468807.09,Active
2152,7537,56,2314262.22,1505433.2,9.645,25,2023-12-12,904941.18,Active
2153,17646,22,3283639.88,2233502.25,9.239,15,2024-01-19,935240.87,Active
2154,12061,61,3412676.1,2575869.21,9.698,15,2022-01-05,1902522.94,Active
2155,1187,62,1933493.54,779436.41,7.687,10,2022-08-20,381377.51,Active
2156,8049,80,3169482.17,1878188.12,8.168,25,2024-07-26,959150.91,Active
2157,1650,33,1498803.15,917958.51,9.363,30,2022-06-11,653291.22,Active
2158,2812,45,4747851.72,3015811.32,11.016,20,2023-11-05,1565081.21,Active
2159,5269,6,2977419.72,1478961.1,7.878,10,2024-03-06,940568.57,Active
2160,21711,35,3988576.95,1778410.39,9.304,10,2023-05-04,1437482.51,Active
2161,21866,26,3051688.82,2262761.0,9.138,20,2022-05-09,1671695.33,Active
2162,16606,69,2429004.63,1661473.74,7.023,10,2023-03-21,694721.87,Active
2163,4055,17,4160464.73,2856924.41,11.455,10,2022-12-31,1844012.92,Active
2164,12345,73,3833333.16,2098085.22,10.276,25,2022-04-27,733893.19,Closed
2165,20086,23,1115376.57,686665.53,10.712,15,2024-09-14,397853.82,Active
2166,10867,79,1973484.28,826927.49,6.822,20,2023-08-15,354817.17,Active
2167,22488,24,2847539.1,2049727.35,9.785,30,2024-01-05,818285.99,Active
2168,2501,33,1600371.16,642939.83,6.665,10,2022-01-16,346477.55,Active
2169,20829,77,5272393.41,4084446.33,9.96,15,2024-11-01,2939571.67,Active
2170,18041,23,5879747.2,3461781.39,8.173,15,2022-03-18,1841293.28,Active
2171,12798,67,3037312.29,1979676.91,9.184,25,2022-04-04,1721310.98,Active
2172,6326,11,1000000.0,755716.01,6.81,20,2024-08-19,348348.28,Active
2173,13988,41,8723495.54,5669704.01,8.541,20,2024-07-04,5203149.45,Active
2174,15069,58,5075136.27,3453259.1,7.51,15,2023-11-01,2043646.89,Active
2175,22607,84,4206873.32,3111838.71,6.654,30,2022-05-29,2571231.47,Active
2176,6324,38,5387124.91,3682003.34,7.547,30,2023-01-29,1434087.54,Active
2177,6229,16,2375831.42,1825316.23,7.513,20,2023-12-08,1578261.56,Active
2178,13345,43,2304127.81,1701332.91,8.402,20,2023-11-16,1259816.52,Active
2179,21876,95,9638443.77,7370612.59,8.753,20,2022-12-19,3359944.09,Active
2180,24272,85,2698674.42,1199340.99,9.37,25,2023-10-06,786258.5,Active
2181,18029,60,3537064.38,1609768.25,10.553,30,2022-05-26,1012178.82,Active
2182,18929,29,2156012.05,1029021.54,10.762,15,2023-12-24,903601.75,Active
2183,14779,6,6963462.19,3797012.28,10.623,30,2022-06-18,1141219.53,Closed
2184,6820,25,2967203.15,1669428.7,7.474,30,2023-02-08,1380455.45,Active
2185,24533,72,4775209.15,2364029.96,10.244,15,2023-01-19,2065867.75,Active
2186,15534,8,5242409.73,3975653.01,7.072,30,2024-06-27,1329570.33,Active
2187,5779,30,1955125.8,1274397.18,10.169,30,2024-11-12,635189.19,Active
2188,11921,49,6311491.78,4862481.18,6.566,15,2024-11-02,3923524.78,Active
2189,3666,68,5093534.82,3633189.29,8.698,25,2022-10-18,1781455.73,Active
2190,6692,6,4545277.86,3499390.45,6.912,25,2022-03-11,2910699.04,Active
2191,12812,54,2723314.34,1956940.6,6.797,10,2023-04-09,1240358.49,Active
2192,9116,39,3613378.81,2262677.99,7.137,25,2023-11-02,920592.14,Active
2193,3469,51,3216834.84,2100423.73,9.853,20,2022-11-10,1846096.55,Active
2194,14437,89,4199708.32,3343301.26,7.463,30,2023-09-09,1792066.84,Active
2195,868,74,1665573.79,1012300.93,10.498,10,2024-01-05,707425.98,Active
2196,13158,51,2376845.46,1045140.16,9.857,10,2023-08-12,812128.64,Active
2197,3734,100,2254496.69,1075426.32,10.205,10,2022-09-13,369049.34,Active
2198,16384,93,4824019.04,3629610.58,8.292,30,2022-01-02,1774252.05,Active
2199,10299,9,3523520.58,1578376.37,11.281,10,2024-06-25,948939.29,Active
2200,14269,26,1990246.36,874825.4,8.032,10,2022-07-18,827200.96,Active
2201,21664,64,3071776.28,1517709.36,7.129,15,2023-07-08,1089376.58,Active
2202,3845,67,1593447.97,901498.39,9.925,20,2022-11-25,675707.42,Active
2203,15426,38,3331388.18,1408300.31,6.949,25,2022-02-04,1314334.23,Active
2204,261,85,1755181.63,794461.26,7.164,30,2024-10-12,578893.56,Active
2205,6387,91,4901936.86,2328475.01,10.852,30,2024-07-09,1507683.46,Active
2206,22596,98,6788956.37,4113413.71,8.317,10,2023-06-07,2485417.32,Active
2207,7013,44,2040193.46,1009624.56,7.612,30,2023-04-17,504437.16,Active
2208,11940,84,4284429.32,2008225.44,9.894,30,2022-07-23,1319333.32,Active
2209,4312,88,2877221.32,2015010.88,10.556,10,2024-09-29,1823635.17,Active
2210,16685,89,2965497.99,1222113.87,10.487,20,2022-06-10,579246.91,Active
2211,3085,77,3593482.72,1645280.86,8.908,30,2024-11-20,877534.73,Active
2212,3749,14,2365266.22,1251545.4,10.267,15,2024-04-18,902415.86,Active
2213,11503,90,4313462.95,2082541.35,7.596,10,2024-09-23,640357.84,Active
2214,19651,53,3557280.91,1564452.52,6.552,25,2023-11-16,749767.31,Active
2215,4112,48,4343427.26,2669604.2,7.074,20,2022-05-09,1337304.29,Active
2216,15686,92,2879876.57,1807560.87,9.357,10,2022-02-13,1546238.74,Active
2217,2171,2,1563382.28,857956.03,11.336,25,2024-06-10,740580.53,Active
2218,23670,12,5783687.32,2816143.94,10.044,10,2022-07-05,1000741.13,Active
2219,1309,85,1836766.66,1024264.39,8.371,25,2022-03-01,806937.36,Active
2220,13426,80,4802207.15,3391536.29,8.348,30,2022-05-09,2015549.06,Active
2221,21804,48,1738058.38,1374050.3,10.088,20,2022-05-23,706067.01,Active
2222,3341,34,2853215.01,1360677.7,7.286,25,2024-01-29,463422.72,Active
2223,4555,50,2406246.35,1599046.8,8.997,25,2023-06-16,1317180.07,Active
2224,3568,85,2300649.83,1044846.6,9.342,25,2022-10-08,406083.31,Active
2225,16644,34,3572243.01,2335559.56,7.265,10,2022-07-22,1098276.87,Active
2226,3795,7,4772738.0,3008563.11,11.453,20,2024-02-28,2455403.99,Active
2227,18060,53,2354924.07,1061318.92,11.488,15,2022-09-26,499378.46,Active
2228,1266,40,5438478.81,3319554.14,7.079,15,2024-08-25,1914303.02,Active
2229,20087,17,4484314.39,3335798.76,8.524,25,2022-03-19,1343417.92,Active
2230,24593,47,4929753.25,2439605.65,11.004,20,2024-12-27,2035231.98,Active
2231,5726,97,2174500.52,1072110.17,10.74,25,2023-08-26,987480.56,Active
2232,7637,33,7618165.13,5797282.09,9.095,10,2022-10-25,2572212.39,Active
2233,19276,51,6405785.47,3872068.24,10.972,15,2024-04-02,3585738.49,Active
2234,13500,53,1915165.1,1237836.71,8.817,30,2023-07-05,568442.21,Active
2235,17939,100,2849185.58,2178354.32,7.827,10,2022-03-29,1935064.28,Active
2236,4148,84,2239607.56,1559233.63,7.194,20,2022-02-08,1227512.52,Active
2237,3710,47,3455247.66,1589373.93,7.301,30,2023-02-13,1191976.41,Active
2238,18793,18,10828096.09,4916945.98,8.1,15,2023-04-10,1838608.18,Active
2239,11795,12,2233055.14,1535595.54,10.241,30,2023-12-20,825868.78,Active
2240,22745,61,4488856.8,3120516.67,6.558,20,2023-12-02,1228848.9,Active
