investment_id,customer_id,investment_type,asset_name,investment_date,quantity,purchase_price,current_value,risk_level
6428,12189,ETF,SENSEX ETF,2023-07-02,202.542532,1785.79,274390.55,High
6429,24385,ETF,Large Cap Fund,2025-01-26,923.477764,1891.91,1781216.92,High
6430,10922,Bond,Energy Fund,2022-11-30,589.562379,1859.91,982366.31,Low
6431,23698,Equity,Large Cap Fund,2025-11-02,113.198418,1151.56,150220.86,High
6432,5075,Equity,NIFTY 50 ETF,2022-09-09,671.607786,4691.32,2787260.27,High
6433,8413,ETF,NIFTY 50 ETF,2025-03-18,700.345429,4785.59,2843754.89,High
6434,17164,Bond,Banking ETF,2023-09-28,996.896564,1526.85,1800804.43,Low
6435,17773,Fixed Deposit,Healthcare Fund,2025-08-11,951.548118,301.79,245509.53,Low
6436,3446,Mutual Fund,NIFTY 50 ETF,2023-04-03,956.144862,4802.16,3583663.34,Low
6437,6364,Mutual Fund,Healthcare Fund,2025-07-15,580.033781,4446.77,3345170.74,Low
6438,112,Bond,Corporate Bond Fund,2025-09-25,409.221122,1498.87,508966.93,Low
6439,24762,Equity,Energy Fund,2025-01-15,913.886069,2367.87,1983060.31,High
6440,21788,Mutual Fund,Corporate Bond Fund,2022-10-04,890.517424,291.83,297257.57,Medium
6441,16026,Fixed Deposit,Energy Fund,2025-03-19,886.599483,731.79,851673.0,Low
6442,6550,ETF,Government Bond,2024-10-29,256.567267,1554.0,439482.33,Medium
6443,12371,Bond,SENSEX ETF,2024-08-07,583.14643,4347.07,2198876.99,Low
6444,24595,ETF,SENSEX ETF,2023-01-06,781.156325,769.07,566838.98,High
6445,14023,Mutual Fund,NIFTY 50 ETF,2024-04-03,726.109819,542.77,384164.97,High
6446,11784,Bond,Technology Fund,2025-08-17,150.196559,4255.15,859222.38,Low
6447,11776,Mutual Fund,Banking ETF,2025-09-20,682.356953,3661.26,2913263.04,Low
6448,21634,Fixed Deposit,SENSEX ETF,2024-03-03,512.861798,599.02,245235.78,Low
6449,23251,ETF,SENSEX ETF,2024-02-24,867.280711,4197.32,4624459.36,High
6450,8061,Bond,Government Bond,2024-10-27,48.084393,1901.28,73110.7,Low
6451,4069,Mutual Fund,Healthcare Fund,2023-08-14,451.301875,306.88,126471.65,High
6452,12349,Fixed Deposit,Technology Fund,2022-04-27,520.509054,1595.17,1081421.62,Low
6453,10081,ETF,Energy Fund,2025-03-23,644.479796,4044.59,3099343.47,Low
6454,5164,Fixed Deposit,Corporate Bond Fund,2023-02-23,272.609913,266.18,58235.41,Low
6455,12984,Fixed Deposit,SENSEX ETF,2025-11-05,843.879586,475.04,503264.94,Low
6456,581,ETF,Healthcare Fund,2022-12-18,396.044787,4426.4,1762203.48,High
6457,12561,Bond,Large Cap Fund,2022-09-07,575.401465,502.57,334972.49,Low
6458,9287,Fixed Deposit,Healthcare Fund,2025-08-26,15.589699,665.63,10418.8,Low
6459,24040,Mutual Fund,Energy Fund,2025-11-29,543.902211,3165.42,2269470.9,Low
6460,22194,Mutual Fund,Technology Fund,2023-08-03,764.406856,2219.45,1757857.94,Low
6461,16521,Equity,Banking ETF,2024-09-05,653.630649,3174.6,2532577.27,High
6462,14540,ETF,Government Bond,2024-12-27,688.626682,1643.69,1460720.37,Low
6463,14964,Fixed Deposit,Technology Fund,2022-04-05,979.297991,3324.64,4287536.63,Low
6464,16021,Fixed Deposit,NIFTY 50 ETF,2022-10-06,315.777763,2816.76,989998.14,Low
6465,22601,Bond,Mid Cap Fund,2025-09-06,600.550883,3423.43,2253037.75,Low
6466,19451,Mutual Fund,Corporate Bond Fund,2023-06-15,810.478941,4662.66,3709608.91,Low
6467,18318,ETF,NIFTY 50 ETF,2024-11-19,985.141942,3955.97,3984768.97,Low
6468,10392,Equity,Technology Fund,2022-09-12,311.371369,4015.78,1602363.73,High
6469,20598,Bond,Healthcare Fund,2024-11-07,222.830566,4978.59,1345987.3,Low
6470,23672,ETF,Healthcare Fund,2024-10-23,222.109482,3687.94,948185.43,Medium
6471,21720,Fixed Deposit,Government Bond,2025-02-11,893.526141,993.24,823573.43,Low
6472,12106,Mutual Fund,Healthcare Fund,2023-07-27,962.89339,3813.91,3902389.12,Medium
6473,5531,Equity,NIFTY 50 ETF,2023-08-24,4.504996,2532.66,12657.3,High
6474,351,ETF,Banking ETF,2022-07-20,658.382998,3262.45,1634858.4,Medium
6475,24863,Mutual Fund,Banking ETF,2025-09-28,379.022161,4396.87,1618099.12,Low
6476,18938,Bond,Healthcare Fund,2022-04-27,613.20537,1462.35,751715.65,Low
6477,4796,Fixed Deposit,Energy Fund,2024-09-16,736.818087,4198.1,3919226.99,Low
6478,10683,Bond,Large Cap Fund,2023-04-04,22.272993,3726.27,70632.41,Low
6479,606,ETF,Government Bond,2024-06-20,770.503615,4973.25,4644708.44,Medium
6480,3744,Mutual Fund,NIFTY 50 ETF,2022-08-05,970.095378,4505.69,4766837.01,High
6481,3400,Fixed Deposit,Technology Fund,2022-05-28,579.902375,2434.5,1712413.08,Low
6482,1491,Equity,Banking ETF,2025-10-25,807.050364,4853.94,3338955.78,High
6483,16179,Equity,NIFTY 50 ETF,2024-01-29,177.496208,2094.17,315827.99,High
6484,15861,Mutual Fund,Healthcare Fund,2023-08-29,147.800936,4979.35,875877.08,Medium
6485,12334,Mutual Fund,Government Bond,2022-07-21,60.622366,3797.1,303289.58,Low
6486,15035,Fixed Deposit,Healthcare Fund,2022-07-09,945.850803,2192.07,2016391.4,Low
6487,9177,Mutual Fund,Banking ETF,2025-08-17,685.31741,1955.76,1620024.84,Low
6488,2231,Fixed Deposit,Government Bond,2022-12-29,227.94294,2316.83,655550.63,Low
6489,14309,Equity,Mid Cap Fund,2024-12-16,189.813039,2802.51,632357.91,High
6490,945,ETF,Large Cap Fund,2024-12-07,437.742883,2693.7,1327097.19,High
6491,1918,Equity,SENSEX ETF,2022-03-31,655.437602,97.29,69737.95,High
6492,23729,Equity,Corporate Bond Fund,2023-12-05,901.807589,3998.14,2827461.69,High
6493,20457,Fixed Deposit,Technology Fund,2022-04-12,30.631083,1217.28,47820.16,Low
6494,12484,Equity,Technology Fund,2025-04-20,581.005171,4735.0,3440955.88,High
6495,19691,Equity,Energy Fund,2024-12-30,437.932404,4735.75,2086341.07,High
6496,18311,Mutual Fund,NIFTY 50 ETF,2022-01-08,917.775856,1820.53,1716530.01,Low
6497,20478,ETF,SENSEX ETF,2023-05-12,454.76354,1913.77,886109.49,Medium
6498,12965,ETF,Government Bond,2022-09-28,832.901052,3673.13,2901513.51,Medium
6499,19630,Equity,Mid Cap Fund,2022-02-19,474.830855,3457.14,2013936.83,High
6500,16450,ETF,Energy Fund,2022-07-07,402.239768,1006.67,336534.39,Low
6501,5139,Bond,Government Bond,2022-02-14,155.591297,4331.42,526691.49,Low
6502,12186,Equity,Government Bond,2022-05-18,92.438462,1514.03,186700.38,High
6503,1918,Fixed Deposit,Technology Fund,2022-01-30,247.122356,3919.96,975332.18,Low
6504,2390,Bond,Technology Fund,2025-05-19,115.814412,2873.78,435854.73,Low
6505,2817,ETF,Banking ETF,2024-01-12,479.442636,4795.01,1763493.92,Medium
6506,7741,Mutual Fund,Banking ETF,2022-04-12,595.309782,2123.26,1013795.51,Medium
6507,13829,Mutual Fund,NIFTY 50 ETF,2022-03-28,781.288467,237.74,211378.52,High
6508,24030,Bond,Mid Cap Fund,2025-11-18,199.983526,2081.32,444550.3,Low
6509,16547,Bond,Healthcare Fund,2022-04-01,50.403731,1046.0,48778.21,Low
6510,13028,Mutual Fund,NIFTY 50 ETF,2022-08-25,545.746805,2416.11,1239335.11,Medium
6511,16853,Fixed Deposit,Corporate Bond Fund,2024-12-21,435.347146,3360.02,1284211.9,Low
6512,21433,Equity,Mid Cap Fund,2024-03-19,432.167235,1164.23,504285.55,High
6513,11499,Fixed Deposit,Large Cap Fund,2023-12-20,135.436434,3886.54,504634.2,Low
6514,10621,Fixed Deposit,Banking ETF,2024-07-18,830.047619,4594.73,4403627.51,Low
6515,15163,Mutual Fund,Corporate Bond Fund,2023-05-20,831.949375,4325.11,2871529.78,Medium
6516,19181,Equity,Large Cap Fund,2024-04-15,777.084852,2327.96,2314843.34,High
6517,19098,Fixed Deposit,Government Bond,2025-06-04,296.130881,4244.14,1330597.04,Low
6518,12597,Bond,Technology Fund,2022-01-04,430.096768,2601.12,1428041.55,Low
6519,22586,Fixed Deposit,Mid Cap Fund,2025-06-29,307.843095,1234.66,393851.26,Low
6520,7368,ETF,Technology Fund,2024-02-02,641.238011,496.03,384001.47,Medium
6521,8486,Mutual Fund,Banking ETF,2022-07-29,102.883807,2099.29,267081.36,Medium
6522,12746,ETF,Healthcare Fund,2022-08-01,541.242867,2027.88,1311819.68,Low
6523,21470,Equity,Mid Cap Fund,2023-01-25,410.050704,479.38,264681.59,High
6524,235,Bond,SENSEX ETF,2024-09-08,358.343491,790.73,264246.64,Low
6525,5685,Mutual Fund,Technology Fund,2024-11-26,128.863932,148.18,21637.98,Low
6526,13364,Mutual Fund,Healthcare Fund,2024-08-13,169.581454,4537.21,701883.9,High
6527,16753,Equity,Government Bond,2024-09-20,553.316335,4667.61,3372622.68,High
6528,764,Bond,Healthcare Fund,2023-03-11,544.176808,555.45,376323.2,Low
6529,13055,Bond,Technology Fund,2024-11-30,104.759064,2821.48,265101.98,Low
6530,21419,Equity,SENSEX ETF,2024-04-30,203.542368,789.28,120955.6,High
6531,10859,Mutual Fund,Corporate Bond Fund,2025-04-11,502.277785,3356.0,2256971.71,Medium
6532,14748,Fixed Deposit,Technology Fund,2024-02-18,325.993509,1656.55,609744.35,Low
6533,22652,Mutual Fund,NIFTY 50 ETF,2024-10-02,218.139583,1106.27,192839.91,Low
6534,16231,Fixed Deposit,Mid Cap Fund,2024-11-19,266.969172,1566.69,563448.62,Low
6535,8344,Mutual Fund,Technology Fund,2022-06-21,445.901993,1219.53,468354.08,High
6536,10091,Fixed Deposit,SENSEX ETF,2023-11-24,828.289582,4940.05,3616544.15,Low
6537,13197,Equity,NIFTY 50 ETF,2023-03-04,896.396921,4716.02,5014096.35,High
6538,13967,Mutual Fund,Corporate Bond Fund,2024-12-13,828.811399,3306.84,2656520.54,Low
6539,18116,Mutual Fund,Mid Cap Fund,2022-05-10,292.002179,3825.3,920219.05,High
6540,20235,Fixed Deposit,Large Cap Fund,2023-10-31,49.61999,4696.32,220752.45,Low
6541,3113,Equity,Large Cap Fund,2025-11-19,400.652812,2181.69,838059.6,High
6542,17329,ETF,Mid Cap Fund,2023-08-02,512.741809,2889.25,1241062.19,Low
6543,7227,Mutual Fund,Mid Cap Fund,2023-06-30,730.881229,4764.1,4463037.52,High
6544,21883,Fixed Deposit,Corporate Bond Fund,2025-09-02,84.665257,1644.96,182352.42,Low
6545,17229,ETF,Healthcare Fund,2023-05-12,29.492676,4412.24,132912.81,Low
6546,6614,Bond,Large Cap Fund,2022-10-31,336.721108,1109.16,289697.99,Low
6547,5539,Bond,Government Bond,2023-04-16,277.346466,1572.26,362371.06,Low
6548,4534,Fixed Deposit,Government Bond,2022-12-08,8.380546,2210.24,17835.43,Low
6549,18493,ETF,Government Bond,2025-04-19,116.748058,4527.9,647605.4,Low
6550,9105,Mutual Fund,Banking ETF,2022-12-05,658.368657,4730.19,3486179.02,Low
6551,16178,Equity,Corporate Bond Fund,2022-05-06,933.622123,3369.57,2717749.97,High
6552,5828,Mutual Fund,Corporate Bond Fund,2022-10-20,755.540857,3284.32,2016157.67,Low
6553,16421,Equity,Large Cap Fund,2022-10-23,305.640086,1076.15,418343.92,High
6554,23568,Mutual Fund,Large Cap Fund,2023-01-30,600.377419,2856.42,1467251.41,Low
6555,7831,Fixed Deposit,Government Bond,2023-04-22,942.422482,2457.27,2914706.7,Low
6556,23600,Mutual Fund,Mid Cap Fund,2024-02-04,63.965824,4586.36,293155.05,Medium
6557,20907,ETF,NIFTY 50 ETF,2022-03-30,301.293907,3897.25,1000778.45,Medium
6558,7155,ETF,Corporate Bond Fund,2025-02-17,835.162973,4778.3,5084112.74,High
6559,16626,Bond,Corporate Bond Fund,2025-06-05,644.48637,2560.92,1865819.19,Low
6560,6674,Mutual Fund,Energy Fund,2023-05-15,18.239249,1021.43,14000.88,Low
6561,2215,Fixed Deposit,Healthcare Fund,2022-02-26,402.721368,4518.16,1880291.11,Low
6562,22904,Fixed Deposit,Banking ETF,2024-03-26,672.355368,4216.62,2438847.44,Low
6563,6184,Bond,NIFTY 50 ETF,2023-03-29,95.667583,4420.05,420985.94,Low
6564,5702,Bond,Corporate Bond Fund,2023-10-06,555.86833,1446.1,1050771.79,Low
6565,22703,Mutual Fund,Corporate Bond Fund,2025-10-29,348.429012,1283.12,447558.19,Medium
6566,7343,Fixed Deposit,Technology Fund,2025-02-25,216.403273,4738.21,1072277.8,Low
6567,19232,Equity,Government Bond,2025-09-18,208.978682,3532.19,943622.58,High
6568,23515,Bond,Corporate Bond Fund,2023-01-09,570.88839,3482.94,1493467.67,Low
6569,11024,Fixed Deposit,Technology Fund,2024-10-16,75.362459,2825.38,205517.33,Low
6570,15065,Mutual Fund,SENSEX ETF,2024-03-23,880.734349,516.91,488985.65,High
6571,23791,Equity,Energy Fund,2022-07-05,549.902043,4637.22,1970169.07,High
6572,699,Fixed Deposit,NIFTY 50 ETF,2022-11-03,537.244927,4275.22,2978517.72,Low
6573,19711,Equity,Large Cap Fund,2023-02-13,281.227567,81.21,28848.11,High
6574,17923,Fixed Deposit,NIFTY 50 ETF,2025-05-07,354.443866,1927.93,544168.21,Low
6575,546,Fixed Deposit,Technology Fund,2022-03-01,490.43369,1359.9,704889.86,Low
6576,19185,Fixed Deposit,Technology Fund,2023-12-24,643.595157,876.53,588288.26,Low
6577,5497,ETF,Large Cap Fund,2023-02-06,924.084914,3969.46,2977043.25,High
6578,24860,ETF,NIFTY 50 ETF,2023-08-05,462.951149,4772.58,1941469.75,High
6579,18479,Mutual Fund,Banking ETF,2022-05-06,479.716259,4980.82,2275971.38,Medium
6580,21178,Mutual Fund,Corporate Bond Fund,2022-03-06,449.260921,4490.56,2464372.85,High
6581,15327,Mutual Fund,Healthcare Fund,2025-08-09,14.01896,944.01,13876.81,Medium
6582,15373,ETF,Energy Fund,2025-02-20,697.031566,1841.56,1023042.11,Medium
6583,21978,Bond,Mid Cap Fund,2024-10-25,753.76449,1239.91,1127989.94,Low
6584,9251,Bond,Corporate Bond Fund,2023-05-14,544.301628,3714.33,2119444.05,Low
6585,22721,Fixed Deposit,Large Cap Fund,2024-10-11,984.544085,4738.54,5829132.6,Low
6586,21344,Equity,Technology Fund,2024-07-03,44.448127,3964.87,193667.95,High
6587,15958,Bond,SENSEX ETF,2024-08-11,947.98222,115.52,146829.96,Low
6588,15301,Fixed Deposit,Technology Fund,2022-12-06,373.734399,1777.01,800542.33,Low
6589,2970,Fixed Deposit,Healthcare Fund,2022-09-20,545.612084,117.9,52110.16,Low
6590,10260,Mutual Fund,Technology Fund,2024-08-27,695.981998,4750.53,3033880.13,Medium
6591,12572,ETF,Corporate Bond Fund,2022-01-03,744.697604,2040.38,1221511.98,High
6592,12076,ETF,SENSEX ETF,2024-07-03,738.106866,1449.86,1080498.2,High
6593,9414,Fixed Deposit,Corporate Bond Fund,2025-10-20,357.602916,1102.07,500478.79,Low
6594,19908,Equity,Technology Fund,2023-09-07,180.271919,1632.67,329042.89,High
6595,5968,ETF,Banking ETF,2022-05-24,899.579583,478.07,389704.09,Medium
6596,22977,ETF,Banking ETF,2025-09-10,623.473192,536.39,384426.74,Low
6597,1396,Mutual Fund,Large Cap Fund,2025-01-08,40.45987,3257.42,107145.7,High
6598,13752,Equity,Technology Fund,2024-07-30,98.329543,4118.14,543802.03,High
6599,7220,Fixed Deposit,Large Cap Fund,2024-05-17,443.269268,4476.23,1499957.7,Low
6600,24003,ETF,Corporate Bond Fund,2024-02-16,35.977398,638.61,30196.3,Low
6601,16917,Mutual Fund,Large Cap Fund,2024-04-18,432.096538,388.33,199744.28,Medium
6602,17268,Equity,Large Cap Fund,2022-11-10,248.119884,4593.55,1177296.28,High
6603,10839,Equity,Large Cap Fund,2024-07-17,74.761129,3604.97,248911.28,High
6604,15424,Mutual Fund,Healthcare Fund,2024-08-15,256.874469,2785.89,755692.07,Medium
6605,14428,Fixed Deposit,Corporate Bond Fund,2024-02-09,212.050345,531.82,103229.85,Low
6606,12996,Equity,Healthcare Fund,2024-04-23,431.985982,1422.8,522352.4,High
6607,11668,Mutual Fund,Government Bond,2025-03-30,732.169912,2807.98,2457751.21,High
6608,9560,ETF,Healthcare Fund,2022-09-02,428.0999,2190.61,748759.15,High
6609,24821,Equity,Banking ETF,2023-07-21,427.373487,843.76,389220.24,High
6610,2275,Bond,SENSEX ETF,2023-08-27,666.119262,151.45,83312.4,Low
6611,11785,ETF,Government Bond,2024-12-16,139.357089,61.09,7714.44,High
6612,8777,Bond,Corporate Bond Fund,2022-08-07,224.422938,3367.11,747444.8,Low
6613,22705,Equity,NIFTY 50 ETF,2024-03-28,230.868755,1897.78,341913.63,High
6614,5802,Mutual Fund,Mid Cap Fund,2025-09-28,181.564688,3089.2,706057.4,High
6615,24710,Bond,Technology Fund,2023-01-12,681.074047,3247.24,1866131.03,Low
6616,1365,Fixed Deposit,NIFTY 50 ETF,2025-04-17,413.255353,1035.39,563349.12,Low
6617,21984,Bond,SENSEX ETF,2024-09-16,843.312746,4115.34,4344213.02,Low
6618,3744,Bond,NIFTY 50 ETF,2025-10-17,351.291822,1517.71,509821.24,Low
6619,588,Bond,Corporate Bond Fund,2024-01-30,392.144969,3535.46,1541257.67,Low
6620,16149,Mutual Fund,Healthcare Fund,2024-07-19,753.404904,923.34,716562.37,Medium
6621,19112,Bond,SENSEX ETF,2023-02-01,611.372226,4880.88,3541216.27,Low
6622,397,Fixed Deposit,Corporate Bond Fund,2024-08-14,792.005631,4852.95,4494417.18,Low
6623,24844,Bond,Large Cap Fund,2025-08-14,467.56816,4431.79,2531273.76,Low
6624,12168,Bond,Technology Fund,2025-03-10,131.280532,2927.89,411984.85,Low
6625,8698,Fixed Deposit,Banking ETF,2022-03-15,294.678645,849.41,315310.42,Low
6626,7453,Fixed Deposit,Healthcare Fund,2024-01-03,638.003089,3124.58,2497936.14,Low
6627,10576,Equity,Healthcare Fund,2024-07-23,968.971988,4297.59,4363920.4,High
6628,1665,Bond,NIFTY 50 ETF,2023-07-15,114.976492,4999.46,610047.95,Low
6629,7867,Fixed Deposit,Energy Fund,2022-07-20,58.319634,3330.11,234736.87,Low
6630,6946,ETF,Mid Cap Fund,2025-09-01,117.294835,2722.7,260355.97,Medium
6631,24126,Mutual Fund,Banking ETF,2025-02-18,959.665641,3492.71,3316525.74,Low
6632,16393,Fixed Deposit,Technology Fund,2022-12-15,129.582496,4670.74,666813.54,Low
6633,13407,ETF,Corporate Bond Fund,2024-11-04,524.751551,4454.47,1906439.17,Medium
6634,24539,Fixed Deposit,Banking ETF,2025-05-01,110.111867,4770.12,486687.34,Low
6635,8752,Fixed Deposit,NIFTY 50 ETF,2022-06-17,246.7715,2123.95,509330.37,Low
6636,23408,Equity,Healthcare Fund,2023-08-31,778.552607,2222.02,1599288.64,High
6637,21750,Equity,SENSEX ETF,2024-05-11,631.166523,4947.8,2419317.72,High
6638,23861,Equity,NIFTY 50 ETF,2022-02-27,42.377293,2413.73,133725.96,High
6639,9354,Bond,SENSEX ETF,2025-04-17,342.741379,4125.33,1149569.12,Low
6640,7102,Equity,Government Bond,2025-07-13,524.829905,3713.63,1744780.22,High
6641,8625,ETF,Technology Fund,2023-09-03,87.795736,1854.13,202660.02,Medium
6642,6053,Mutual Fund,Government Bond,2022-01-03,993.495217,2538.07,3211555.89,Medium
6643,10538,Fixed Deposit,Mid Cap Fund,2024-02-28,52.038661,3007.48,148751.12,Low
6644,19374,Bond,Banking ETF,2022-09-14,559.704964,567.15,394569.81,Low
6645,18774,Fixed Deposit,Healthcare Fund,2023-02-15,859.769567,3475.83,2611615.13,Low
6646,21611,Equity,Technology Fund,2022-03-13,521.506389,2795.66,1924412.72,High
6647,20494,Equity,Large Cap Fund,2024-10-15,374.303993,491.99,187354.09,High
6648,23631,Equity,Healthcare Fund,2022-06-26,781.971626,4715.02,4931969.13,High
6649,12632,Equity,Energy Fund,2023-04-30,89.384878,3574.37,402723.46,High
6650,5517,Bond,Large Cap Fund,2025-05-31,380.714351,874.14,445637.25,Low
6651,11917,Fixed Deposit,SENSEX ETF,2023-06-30,447.418709,4333.84,1912913.97,Low
6652,21048,Fixed Deposit,Government Bond,2025-03-23,303.772137,2762.02,1104476.65,Low
6653,18078,Mutual Fund,Energy Fund,2022-08-08,694.832206,479.28,289755.96,Medium
6654,20798,Mutual Fund,Banking ETF,2025-11-15,271.892527,2334.07,487270.36,Low
6655,22086,Fixed Deposit,Healthcare Fund,2023-05-22,526.405563,2776.12,1718275.78,Low
6656,20272,Bond,NIFTY 50 ETF,2022-05-31,234.12701,1701.18,501152.61,Low
6657,13857,Fixed Deposit,Healthcare Fund,2022-02-16,598.655639,566.85,428502.99,Low
6658,9753,Fixed Deposit,SENSEX ETF,2023-07-24,218.794635,553.9,128117.36,Low
6659,20854,Mutual Fund,Large Cap Fund,2023-10-16,860.793529,4796.04,3674109.22,Medium
6660,7801,ETF,NIFTY 50 ETF,2024-12-28,920.19861,3723.61,3190568.93,Medium
6661,5193,Equity,SENSEX ETF,2024-10-10,872.0242,2600.28,2981983.58,High
6662,23984,Fixed Deposit,SENSEX ETF,2024-07-22,809.050664,4868.07,5009446.25,Low
6663,6159,Mutual Fund,Technology Fund,2022-04-09,797.294392,3932.69,2828632.94,Low
6664,7195,Equity,Mid Cap Fund,2023-08-18,883.600454,1974.28,1599981.73,High
6665,100,Mutual Fund,Technology Fund,2024-05-09,173.422552,4418.75,609514.9,Medium
6666,5843,Equity,Corporate Bond Fund,2022-02-26,778.37581,1300.32,947143.57,High
6667,13335,Fixed Deposit,NIFTY 50 ETF,2025-11-15,685.871382,1351.09,1188466.64,Low
6668,11917,Fixed Deposit,Corporate Bond Fund,2022-06-29,659.044004,778.98,529861.09,Low
6669,11211,Equity,Mid Cap Fund,2023-03-14,150.001943,136.01,20160.25,High
6670,2982,ETF,Mid Cap Fund,2023-07-11,570.40838,3714.8,1842377.61,Medium
6671,15471,Mutual Fund,Energy Fund,2025-02-01,777.529094,1198.04,828829.33,Medium
6672,3541,Bond,Healthcare Fund,2023-08-11,411.76921,4137.57,1358978.08,Low
6673,23889,Bond,Corporate Bond Fund,2023-05-03,653.005231,2017.73,1772379.14,Low
6674,11949,Fixed Deposit,Large Cap Fund,2025-10-21,510.544961,1236.97,685348.45,Low
6675,5215,Equity,Energy Fund,2023-05-28,121.023084,1763.14,183859.34,High
6676,21140,Equity,Large Cap Fund,2022-05-15,305.036743,1429.43,420211.11,High
6677,22919,Equity,Banking ETF,2024-07-07,442.066423,4039.56,2243646.01,High
6678,9536,ETF,Healthcare Fund,2022-09-10,694.085169,997.1,671396.2,High
6679,3802,Equity,Corporate Bond Fund,2023-12-02,264.807742,4584.02,1105638.01,High
6680,14160,Fixed Deposit,NIFTY 50 ETF,2024-08-15,650.527443,844.16,570526.2,Low
6681,22869,Equity,Healthcare Fund,2024-06-18,918.727514,3328.28,3456730.29,High
6682,21897,ETF,Mid Cap Fund,2023-03-05,145.391658,3969.26,477122.16,Medium
6683,10000,Bond,Technology Fund,2022-12-17,820.094436,1883.16,1742393.11,Low
6684,18564,Equity,NIFTY 50 ETF,2025-08-05,809.606418,3583.01,3697476.66,High
6685,19017,Bond,Energy Fund,2022-06-17,912.127697,3960.72,2754997.05,Low
6686,8693,Mutual Fund,Healthcare Fund,2022-04-09,730.139307,4445.7,3200601.69,Low
6687,23373,ETF,Banking ETF,2023-01-31,135.555171,2590.7,282099.37,Low
6688,21622,ETF,Healthcare Fund,2025-02-21,181.314437,1254.3,205455.15,High
6689,11414,Fixed Deposit,Mid Cap Fund,2023-05-16,306.502081,4088.98,1521056.48,Low
6690,9150,Bond,Corporate Bond Fund,2024-03-19,24.967582,1958.31,36844.63,Low
6691,4474,Bond,Large Cap Fund,2024-11-01,558.964986,377.5,232736.97,Low
6692,19313,Equity,SENSEX ETF,2023-03-23,224.723993,1594.26,268813.64,High
6693,15388,Bond,NIFTY 50 ETF,2024-03-23,428.291308,1414.14,742286.02,Low
6694,6235,Bond,Technology Fund,2024-03-05,25.078404,635.24,14923.87,Low
6695,21564,Fixed Deposit,Energy Fund,2023-04-21,736.478934,1819.83,1036192.2,Low
6696,273,Mutual Fund,SENSEX ETF,2022-02-27,806.729852,649.5,477492.26,Low
6697,1282,Equity,Government Bond,2025-06-23,364.07123,242.12,76244.27,High
6698,9562,Fixed Deposit,Technology Fund,2022-06-09,347.598129,3183.59,1395750.51,Low
6699,13619,Bond,Healthcare Fund,2023-08-18,839.614262,1729.11,1465354.47,Low
6700,16357,ETF,Government Bond,2023-12-28,654.478159,4549.22,2746967.75,Medium
6701,6044,Mutual Fund,Banking ETF,2024-05-25,930.775703,477.74,547009.68,Medium
6702,23800,ETF,Healthcare Fund,2025-11-23,793.643108,3469.81,2603788.8,Medium
6703,6901,Equity,SENSEX ETF,2023-02-23,275.494926,4903.76,1454080.48,High
6704,7907,Fixed Deposit,Energy Fund,2025-09-09,643.419979,4247.45,2145447.46,Low
6705,13305,Mutual Fund,SENSEX ETF,2022-09-16,627.107867,431.54,298236.61,High
6706,1147,Mutual Fund,NIFTY 50 ETF,2023-05-17,332.617015,3973.96,1368037.88,Low
6707,8039,Bond,Technology Fund,2023-06-28,501.264863,4379.2,2330016.73,Low
6708,15787,Equity,Government Bond,2022-05-01,39.39471,4454.04,215478.76,High
6709,23943,ETF,Healthcare Fund,2025-01-04,375.400521,4221.57,2138272.71,Medium
6710,10402,ETF,SENSEX ETF,2022-02-16,689.858458,1754.54,912765.15,High
6711,16502,ETF,Large Cap Fund,2025-04-30,342.01094,3925.77,1227500.68,Medium
6712,17672,ETF,Technology Fund,2022-04-09,780.090288,4075.49,4086682.22,Low
6713,20188,Equity,Government Bond,2023-08-29,260.711892,2462.29,645063.85,High
6714,8212,Bond,Energy Fund,2025-08-16,761.272331,285.54,190766.45,Low
6715,1315,Fixed Deposit,Healthcare Fund,2023-01-14,662.997555,415.54,253994.99,Low
6716,7888,Bond,Healthcare Fund,2025-09-08,563.932362,273.87,190135.95,Low
6717,24906,Bond,Mid Cap Fund,2024-08-12,488.438219,407.79,216514.79,Low
6718,1361,Bond,NIFTY 50 ETF,2024-11-25,799.353295,3526.43,2256814.49,Low
6719,397,Mutual Fund,Large Cap Fund,2023-10-23,656.833782,3053.44,2270279.14,Medium
6720,14623,Bond,NIFTY 50 ETF,2024-04-24,217.770977,334.22,90032.58,Low
6721,11928,Equity,Mid Cap Fund,2023-03-05,482.781619,2468.76,1335857.63,High
6722,20308,Fixed Deposit,Energy Fund,2022-06-20,606.763828,856.14,439776.04,Low
6723,9161,Equity,Healthcare Fund,2024-02-01,750.289257,1495.1,989092.58,High
6724,2807,Fixed Deposit,Large Cap Fund,2025-05-01,770.234409,59.13,58043.86,Low
6725,15154,Mutual Fund,Mid Cap Fund,2025-04-24,240.149666,3990.89,1191649.91,Medium
6726,131,ETF,Technology Fund,2022-10-12,739.878548,4110.74,2356672.2,Medium
6727,16606,Fixed Deposit,Large Cap Fund,2022-10-31,197.306359,1067.61,168391.3,Low
6728,13617,Mutual Fund,Energy Fund,2022-11-24,650.461419,2945.59,1672791.04,Low
6729,14797,Fixed Deposit,Banking ETF,2025-06-04,751.037137,3501.12,2213927.8,Low
6730,9621,ETF,SENSEX ETF,2024-04-23,95.988346,2245.05,217569.99,High
6731,23418,ETF,Technology Fund,2022-08-17,182.841498,4673.06,725120.21,High
