complaint_id,customer_id,branch_id,complaint_date,complaint_type,channel,priority,resolution_status,resolution_date
8338,5172,32,2024-03-23 00:11:15,Investment Service,Mobile,Medium,Resolved,2024-04-04 00:11:15
8339,16006,37,2022-08-30 00:27:50,Digital Banking,Web,Medium,Resolved,2022-09-03 00:27:50
8340,24275,76,2024-10-13 01:26:20,Investment Service,Web,Low,Resolved,2024-10-25 01:26:20
8341,16709,82,2023-10-17 18:47:59,Credit Card,Web,Medium,Resolved,2023-10-26 18:47:59
8342,13005,94,2022-06-22 10:21:16,ATM Issue,Branch,Medium,Resolved,2022-07-14 10:21:16
8343,10963,13,2024-06-21 22:49:08,Fraud Concern,Mobile,Medium,Resolved,2024-07-05 22:49:08
8344,10776,54,2023-04-22 16:31:51,Account Service,Branch,Medium,Resolved,2023-05-16 16:31:51
8345,3558,3,2022-09-16 14:25:06,Loan Service,Mobile,Low,Resolved,2022-10-08 14:25:06
8346,3588,85,2023-12-27 19:46:37,Account Service,Branch,Medium,Resolved,2024-01-26 19:46:37
8347,16536,42,2024-06-13 02:44:55,Credit Card,Branch,Medium,Resolved,2024-07-12 02:44:55
8348,955,78,2024-10-18 05:43:58,Account Service,Mobile,High,Resolved,2024-10-28 05:43:58
8349,13795,40,2022-02-28 16:43:27,Credit Card,Mobile,Medium,Resolved,2022-03-03 16:43:27
8350,20739,74,2025-10-23 15:29:30,Digital Banking,Phone,Low,Resolved,2025-11-10 15:29:30
8351,23545,66,2024-07-20 18:00:29,Account Service,Web,Low,In Progress,
8352,688,60,2025-08-06 18:27:40,Fraud Concern,Mobile,Low,Open,
8353,8502,11,2025-07-26 18:31:36,ATM Issue,Phone,Medium,Resolved,2025-07-27 18:31:36
8354,15139,1,2024-04-30 22:14:13,Transaction Issue,Branch,Medium,Resolved,2024-05-12 22:14:13
8355,9695,26,2024-07-28 19:11:15,Digital Banking,Web,High,Resolved,2024-08-11 19:11:15
8356,3128,42,2023-11-11 20:15:45,Digital Banking,Web,Medium,In Progress,
8357,23148,62,2024-08-01 08:23:38,ATM Issue,Phone,Medium,Resolved,2024-08-05 08:23:38
8358,12761,61,2023-10-17 22:54:10,Investment Service,Branch,Medium,Resolved,2023-10-21 22:54:10
8359,11560,77,2022-06-29 00:14:30,Transaction Issue,Mobile,High,In Progress,
8360,14797,92,2023-08-19 08:18:17,Digital Banking,Phone,Low,In Progress,
8361,3396,100,2024-02-04 02:27:16,Credit Card,Web,Medium,Resolved,2024-02-27 02:27:16
8362,846,85,2023-03-17 00:44:22,Credit Card,Branch,High,In Progress,
8363,1165,62,2022-06-15 01:09:42,Investment Service,Branch,Low,Open,
8364,12955,74,2023-06-21 21:08:21,Credit Card,Phone,Low,Resolved,2023-07-01 21:08:21
8365,5905,12,2024-11-22 02:09:34,Fraud Concern,Phone,Medium,Resolved,2024-12-15 02:09:34
8366,13732,27,2022-08-06 05:43:45,Fraud Concern,Phone,Medium,Open,
8367,21745,67,2025-04-12 06:52:04,Account Service,Branch,Low,Resolved,2025-05-06 06:52:04
8368,355,28,2025-10-02 17:06:22,Credit Card,Mobile,Medium,Open,
8369,18257,66,2025-02-06 21:10:18,Transaction Issue,Mobile,Medium,Resolved,2025-02-10 21:10:18
8370,18409,28,2025-08-12 17:01:18,Account Service,Web,Medium,In Progress,
8371,2818,95,2023-10-19 15:12:09,Fraud Concern,Branch,Low,Resolved,2023-11-12 15:12:09
8372,3833,21,2023-08-22 21:07:17,ATM Issue,Mobile,Low,Open,
8373,12468,7,2023-07-19 20:06:56,ATM Issue,Branch,Medium,Resolved,2023-08-11 20:06:56
8374,8258,95,2023-03-31 11:27:55,Transaction Issue,Branch,Medium,In Progress,
8375,13108,14,2024-09-23 11:27:23,ATM Issue,Branch,Medium,Resolved,2024-09-24 11:27:23
8376,12459,39,2024-04-17 15:52:59,Credit Card,Phone,Low,Resolved,2024-04-20 15:52:59
8377,10714,73,2022-01-20 23:56:57,Transaction Issue,Mobile,Low,Open,
8378,2582,87,2025-05-24 06:00:54,Credit Card,Phone,Low,Resolved,2025-06-08 06:00:54
8379,9583,62,2025-07-26 10:07:10,ATM Issue,Web,Medium,Resolved,2025-07-29 10:07:10
8380,18871,12,2022-01-31 12:01:49,Account Service,Branch,High,In Progress,
8381,8419,93,2022-07-27 23:56:20,Digital Banking,Branch,Low,Resolved,2022-08-07 23:56:20
8382,18828,38,2025-11-27 10:21:01,Transaction Issue,Web,High,Resolved,2025-12-01 10:21:01
8383,14420,58,2024-04-19 17:23:59,Loan Service,Mobile,Low,Resolved,2024-05-04 17:23:59
8384,11815,56,2023-10-25 02:05:01,Investment Service,Branch,Medium,Resolved,2023-11-17 02:05:01
8385,1037,39,2023-08-20 23:14:14,Account Service,Branch,High,In Progress,
8386,10025,86,2023-11-03 19:43:58,Loan Service,Mobile,High,In Progress,
8387,10933,4,2022-08-09 19:05:22,Fraud Concern,Web,Medium,Resolved,2022-08-10 19:05:22
8388,7436,48,2022-12-24 11:42:27,Investment Service,Web,Low,In Progress,
8389,1549,7,2022-05-21 13:04:17,Credit Card,Mobile,Low,In Progress,
8390,5066,60,2025-06-05 12:21:15,ATM Issue,Mobile,Low,Resolved,2025-06-28 12:21:15
8391,22881,40,2022-10-18 11:17:09,Credit Card,Web,Medium,Resolved,2022-10-26 11:17:09
8392,22568,8,2025-11-07 12:56:20,Fraud Concern,Web,Medium,Resolved,2025-12-02 12:56:20
8393,20342,58,2022-08-02 16:07:42,Fraud Concern,Branch,Medium,In Progress,
8394,3408,57,2025-07-16 11:51:26,Loan Service,Web,Medium,Resolved,2025-07-24 11:51:26
8395,640,35,2022-04-24 22:40:32,Account Service,Web,Medium,Resolved,2022-05-10 22:40:32
8396,173,73,2024-01-24 03:26:47,Transaction Issue,Phone,Medium,Open,
8397,5667,13,2023-09-18 08:14:38,Investment Service,Phone,Low,Open,
8398,4355,39,2024-06-28 15:37:19,Credit Card,Web,High,Resolved,2024-07-05 15:37:19
8399,20344,84,2025-11-15 16:40:23,Investment Service,Mobile,Low,Resolved,2025-11-19 16:40:23
8400,10110,21,2022-08-03 18:44:37,ATM Issue,Web,Medium,Resolved,2022-08-08 18:44:37
8401,2887,47,2022-11-22 15:24:26,Loan Service,Mobile,High,Resolved,2022-12-19 15:24:26
8402,2165,83,2023-03-08 01:02:32,Investment Service,Phone,Medium,Resolved,2023-03-18 01:02:32
8403,3946,2,2024-05-18 06:39:12,Transaction Issue,Mobile,Medium,Resolved,2024-06-06 06:39:12
8404,21620,44,2025-11-16 14:42:06,Credit Card,Web,Medium,Resolved,2025-11-28 14:42:06
8405,10402,30,2023-10-21 06:06:17,Transaction Issue,Phone,High,Resolved,2023-10-22 06:06:17
8406,7747,87,2025-06-27 12:02:22,Digital Banking,Phone,Critical,Resolved,2025-06-29 12:02:22
8407,11976,55,2024-08-16 00:55:03,Loan Service,Phone,High,Resolved,2024-08-18 00:55:03
8408,18975,40,2024-12-29 06:54:09,Account Service,Branch,Low,Resolved,2025-01-22 06:54:09
8409,7755,77,2023-11-12 05:29:43,Credit Card,Phone,Low,Resolved,2023-12-04 05:29:43
8410,15597,97,2024-09-29 16:38:26,Transaction Issue,Mobile,Medium,Resolved,2024-10-22 16:38:26
8411,21319,96,2023-02-02 07:18:13,Account Service,Mobile,High,Resolved,2023-02-27 07:18:13
8412,20461,92,2024-06-11 22:04:38,Investment Service,Web,Medium,In Progress,
8413,5186,24,2023-08-19 19:30:58,Credit Card,Web,Low,Resolved,2023-09-07 19:30:58
8414,1094,42,2025-04-06 00:42:53,Account Service,Phone,High,Resolved,2025-04-10 00:42:53
8415,3881,28,2023-12-23 14:11:45,ATM Issue,Branch,Medium,Resolved,2024-01-16 14:11:45
8416,10687,94,2023-08-16 07:51:26,Investment Service,Web,Medium,Resolved,2023-08-24 07:51:26
8417,22944,93,2024-06-10 15:23:12,Investment Service,Mobile,Low,Resolved,2024-06-25 15:23:12
8418,10772,98,2024-06-06 19:24:45,ATM Issue,Mobile,Low,Resolved,2024-06-22 19:24:45
8419,10681,51,2022-01-24 23:29:40,Credit Card,Phone,Medium,Resolved,2022-02-15 23:29:40
8420,2786,22,2025-02-08 00:25:20,Loan Service,Web,Medium,Resolved,2025-02-23 00:25:20
8421,22450,89,2024-05-05 14:58:08,Fraud Concern,Mobile,Low,Resolved,2024-05-30 14:58:08
8422,14800,78,2022-11-03 09:31:32,Investment Service,Phone,Low,Resolved,2022-11-23 09:31:32
8423,16281,74,2025-12-14 10:32:15,Credit Card,Web,Medium,Resolved,2026-01-09 10:32:15
8424,6540,74,2022-08-28 11:52:02,Account Service,Branch,Medium,Resolved,2022-09-16 11:52:02
8425,17959,8,2023-11-02 03:46:17,Credit Card,Branch,High,Resolved,2023-11-17 03:46:17
8426,16017,14,2022-03-12 18:00:50,Credit Card,Branch,High,Resolved,2022-04-09 18:00:50
8427,22061,45,2025-02-03 00:30:02,Credit Card,Branch,Low,Open,
8428,14731,38,2022-11-23 21:00:38,Loan Service,Web,Low,Resolved,2022-12-03 21:00:38
8429,10566,32,2022-05-07 13:45:34,Digital Banking,Web,Medium,Resolved,2022-05-23 13:45:34
8430,8061,62,2022-10-09 13:08:50,Digital Banking,Branch,Low,Resolved,2022-10-31 13:08:50
8431,3991,96,2022-09-07 00:03:13,Transaction Issue,Mobile,Low,Open,
8432,21595,67,2024-11-02 03:54:42,Investment Service,Web,Medium,Resolved,2024-11-30 03:54:42
8433,21230,84,2024-08-06 05:43:42,Investment Service,Phone,Medium,Resolved,2024-08-21 05:43:42
8434,17574,61,2025-05-01 10:23:54,Loan Service,Mobile,Medium,In Progress,
8435,19074,13,2023-01-07 11:00:56,Loan Service,Mobile,Low,Open,
8436,4096,87,2022-01-30 12:02:07,Account Service,Mobile,Medium,In Progress,
8437,14550,83,2022-07-17 15:20:59,Loan Service,Branch,Medium,Resolved,2022-08-09 15:20:59
8438,18260,80,2022-06-19 15:17:21,ATM Issue,Mobile,Medium,Resolved,2022-07-06 15:17:21
8439,24153,100,2024-07-13 04:27:09,Loan Service,Web,Low,Resolved,2024-07-17 04:27:09
8440,19791,99,2025-03-11 12:10:13,Account Service,Mobile,Low,In Progress,
8441,9980,47,2022-01-12 15:57:56,Account Service,Mobile,Medium,Resolved,2022-02-10 15:57:56
8442,20317,54,2025-07-25 12:39:33,Account Service,Phone,Low,Open,
8443,24625,71,2025-08-25 18:31:32,ATM Issue,Phone,Low,Resolved,2025-09-11 18:31:32
8444,5409,52,2024-11-14 11:05:25,Digital Banking,Web,Medium,Resolved,2024-11-24 11:05:25
8445,20246,72,2023-12-07 23:38:51,Digital Banking,Mobile,Medium,Resolved,2024-01-06 23:38:51
8446,13938,25,2023-05-21 07:36:35,ATM Issue,Branch,Low,In Progress,
8447,23791,23,2023-07-05 02:53:11,Account Service,Phone,Medium,In Progress,
8448,2834,74,2025-09-28 03:40:08,Credit Card,Branch,Medium,Resolved,2025-10-28 03:40:08
8449,5286,30,2025-04-21 23:19:53,Investment Service,Web,Low,Resolved,2025-05-13 23:19:53
8450,9590,97,2024-05-27 16:58:30,Digital Banking,Web,High,Resolved,2024-06-06 16:58:30
8451,14709,11,2025-06-04 23:19:27,Credit Card,Mobile,Medium,Resolved,2025-06-24 23:19:27
8452,14117,35,2022-07-29 23:40:45,Account Service,Web,Medium,Resolved,2022-08-06 23:40:45
8453,7646,27,2022-05-31 17:34:37,Transaction Issue,Mobile,Low,Resolved,2022-06-28 17:34:37
8454,12019,67,2023-10-07 21:22:53,ATM Issue,Branch,Medium,Resolved,2023-10-17 21:22:53
8455,10890,47,2025-04-06 06:37:47,Fraud Concern,Branch,Low,Resolved,2025-04-16 06:37:47
8456,4778,50,2023-10-13 08:34:40,Account Service,Phone,Low,Resolved,2023-11-09 08:34:40
8457,15995,8,2024-11-26 16:04:36,Transaction Issue,Phone,Low,Resolved,2024-11-28 16:04:36
8458,2736,55,2024-12-09 14:40:22,ATM Issue,Mobile,High,Resolved,2025-01-01 14:40:22
8459,13612,77,2025-01-14 04:30:54,Transaction Issue,Branch,High,In Progress,
8460,24658,42,2024-07-27 17:59:00,Transaction Issue,Web,Medium,Resolved,2024-07-31 17:59:00
8461,24663,67,2023-10-16 23:58:28,Loan Service,Branch,High,Resolved,2023-10-20 23:58:28
8462,6369,20,2023-09-11 05:15:55,Account Service,Phone,Low,Resolved,2023-09-21 05:15:55
8463,17206,45,2023-07-11 11:15:48,Account Service,Web,Medium,Resolved,2023-07-17 11:15:48
8464,23910,35,2025-12-15 06:35:00,Account Service,Phone,Medium,In Progress,
8465,163,77,2025-05-11 05:22:20,Fraud Concern,Web,Medium,Resolved,2025-05-13 05:22:20
8466,7778,20,2025-10-04 07:48:58,Digital Banking,Branch,Low,Open,
8467,14850,24,2022-12-31 14:28:04,ATM Issue,Phone,Medium,Resolved,2023-01-14 14:28:04
8468,18317,57,2024-06-01 03:46:40,Digital Banking,Web,Medium,Resolved,2024-06-14 03:46:40
8469,3536,55,2023-11-03 03:35:07,Account Service,Phone,Medium,Resolved,2023-11-09 03:35:07
8470,22341,9,2022-06-06 10:09:09,Loan Service,Branch,Low,Resolved,2022-06-17 10:09:09
8471,19831,94,2023-05-24 03:58:50,Digital Banking,Phone,Medium,Resolved,2023-06-12 03:58:50
8472,13404,89,2025-02-16 23:27:38,Fraud Concern,Phone,Low,Resolved,2025-03-15 23:27:38
8473,14517,16,2024-04-16 17:52:11,Investment Service,Mobile,Low,Resolved,2024-04-30 17:52:11
8474,19175,55,2024-01-14 04:46:52,ATM Issue,Web,Low,Resolved,2024-01-31 04:46:52
8475,19092,72,2024-06-19 14:29:57,Account Service,Mobile,Medium,Resolved,2024-06-20 14:29:57
8476,7960,58,2022-02-08 17:35:51,Loan Service,Web,Medium,Resolved,2022-03-03 17:35:51
8477,3934,64,2022-10-16 10:17:01,Credit Card,Mobile,High,Resolved,2022-10-22 10:17:01
8478,3386,92,2023-08-04 04:59:16,Loan Service,Branch,Medium,Resolved,2023-08-18 04:59:16
8479,23021,76,2023-03-05 01:13:53,Fraud Concern,Mobile,Medium,Open,
8480,923,88,2024-04-09 17:59:43,ATM Issue,Mobile,Low,Resolved,2024-04-23 17:59:43
8481,24474,49,2025-03-21 13:20:44,Transaction Issue,Web,Low,Resolved,2025-03-30 13:20:44
8482,10368,29,2025-03-02 14:16:38,Digital Banking,Mobile,Medium,Resolved,2025-03-24 14:16:38
8483,13738,79,2022-01-30 10:29:01,Investment Service,Web,Medium,Resolved,2022-02-01 10:29:01
8484,565,82,2025-06-10 07:51:28,Investment Service,Phone,Low,Resolved,2025-06-20 07:51:28
8485,19643,7,2024-12-16 10:08:52,Fraud Concern,Branch,Low,Resolved,2025-01-07 10:08:52
8486,10790,77,2025-10-20 00:08:59,Transaction Issue,Branch,Medium,Resolved,2025-11-02 00:08:59
8487,2501,83,2022-01-17 08:47:48,Account Service,Web,Low,Resolved,2022-01-31 08:47:48
8488,20951,69,2025-05-23 05:33:31,Credit Card,Phone,Medium,Resolved,2025-06-05 05:33:31
8489,6882,90,2022-01-08 13:21:06,Transaction Issue,Branch,High,Resolved,2022-01-11 13:21:06
8490,3637,2,2023-08-27 09:16:33,Digital Banking,Branch,High,Resolved,2023-09-15 09:16:33
8491,22415,33,2022-03-01 16:08:10,Transaction Issue,Phone,Low,Resolved,2022-03-18 16:08:10
8492,224,48,2025-03-22 10:52:35,Loan Service,Mobile,Low,Resolved,2025-03-23 10:52:35
8493,6298,37,2023-02-19 14:13:29,ATM Issue,Web,Low,Resolved,2023-03-17 14:13:29
8494,14896,89,2023-06-17 03:00:02,Investment Service,Web,Low,In Progress,
8495,351,89,2023-06-16 13:21:48,Fraud Concern,Mobile,Low,In Progress,
8496,23699,30,2022-09-17 09:44:45,Account Service,Web,Medium,In Progress,
8497,18313,41,2022-05-03 22:38:06,Fraud Concern,Phone,Low,In Progress,
8498,24128,4,2025-11-11 08:55:33,Transaction Issue,Phone,Medium,Resolved,2025-12-07 08:55:33
8499,24925,83,2025-11-11 16:45:26,ATM Issue,Branch,Medium,Resolved,2025-11-29 16:45:26
8500,4733,91,2023-09-25 04:49:48,ATM Issue,Mobile,Medium,Resolved,2023-10-23 04:49:48
8501,1018,39,2024-07-29 23:12:15,Fraud Concern,Phone,Medium,Resolved,2024-08-15 23:12:15
8502,18611,24,2024-10-04 15:44:46,ATM Issue,Web,Low,Resolved,2024-10-21 15:44:46
8503,23591,50,2023-11-11 06:44:33,Loan Service,Branch,Medium,Resolved,2023-11-14 06:44:33
8504,15230,37,2024-01-13 23:08:18,ATM Issue,Phone,High,In Progress,
8505,7171,53,2022-09-14 03:31:59,Fraud Concern,Mobile,Medium,In Progress,
8506,13304,25,2022-02-09 05:58:48,Transaction Issue,Phone,Low,Resolved,2022-02-18 05:58:48
8507,6208,93,2023-01-15 21:25:52,Fraud Concern,Branch,Medium,Resolved,2023-02-06 21:25:52
8508,12317,31,2024-09-10 16:33:59,ATM Issue,Web,High,Resolved,2024-09-27 16:33:59
8509,2420,99,2022-03-02 13:52:32,Loan Service,Mobile,High,Resolved,2022-03-18 13:52:32
8510,6241,92,2023-11-17 18:02:50,Fraud Concern,Web,Low,In Progress,
8511,1894,38,2023-07-21 22:47:19,ATM Issue,Phone,Low,Resolved,2023-08-18 22:47:19
8512,13754,58,2022-02-06 05:53:42,Transaction Issue,Mobile,High,In Progress,
8513,5323,53,2024-09-22 22:50:42,Loan Service,Branch,Low,Resolved,2024-10-05 22:50:42
8514,11233,50,2022-12-28 04:56:27,Credit Card,Phone,Low,Resolved,2023-01-14 04:56:27
8515,24103,4,2022-05-06 23:36:05,Credit Card,Branch,Medium,Resolved,2022-05-10 23:36:05
8516,23263,92,2025-11-23 16:30:56,Transaction Issue,Phone,Medium,Resolved,2025-12-15 16:30:56
8517,17510,52,2023-11-19 22:24:39,Digital Banking,Web,High,Resolved,2023-12-09 22:24:39
8518,3118,31,2022-10-07 05:48:08,Investment Service,Branch,Medium,In Progress,
8519,4162,87,2022-06-19 03:10:48,ATM Issue,Web,Medium,Open,
8520,15524,78,2024-11-19 09:32:15,Fraud Concern,Web,Low,Resolved,2024-12-01 09:32:15
8521,4043,92,2022-08-27 03:08:29,Digital Banking,Branch,Critical,Resolved,2022-08-30 03:08:29
8522,4434,14,2025-12-07 05:17:23,Loan Service,Mobile,Medium,Resolved,2025-12-30 05:17:23
8523,14017,1,2024-10-16 21:24:19,ATM Issue,Branch,Medium,Resolved,2024-11-01 21:24:19
8524,2659,43,2022-12-08 04:03:02,Fraud Concern,Phone,Medium,Resolved,2023-01-07 04:03:02
8525,10911,96,2022-02-12 13:03:18,Fraud Concern,Branch,Medium,Resolved,2022-03-14 13:03:18
8526,19868,59,2025-04-03 09:07:27,Fraud Concern,Phone,Medium,In Progress,
8527,2945,61,2022-11-27 04:08:42,Digital Banking,Branch,Low,Resolved,2022-12-03 04:08:42
8528,7211,41,2023-07-02 22:37:09,Account Service,Web,Medium,In Progress,
8529,24038,18,2023-11-05 17:03:34,Transaction Issue,Branch,High,Open,
8530,8788,60,2022-06-19 05:37:01,Loan Service,Mobile,Medium,Resolved,2022-06-29 05:37:01
8531,1987,69,2025-02-03 05:56:48,ATM Issue,Branch,High,In Progress,
8532,10943,79,2022-09-20 02:21:28,Credit Card,Phone,Medium,In Progress,
8533,17459,59,2023-01-05 14:35:41,Fraud Concern,Phone,Medium,Resolved,2023-01-22 14:35:41
8534,12162,42,2024-12-26 21:58:20,Fraud Concern,Mobile,High,Resolved,2025-01-10 21:58:20
8535,20690,80,2025-11-02 10:23:33,ATM Issue,Mobile,Medium,Resolved,2025-11-30 10:23:33
8536,3008,100,2023-08-08 10:04:39,Fraud Concern,Web,Low,Resolved,2023-08-30 10:04:39
8537,970,36,2024-07-24 03:57:50,Loan Service,Mobile,Medium,In Progress,
8538,8773,40,2022-09-11 17:35:08,Credit Card,Branch,Medium,Resolved,2022-10-05 17:35:08
8539,2825,30,2024-02-29 20:19:32,Transaction Issue,Phone,Low,Resolved,2024-03-27 20:19:32
8540,1212,87,2024-08-05 10:49:47,Investment Service,Mobile,Low,Resolved,2024-08-14 10:49:47
8541,230,11,2023-01-26 05:01:42,ATM Issue,Mobile,Low,In Progress,
8542,20669,25,2023-03-25 19:40:34,Investment Service,Branch,Medium,Resolved,2023-04-06 19:40:34
8543,15775,45,2022-12-10 10:43:37,Digital Banking,Web,Medium,Resolved,2022-12-17 10:43:37
8544,14346,51,2023-12-22 01:42:08,Digital Banking,Phone,Medium,Resolved,2024-01-14 01:42:08
8545,3186,43,2023-06-23 16:16:54,Account Service,Web,High,Resolved,2023-07-07 16:16:54
8546,15012,66,2025-08-31 14:34:28,Account Service,Mobile,Low,Resolved,2025-09-14 14:34:28
8547,16886,99,2022-04-03 21:42:24,Investment Service,Phone,Low,Resolved,2022-04-12 21:42:24
8548,49,47,2025-01-29 00:10:16,Transaction Issue,Mobile,High,Resolved,2025-02-02 00:10:16
8549,19951,24,2025-06-04 10:40:56,Account Service,Branch,Medium,In Progress,
8550,15174,77,2024-05-06 16:14:13,Loan Service,Phone,Medium,Resolved,2024-05-31 16:14:13
8551,19440,37,2022-03-23 04:24:58,Transaction Issue,Web,Medium,Open,
8552,16771,56,2022-05-23 15:24:40,Loan Service,Phone,Low,In Progress,
8553,970,94,2025-03-30 03:23:34,Credit Card,Mobile,Medium,In Progress,
8554,14554,75,2023-05-30 03:37:03,Loan Service,Branch,Medium,Resolved,2023-06-23 03:37:03
8555,5821,87,2023-02-21 10:36:55,Credit Card,Branch,Low,Resolved,2023-03-02 10:36:55
8556,14293,46,2022-06-25 00:27:38,Investment Service,Web,High,Resolved,2022-07-11 00:27:38
8557,3053,28,2022-05-30 23:29:37,ATM Issue,Web,Low,Resolved,2022-06-29 23:29:37
8558,11610,93,2025-03-20 03:00:33,ATM Issue,Mobile,Low,Resolved,2025-04-12 03:00:33
8559,23782,52,2022-04-09 19:58:59,Transaction Issue,Phone,Medium,Resolved,2022-05-09 19:58:59
8560,2303,15,2022-04-26 12:42:40,Transaction Issue,Branch,Low,Resolved,2022-05-22 12:42:40
8561,2284,45,2023-07-01 01:49:43,ATM Issue,Branch,High,Open,
8562,15386,58,2022-09-17 07:33:08,Digital Banking,Mobile,Low,Resolved,2022-10-09 07:33:08
8563,9800,67,2023-09-02 23:18:03,Credit Card,Phone,High,Resolved,2023-09-19 23:18:03
8564,15621,73,2023-07-03 14:30:39,Fraud Concern,Phone,Low,Resolved,2023-07-27 14:30:39
8565,20751,72,2025-10-29 07:35:57,Account Service,Web,High,In Progress,
8566,123,97,2023-01-09 17:36:22,ATM Issue,Web,Low,Resolved,2023-01-22 17:36:22
8567,23184,98,2024-05-12 13:33:18,Fraud Concern,Phone,Low,In Progress,
8568,9473,73,2022-10-19 10:14:51,Account Service,Mobile,Medium,Resolved,2022-10-28 10:14:51
8569,3728,81,2025-12-27 21:25:56,Fraud Concern,Phone,Medium,Resolved,2026-01-22 21:25:56
8570,13733,41,2023-03-09 14:39:11,Digital Banking,Phone,Medium,In Progress,
8571,24835,65,2022-05-20 01:23:52,Fraud Concern,Branch,Medium,In Progress,
8572,4959,40,2023-09-23 06:22:00,Loan Service,Mobile,High,Resolved,2023-10-08 06:22:00
8573,525,5,2022-09-12 14:13:21,ATM Issue,Mobile,High,Resolved,2022-09-26 14:13:21
8574,9080,94,2023-01-11 21:49:33,Digital Banking,Mobile,Medium,Resolved,2023-01-13 21:49:33
8575,8400,75,2024-04-11 07:05:14,Account Service,Mobile,Low,Resolved,2024-04-19 07:05:14
8576,16533,28,2023-02-08 02:49:37,ATM Issue,Web,Low,Resolved,2023-02-23 02:49:37
8577,24386,38,2022-05-30 05:06:39,Fraud Concern,Web,Low,Resolved,2022-06-15 05:06:39
8578,16822,81,2024-09-24 11:45:19,Account Service,Branch,Low,In Progress,
8579,10395,87,2022-04-26 06:34:28,Loan Service,Web,High,Resolved,2022-05-25 06:34:28
8580,3750,18,2024-10-10 06:38:42,Loan Service,Mobile,Medium,Resolved,2024-11-05 06:38:42
8581,11354,37,2023-08-25 00:20:28,Credit Card,Phone,Medium,Resolved,2023-09-08 00:20:28
8582,14010,27,2024-04-07 09:36:48,Loan Service,Branch,Critical,Resolved,2024-04-08 09:36:48
8583,24571,25,2023-06-23 16:46:18,Loan Service,Phone,Low,Resolved,2023-07-17 16:46:18
8584,20838,69,2025-04-15 03:48:12,Account Service,Web,Medium,In Progress,
8585,11438,83,2024-06-15 07:44:30,Credit Card,Mobile,Medium,In Progress,
8586,5337,27,2024-06-15 19:17:52,ATM Issue,Branch,High,Resolved,2024-07-03 19:17:52
8587,4552,77,2025-12-14 02:14:44,Account Service,Web,Low,Open,
8588,2824,54,2023-06-11 10:50:23,ATM Issue,Phone,Medium,Resolved,2023-06-27 10:50:23
8589,22113,7,2025-06-10 07:11:52,Credit Card,Phone,Medium,In Progress,
8590,12917,90,2022-10-01 06:01:48,ATM Issue,Mobile,Medium,In Progress,
8591,15168,78,2022-11-21 09:21:22,ATM Issue,Web,Medium,Resolved,2022-12-13 09:21:22
8592,8678,27,2024-06-04 05:06:42,Fraud Concern,Branch,Medium,Resolved,2024-06-23 05:06:42
8593,14869,59,2025-11-12 13:12:02,Digital Banking,Branch,Medium,Resolved,2025-11-27 13:12:02
8594,8392,72,2022-09-29 00:42:37,Credit Card,Branch,High,In Progress,
8595,12659,31,2023-01-21 11:14:40,Credit Card,Phone,Low,Resolved,2023-02-10 11:14:40
8596,18367,99,2022-03-09 00:28:50,Fraud Concern,Web,Low,In Progress,
8597,23381,91,2025-02-09 00:48:47,Transaction Issue,Branch,Low,Resolved,2025-03-01 00:48:47
8598,9664,68,2023-01-16 16:37:40,Digital Banking,Branch,Low,In Progress,
8599,2312,4,2024-11-02 18:16:07,Account Service,Branch,High,Resolved,2024-12-02 18:16:07
8600,7226,18,2023-04-23 20:06:46,Account Service,Branch,Medium,Open,
8601,11566,63,2023-06-09 21:25:03,ATM Issue,Branch,High,Resolved,2023-06-14 21:25:03
8602,10271,87,2025-12-14 07:50:19,Transaction Issue,Web,High,Resolved,2025-12-27 07:50:19
8603,13561,96,2024-05-17 00:14:36,Digital Banking,Phone,Low,Resolved,2024-06-03 00:14:36
8604,16989,76,2024-01-06 04:27:54,ATM Issue,Mobile,Medium,In Progress,
8605,24560,52,2024-09-19 02:30:27,Investment Service,Web,Medium,Resolved,2024-10-08 02:30:27
8606,15966,84,2022-03-09 20:24:46,Account Service,Phone,High,Resolved,2022-03-25 20:24:46
8607,5786,63,2022-08-05 23:16:43,Digital Banking,Phone,Medium,Resolved,2022-08-27 23:16:43
8608,20982,45,2024-12-07 21:21:27,Loan Service,Web,Low,Resolved,2025-01-01 21:21:27
8609,24144,12,2023-10-31 23:12:33,ATM Issue,Phone,Low,Resolved,2023-11-24 23:12:33
8610,12068,8,2024-01-09 06:58:22,Digital Banking,Phone,Medium,Resolved,2024-01-31 06:58:22
8611,23917,22,2022-12-19 00:57:58,Digital Banking,Phone,Low,In Progress,
8612,8741,91,2023-10-21 03:02:19,Transaction Issue,Phone,Medium,Resolved,2023-10-24 03:02:19
8613,13654,41,2024-06-09 14:36:10,Digital Banking,Branch,Low,Resolved,2024-06-10 14:36:10
8614,17223,41,2023-04-15 13:01:01,Investment Service,Web,Medium,Resolved,2023-04-21 13:01:01
8615,3816,81,2024-05-24 05:11:23,Loan Service,Web,Low,Resolved,2024-06-21 05:11:23
8616,17232,57,2025-09-25 17:55:00,Loan Service,Mobile,Medium,Resolved,2025-09-29 17:55:00
8617,4710,32,2022-08-12 02:14:25,Investment Service,Branch,Low,In Progress,
8618,4508,97,2024-05-17 07:36:28,Digital Banking,Branch,Medium,Resolved,2024-05-31 07:36:28
