alert_id,transaction_id,customer_id,alert_date,fraud_type,risk_level,fraud_status,fraud_amount
979,463911,20822,2025-09-02 21:33:23,High Value Transaction,Low,Confirmed,1711.41
980,937174,19088,2023-02-20 02:39:03,Velocity Anomaly,Medium,False Positive,176.4
981,784150,11598,2023-01-02 05:11:06,Suspicious Merchant,High,Confirmed,974.03
982,16488,14217,2025-05-07 18:21:10,High Value Transaction,High,False Positive,860.14
983,1173,3192,2025-05-21 11:34:04,Unusual Transaction,High,Investigating,458.43
984,113342,9033,2022-10-24 08:06:11,Velocity Anomaly,High,Confirmed,142.35
985,118210,20155,2023-06-07 19:42:43,Geographic Anomaly,Low,Open,589.44
986,29783,12951,2025-11-23 22:32:16,High Value Transaction,Low,Open,305.81
987,841873,14575,2023-09-08 18:37:57,Unusual Transaction,Medium,Closed,7731.37
988,150875,19442,2025-04-25 05:02:41,Possible Account Takeover,High,Investigating,881.41
989,531516,11013,2022-11-27 13:03:32,Suspicious Merchant,Critical,False Positive,1739.14
990,302244,3870,2024-07-24 11:58:47,Velocity Anomaly,Low,Investigating,582.14
991,849696,24749,2024-10-08 22:32:29,High Value Transaction,Medium,Confirmed,2368.96
992,321777,15871,2022-09-17 03:08:16,High Value Transaction,Low,Confirmed,201.23
993,49983,14266,2025-07-12 01:00:32,Geographic Anomaly,High,Investigating,8972.57
994,758445,1107,2024-10-15 17:03:56,Geographic Anomaly,Medium,Open,476.05
995,154450,21246,2022-05-03 01:00:47,Possible Account Takeover,Low,Closed,5147.93
996,914399,20952,2023-12-31 19:07:50,Suspicious Merchant,Medium,Open,167.67
997,189054,1256,2022-09-24 02:50:50,Possible Account Takeover,High,Open,2183.05
998,47978,4140,2024-03-29 20:32:06,Unusual Transaction,High,False Positive,957.47
999,600786,14667,2022-08-25 08:50:06,Unusual Transaction,Low,Confirmed,270.69
1000,67401,22387,2022-03-20 12:30:02,Possible Account Takeover,High,False Positive,646.62
1001,514965,12514,2025-12-15 23:05:03,Suspicious Merchant,Medium,Investigating,16501.97
1002,296517,8121,2025-12-11 08:00:24,Possible Account Takeover,High,Investigating,612.62
1003,612790,4733,2022-10-26 14:53:43,Suspicious Merchant,High,False Positive,1369.33
1004,878808,22252,2024-08-10 17:03:23,Suspicious Merchant,Low,Closed,153.73
1005,318893,3417,2024-09-10 03:55:56,Velocity Anomaly,Low,Open,2441.24
1006,995388,1312,2022-08-21 17:37:10,Suspicious Merchant,High,Confirmed,422.4
1007,937868,14297,2024-09-03 03:30:58,Geographic Anomaly,Low,Open,2228.86
1008,356068,674,2024-01-17 18:22:27,Suspicious Merchant,High,Investigating,213.97
1009,658288,17156,2022-03-14 07:35:02,Suspicious Merchant,High,Closed,472.83
1010,818730,10780,2022-09-23 03:19:15,Suspicious Merchant,High,Open,250.77
1011,141862,10003,2024-12-20 15:40:46,Unusual Transaction,Medium,Closed,3729.1
1012,813499,20241,2024-03-21 02:40:47,Geographic Anomaly,Medium,Investigating,1245.69
1013,181649,1489,2025-06-21 18:55:38,Geographic Anomaly,High,Closed,3420.44
1014,511498,16239,2025-02-15 17:38:53,Possible Account Takeover,Low,False Positive,1464.0
1015,262607,16724,2023-01-16 11:50:22,Velocity Anomaly,High,Closed,1100.5
1016,288017,10843,2022-04-27 00:29:48,Suspicious Merchant,High,Investigating,408.69
1017,751296,12544,2023-07-15 12:49:16,High Value Transaction,Medium,False Positive,1133.65
1018,713616,13790,2022-03-19 10:17:00,Velocity Anomaly,High,False Positive,963.44
1019,565423,6657,2022-10-22 19:53:11,Velocity Anomaly,Low,False Positive,4231.57
1020,873769,20384,2025-11-20 03:06:01,Geographic Anomaly,Medium,False Positive,718.98
1021,919744,14085,2023-03-04 08:14:19,Velocity Anomaly,Critical,False Positive,310.43
1022,41622,948,2023-02-27 00:39:05,Suspicious Merchant,Critical,Closed,4526.4
1023,330652,6155,2022-11-01 10:00:13,Suspicious Merchant,Medium,Confirmed,1165.67
1024,264836,2366,2022-09-10 15:39:45,Unusual Transaction,High,False Positive,2279.93
1025,562204,998,2022-05-07 23:02:57,Suspicious Merchant,Medium,Closed,1768.1
1026,75431,11217,2023-04-06 15:09:34,Suspicious Merchant,Medium,Investigating,1115.37
1027,484377,496,2025-11-14 08:17:23,Geographic Anomaly,Medium,Confirmed,2983.55
1028,417494,13545,2022-06-09 18:13:46,Suspicious Merchant,High,Closed,7.71
1029,237445,12948,2022-07-22 10:54:17,Unusual Transaction,Low,Confirmed,1753.32
1030,908757,17350,2024-10-01 12:02:06,High Value Transaction,Medium,Confirmed,10417.0
1031,881262,12355,2024-12-24 20:00:01,Geographic Anomaly,Medium,Confirmed,501.57
1032,923503,4137,2023-06-19 15:25:54,High Value Transaction,High,Closed,47868.45
1033,748856,19694,2025-10-26 02:37:05,Geographic Anomaly,Medium,Closed,284.52
1034,528004,18098,2024-06-03 04:21:03,Possible Account Takeover,Medium,Closed,2248.59
1035,476879,23548,2022-08-05 01:15:55,Velocity Anomaly,Low,False Positive,69.13
1036,207069,18290,2025-08-12 04:48:42,Possible Account Takeover,Medium,False Positive,125.46
1037,447841,14473,2022-05-11 00:04:54,Suspicious Merchant,High,Investigating,2923.52
1038,845784,24201,2023-10-04 23:20:55,High Value Transaction,Medium,Investigating,683.55
1039,678061,6109,2024-02-08 07:55:04,Suspicious Merchant,High,Open,264.84
1040,844811,8898,2022-03-28 19:03:40,Velocity Anomaly,Low,Open,2589.77
1041,812327,23305,2025-04-22 03:54:38,Geographic Anomaly,High,Closed,2817.36
1042,745285,23004,2024-07-02 02:43:36,Velocity Anomaly,Medium,False Positive,204.09
1043,526678,21829,2023-01-04 17:04:12,Unusual Transaction,Low,False Positive,52.53
1044,628875,23688,2023-08-30 22:30:33,Velocity Anomaly,Medium,Closed,174.09
1045,419221,15212,2022-04-04 22:12:46,Unusual Transaction,High,Closed,339.62
1046,804400,23508,2023-01-01 10:00:30,Velocity Anomaly,High,False Positive,2314.62
1047,168985,13122,2025-05-16 13:25:16,Unusual Transaction,Medium,Confirmed,1078.92
1048,310671,6466,2023-03-20 13:34:19,High Value Transaction,High,Investigating,5138.55
1049,824869,2601,2023-08-16 03:31:09,Suspicious Merchant,Low,False Positive,1332.41
1050,91489,19282,2025-10-29 21:53:19,Suspicious Merchant,Low,Investigating,343.61
1051,772978,2645,2024-08-31 00:08:37,Possible Account Takeover,Medium,Confirmed,957.93
1052,728183,19173,2024-03-15 16:49:03,Suspicious Merchant,High,Closed,1048.25
1053,165480,6883,2025-05-27 13:27:51,Geographic Anomaly,High,Confirmed,222.93
1054,698335,14860,2024-03-10 00:45:54,Velocity Anomaly,Medium,Investigating,1242.26
1055,884149,15031,2022-12-04 23:51:16,Possible Account Takeover,Low,False Positive,126.81
1056,860372,22835,2024-02-08 14:15:02,Geographic Anomaly,Medium,False Positive,1477.28
1057,718165,19165,2022-06-14 12:16:28,Geographic Anomaly,Low,Investigating,53.47
1058,537218,7689,2022-10-20 03:14:34,Unusual Transaction,Low,Investigating,4161.12
1059,751677,19254,2025-06-16 04:56:28,Suspicious Merchant,Medium,Closed,941.51
1060,871580,5401,2022-04-25 02:56:49,High Value Transaction,Medium,Investigating,711.77
1061,194048,7611,2022-10-12 08:35:02,High Value Transaction,Medium,False Positive,863.46
1062,409240,898,2023-07-04 10:42:55,Possible Account Takeover,Medium,Confirmed,1700.36
1063,658427,5954,2025-03-20 19:03:40,High Value Transaction,Low,Confirmed,2290.1
1064,997097,7404,2022-04-05 11:04:49,Velocity Anomaly,Low,Confirmed,313.04
1065,902175,22759,2023-03-17 15:41:08,High Value Transaction,High,False Positive,141.85
1066,145027,23800,2023-09-15 09:05:58,Possible Account Takeover,Low,Closed,260.13
1067,30752,2251,2024-04-07 08:27:16,High Value Transaction,Medium,Confirmed,2604.13
1068,820974,23786,2025-05-27 05:51:09,Velocity Anomaly,Low,Open,9841.86
1069,743302,17386,2024-07-18 14:45:13,Unusual Transaction,Medium,Investigating,327.24
1070,894339,8469,2022-10-20 11:59:46,Possible Account Takeover,Low,False Positive,735.03
1071,255217,22072,2022-08-12 09:36:34,Unusual Transaction,Low,Confirmed,831.17
1072,573585,15346,2023-11-22 12:25:17,Unusual Transaction,Medium,Investigating,502.89
1073,654316,10968,2023-07-17 12:34:34,Unusual Transaction,High,Confirmed,328.02
1074,722787,12763,2025-04-26 12:25:14,Geographic Anomaly,Low,False Positive,7774.0
1075,378284,5252,2025-11-24 20:12:06,Suspicious Merchant,Medium,Closed,2193.28
1076,260513,5040,2024-06-30 12:16:46,Geographic Anomaly,High,False Positive,1682.53
1077,28388,7516,2025-04-15 02:35:00,Suspicious Merchant,Medium,Investigating,828.14
1078,964756,7363,2024-06-27 22:25:16,Unusual Transaction,High,Investigating,1680.65
1079,540692,8965,2025-05-22 18:09:41,Possible Account Takeover,Low,Confirmed,40.45
1080,677420,20122,2023-03-31 02:58:55,Suspicious Merchant,Critical,Open,34.78
1081,423877,10662,2023-02-27 17:21:24,Velocity Anomaly,Medium,False Positive,359.88
1082,515397,20716,2025-02-22 21:01:02,Velocity Anomaly,Medium,Confirmed,427.65
1083,284870,2436,2022-02-17 04:02:49,High Value Transaction,High,Confirmed,357.66
1084,751986,16530,2025-10-07 15:05:36,Suspicious Merchant,Medium,False Positive,1167.82
1085,813643,7473,2022-12-26 12:49:22,Possible Account Takeover,Medium,False Positive,331.86
1086,641967,8156,2024-05-19 18:05:22,Geographic Anomaly,High,False Positive,144.19
1087,139018,16811,2022-02-08 17:24:18,Unusual Transaction,Medium,False Positive,99.51
1088,803241,14277,2025-10-22 03:04:21,High Value Transaction,Low,False Positive,126.68
1089,810617,23081,2025-10-23 08:52:11,Velocity Anomaly,High,False Positive,713.88
1090,989985,5969,2025-05-11 15:31:41,Geographic Anomaly,Low,False Positive,4507.89
1091,103642,71,2025-03-04 02:59:21,Geographic Anomaly,High,Investigating,4885.09
1092,948052,9488,2023-02-16 12:31:27,Unusual Transaction,Critical,Open,1548.36
1093,53983,10550,2025-01-21 08:50:17,Suspicious Merchant,Medium,Closed,376.04
1094,21593,22734,2023-05-20 19:52:35,Velocity Anomaly,Medium,Closed,2705.32
1095,439709,7323,2024-07-16 02:43:52,Possible Account Takeover,Low,False Positive,1257.93
1096,780205,6488,2024-09-08 05:07:28,Geographic Anomaly,Low,False Positive,1900.95
1097,823018,11523,2022-10-02 00:59:24,Unusual Transaction,High,Confirmed,22192.54
1098,349316,18717,2024-09-17 06:30:40,Possible Account Takeover,Low,False Positive,461.3
1099,333081,1352,2024-10-01 01:06:09,Suspicious Merchant,Medium,Closed,238.8
1100,389910,15265,2025-08-20 09:19:16,Velocity Anomaly,High,Closed,4530.64
1101,716049,23098,2023-07-30 05:14:57,Suspicious Merchant,High,Confirmed,5905.76
1102,338278,11146,2025-02-26 09:18:27,Geographic Anomaly,Medium,Confirmed,2061.14
1103,945185,10110,2022-08-28 11:11:37,Possible Account Takeover,Medium,Confirmed,320.95
1104,354207,10219,2023-02-28 04:37:36,Possible Account Takeover,High,Confirmed,1349.15
1105,470469,20426,2023-06-08 08:25:43,Possible Account Takeover,Critical,Confirmed,944.58
1106,529403,4178,2024-12-01 09:35:14,Geographic Anomaly,Medium,False Positive,967.57
1107,339377,4490,2024-03-30 22:29:33,Geographic Anomaly,Medium,Open,42.2
1108,52810,16224,2025-06-16 19:32:52,Suspicious Merchant,Low,False Positive,4057.79
1109,541445,18551,2023-02-12 21:57:31,High Value Transaction,Low,False Positive,154.9
1110,115333,2492,2023-10-05 02:24:35,Suspicious Merchant,Medium,False Positive,232.68
1111,642840,1986,2024-11-06 05:07:24,Velocity Anomaly,High,False Positive,77.2
1112,188935,14854,2024-05-13 14:21:17,Unusual Transaction,High,False Positive,682.16
1113,395946,16162,2025-02-13 07:57:13,Possible Account Takeover,Critical,False Positive,623.01
1114,287152,8912,2025-05-28 17:03:31,High Value Transaction,Medium,Confirmed,400.17
1115,32235,19604,2023-11-10 02:16:16,Unusual Transaction,High,Closed,894.74
1116,883250,22099,2022-02-10 08:21:24,High Value Transaction,High,Investigating,1895.73
1117,75501,11380,2022-01-25 07:17:12,Suspicious Merchant,Medium,Closed,917.89
1118,631653,9177,2024-01-30 14:08:52,Geographic Anomaly,Medium,Confirmed,874.06
1119,183328,21482,2023-02-21 08:47:17,Possible Account Takeover,Medium,Investigating,393.04
1120,703174,10116,2024-06-15 13:29:56,Suspicious Merchant,High,Confirmed,2874.3
1121,520946,5529,2025-01-13 07:46:25,Unusual Transaction,Medium,False Positive,119.65
1122,352320,24637,2022-12-19 11:00:21,Unusual Transaction,High,Investigating,13629.12
1123,774927,11198,2024-07-11 05:17:49,Unusual Transaction,Low,False Positive,801.53
1124,159460,9711,2024-09-20 02:11:43,Unusual Transaction,High,False Positive,729.23
1125,731057,21428,2024-06-01 16:33:05,Unusual Transaction,Medium,Confirmed,599.48
1126,141083,24533,2022-02-26 09:09:17,High Value Transaction,High,False Positive,6667.75
1127,62933,22717,2025-07-16 04:41:03,Suspicious Merchant,Medium,Confirmed,10606.73
1128,7464,13734,2022-08-22 07:25:35,Possible Account Takeover,High,False Positive,491.72
1129,237435,1061,2023-04-18 07:00:21,Geographic Anomaly,Medium,False Positive,1758.37
1130,937154,10284,2024-02-16 22:25:07,Geographic Anomaly,Medium,Confirmed,1142.81
1131,607326,7055,2025-12-14 19:43:43,Suspicious Merchant,Medium,Closed,827.93
1132,297851,12219,2024-12-24 22:39:29,Suspicious Merchant,Medium,False Positive,1712.69
1133,931067,15891,2025-10-03 21:44:02,Geographic Anomaly,Medium,False Positive,367.62
1134,453322,21912,2023-06-18 18:31:35,Geographic Anomaly,Medium,False Positive,1250.37
1135,766419,2539,2025-11-14 11:13:07,High Value Transaction,High,Closed,853.01
1136,227214,22823,2023-08-15 19:39:53,Velocity Anomaly,Medium,Investigating,477.12
1137,300698,9649,2022-09-15 18:40:14,Possible Account Takeover,High,Investigating,381.29
1138,738974,17648,2024-11-10 20:09:23,Unusual Transaction,Medium,Confirmed,280.64
1139,72819,24174,2022-09-17 06:45:00,Velocity Anomaly,Medium,Closed,328.57
1140,348389,14872,2022-01-06 07:03:30,Suspicious Merchant,Critical,Investigating,371.14
1141,12316,7831,2023-01-22 07:55:18,Geographic Anomaly,Medium,Closed,293.63
1142,769437,19078,2022-11-21 12:55:34,Velocity Anomaly,High,Investigating,3735.99
1143,45251,12389,2023-01-03 02:48:23,Possible Account Takeover,Low,Investigating,1065.95
1144,494277,21831,2023-06-06 21:52:26,Suspicious Merchant,Low,Investigating,6760.61
1145,76919,17135,2024-08-27 03:39:34,Unusual Transaction,High,False Positive,1622.45
1146,787692,10665,2024-05-10 06:19:32,Unusual Transaction,High,Closed,156.29
1147,553663,22383,2023-09-29 15:45:20,Possible Account Takeover,Low,Confirmed,180.37
1148,984408,21445,2023-09-14 05:38:38,Possible Account Takeover,Medium,False Positive,356.42
1149,371536,17397,2024-01-15 02:31:45,Geographic Anomaly,High,Investigating,290.27
1150,817616,23256,2024-03-11 03:28:46,Unusual Transaction,Medium,False Positive,143.64
1151,197397,1785,2022-05-16 10:27:51,Suspicious Merchant,High,Investigating,338.71
1152,510989,19025,2024-01-22 07:57:15,Velocity Anomaly,Medium,Confirmed,1320.56
1153,75182,13586,2022-02-05 18:33:32,Suspicious Merchant,Medium,False Positive,620.31
1154,950261,7116,2024-08-01 11:09:46,High Value Transaction,Critical,False Positive,291.25
1155,519368,4894,2024-02-14 04:41:31,High Value Transaction,Low,Investigating,141.09
1156,488707,21480,2022-06-24 23:36:27,Possible Account Takeover,Medium,Investigating,5060.38
1157,805253,6673,2024-11-07 19:02:20,Geographic Anomaly,High,False Positive,1458.8
1158,464360,19915,2023-08-29 13:02:35,High Value Transaction,Low,False Positive,2967.2
1159,387630,13158,2022-05-31 11:24:30,Unusual Transaction,Medium,Closed,16459.15
1160,928025,21182,2022-04-26 16:30:33,Suspicious Merchant,Medium,False Positive,331.5
1161,743391,19850,2025-10-25 12:08:52,Suspicious Merchant,Medium,Closed,114.83
1162,525751,10557,2023-03-24 21:24:48,Possible Account Takeover,Medium,Confirmed,469.49
1163,951815,20600,2023-11-29 02:35:52,Velocity Anomaly,Medium,Confirmed,3802.47
1164,826638,6985,2024-05-11 15:38:51,Possible Account Takeover,Medium,Open,750.03
1165,126202,14456,2023-01-30 18:01:23,Velocity Anomaly,Medium,Confirmed,122.76
1166,825161,17321,2022-10-16 12:51:26,Possible Account Takeover,High,False Positive,692.71
1167,623889,20471,2025-07-11 16:21:15,Possible Account Takeover,Low,False Positive,4212.51
1168,519222,4817,2022-02-08 20:18:56,Possible Account Takeover,Medium,Confirmed,1399.23
1169,2335,4675,2025-05-03 00:27:04,Velocity Anomaly,Critical,False Positive,2830.76
1170,199857,7822,2022-02-15 21:54:05,Velocity Anomaly,Medium,False Positive,613.73
1171,831429,24618,2024-01-14 13:52:11,Possible Account Takeover,High,False Positive,160.39
1172,590726,10523,2024-09-19 04:39:22,High Value Transaction,Medium,Confirmed,830.15
1173,864372,816,2024-07-01 22:17:17,Geographic Anomaly,High,False Positive,948.54
1174,477599,6451,2024-12-12 13:11:14,Geographic Anomaly,High,Investigating,20127.06
1175,598563,14829,2024-02-15 23:08:09,Geographic Anomaly,Low,Closed,1295.92
1176,799795,24315,2023-04-06 13:30:58,Velocity Anomaly,Medium,Closed,62.64
1177,983332,941,2023-04-01 12:17:42,Velocity Anomaly,Medium,Confirmed,4402.82
1178,897829,236,2024-08-04 19:01:29,High Value Transaction,Medium,Confirmed,895.21
1179,491403,14858,2024-09-24 13:15:22,Geographic Anomaly,Low,False Positive,656.46
1180,10677,3796,2024-05-14 21:51:17,Geographic Anomaly,High,Confirmed,19090.33
1181,183066,21540,2023-03-28 08:10:53,Possible Account Takeover,Low,Open,1364.83
1182,544055,19769,2025-04-07 19:25:11,Velocity Anomaly,Medium,Closed,1011.44
1183,274844,18341,2023-10-27 08:37:51,Geographic Anomaly,High,Confirmed,291.35
1184,470774,101,2023-11-07 11:42:25,Suspicious Merchant,Low,Investigating,218.54
1185,426795,2697,2024-06-30 01:28:10,High Value Transaction,High,False Positive,1285.91
1186,150099,9958,2025-07-09 23:42:48,Suspicious Merchant,High,Investigating,4993.35
1187,719741,22398,2025-05-13 03:45:41,Suspicious Merchant,Medium,Investigating,3300.38
1188,325389,3558,2025-06-03 12:55:15,High Value Transaction,Medium,False Positive,349.72
1189,307956,7434,2025-01-06 09:37:50,Suspicious Merchant,Low,Confirmed,7576.75
1190,396271,3967,2022-11-01 10:36:27,Geographic Anomaly,High,False Positive,10287.89
1191,434057,6416,2025-12-06 19:09:18,Velocity Anomaly,Low,Closed,224.84
1192,296095,6854,2022-04-07 23:06:03,High Value Transaction,High,Closed,324.25
1193,266744,590,2023-06-07 18:58:30,Possible Account Takeover,High,Open,167.08
1194,657733,10634,2025-06-07 14:57:27,Suspicious Merchant,Low,Open,187.08
1195,615077,7500,2023-09-22 06:24:54,High Value Transaction,High,False Positive,1677.53
1196,659563,17186,2025-11-20 00:30:26,Unusual Transaction,Low,False Positive,347.97
1197,234685,8920,2023-11-18 12:34:34,Unusual Transaction,High,Closed,66.63
1198,533192,14122,2025-07-06 11:59:17,Velocity Anomaly,Low,False Positive,477.3
1199,449867,6890,2022-08-12 14:37:18,Geographic Anomaly,Medium,Investigating,4708.43
1200,310623,15909,2025-06-25 21:56:24,Velocity Anomaly,Medium,Confirmed,523.66
1201,593465,9651,2022-09-17 04:02:04,Velocity Anomaly,High,False Positive,817.22
1202,338823,13576,2025-02-08 02:51:12,Velocity Anomaly,Medium,Closed,192.09
1203,607208,8121,2024-07-06 11:49:01,Velocity Anomaly,Low,Investigating,496.69
1204,345078,16900,2025-01-01 11:22:08,Possible Account Takeover,Medium,False Positive,961.72
1205,844873,16576,2024-01-30 09:04:17,Possible Account Takeover,Medium,Investigating,185.13
1206,732196,8122,2023-10-12 16:01:50,High Value Transaction,High,Confirmed,230.93
1207,720249,23460,2024-10-17 17:51:27,Unusual Transaction,High,Open,3042.21
1208,777846,17782,2023-10-08 09:25:14,Velocity Anomaly,Medium,Closed,1203.01
1209,540626,19352,2023-11-24 17:04:43,High Value Transaction,Medium,False Positive,309.38
1210,456676,4974,2024-12-16 10:33:08,Unusual Transaction,Low,Closed,2848.57
1211,93877,15248,2022-06-15 11:06:27,Suspicious Merchant,Medium,Closed,129.24
1212,269906,10200,2022-04-30 01:46:38,Geographic Anomaly,Medium,Investigating,100.2
1213,190246,19023,2022-11-11 01:30:51,Possible Account Takeover,Medium,False Positive,1423.21
1214,425683,1858,2024-04-21 04:16:24,Suspicious Merchant,Low,Closed,803.08
1215,424879,17582,2022-11-10 06:19:12,Unusual Transaction,Medium,False Positive,137.86
1216,89490,14529,2022-10-23 19:46:01,Suspicious Merchant,Critical,False Positive,2427.75
1217,347023,21826,2024-03-20 03:53:32,Geographic Anomaly,Medium,Confirmed,204.22
1218,490470,6387,2022-03-12 23:52:40,Unusual Transaction,Medium,False Positive,126.77
1219,107114,8556,2024-08-29 07:25:45,Suspicious Merchant,High,Confirmed,125.74
1220,238463,21934,2023-06-15 11:45:46,Possible Account Takeover,High,Confirmed,900.74
1221,128480,17205,2024-07-13 02:13:11,Possible Account Takeover,Medium,Investigating,439.01
1222,984237,2774,2022-09-15 11:26:50,High Value Transaction,Medium,Open,223.89
1223,401377,2027,2023-10-09 00:10:45,Suspicious Merchant,High,Open,1768.66
1224,463456,7976,2024-03-31 10:57:14,Velocity Anomaly,Low,Investigating,1055.38
1225,151612,6111,2024-02-29 11:03:05,Suspicious Merchant,Medium,Confirmed,1683.25
1226,565405,15732,2024-01-31 06:23:31,Unusual Transaction,Low,Open,2953.16
1227,463099,8605,2022-06-15 13:20:27,Unusual Transaction,Medium,Investigating,195.94
1228,443526,5611,2023-04-16 13:31:47,Suspicious Merchant,Medium,False Positive,1176.9
1229,781124,16786,2024-06-06 02:12:44,Geographic Anomaly,High,False Positive,2819.28
1230,458310,22558,2025-10-18 13:35:21,Possible Account Takeover,Low,False Positive,445.23
1231,497790,24945,2022-02-13 04:23:17,Unusual Transaction,Medium,Closed,2252.49
1232,277866,4847,2025-08-20 18:20:17,Possible Account Takeover,Medium,Investigating,12986.71
1233,711422,13816,2025-11-14 11:50:23,Unusual Transaction,Medium,Investigating,6343.73
1234,775745,19370,2022-10-28 17:28:52,High Value Transaction,High,Confirmed,5977.67
1235,829636,16297,2025-02-26 12:56:23,Velocity Anomaly,Medium,Closed,152.8
1236,766517,11709,2024-02-28 14:50:16,Unusual Transaction,High,False Positive,1678.4
1237,991531,7141,2023-05-25 18:44:32,Possible Account Takeover,Medium,Confirmed,459.41
1238,811277,6517,2022-05-01 08:53:15,High Value Transaction,Medium,Open,259.28
1239,472825,5532,2022-07-12 20:14:17,Unusual Transaction,High,False Positive,9026.75
1240,297713,11965,2023-10-05 22:57:34,Geographic Anomaly,Medium,Confirmed,571.05
1241,569925,22722,2024-02-20 22:27:55,Velocity Anomaly,Low,False Positive,2452.87
1242,180242,17865,2024-06-04 03:49:31,Unusual Transaction,High,Closed,825.77
1243,728642,7944,2024-05-19 04:17:48,High Value Transaction,Medium,False Positive,219.44
1244,14227,9517,2022-12-09 07:26:00,Geographic Anomaly,High,Closed,1119.63
1245,461075,448,2023-03-21 14:32:50,Suspicious Merchant,Critical,Confirmed,1792.79
1246,22286,22046,2022-06-22 15:09:08,High Value Transaction,Medium,False Positive,4602.78
1247,185425,20301,2024-08-26 14:07:48,High Value Transaction,Medium,Closed,2195.93
1248,154009,23233,2025-10-18 17:22:18,Geographic Anomaly,Medium,False Positive,90.2
1249,437876,12352,2025-08-02 00:31:15,High Value Transaction,Medium,False Positive,1611.17
1250,538779,21379,2024-07-24 10:22:37,Geographic Anomaly,High,False Positive,742.61
1251,627105,9924,2023-06-09 04:27:17,Unusual Transaction,High,Closed,1831.91
1252,714980,6461,2024-02-19 15:17:35,Geographic Anomaly,Medium,Open,2715.68
1253,792184,15814,2025-10-23 09:56:23,Geographic Anomaly,Low,Confirmed,643.94
1254,343302,2445,2025-02-21 05:08:13,Velocity Anomaly,Medium,Confirmed,1158.95
1255,788408,7227,2023-09-25 10:45:34,Geographic Anomaly,Medium,Closed,1069.57
1256,69322,7620,2025-04-08 03:20:02,Geographic Anomaly,High,Closed,964.88
1257,1930,21420,2023-09-11 12:20:47,Suspicious Merchant,Low,Investigating,2259.24
1258,120216,2599,2025-02-16 10:39:19,Unusual Transaction,High,Investigating,787.1
1259,456329,24624,2023-08-24 00:00:32,Velocity Anomaly,High,Closed,1720.74
1260,616822,390,2023-02-17 21:19:12,Suspicious Merchant,High,Confirmed,669.82
1261,373395,16135,2022-12-25 22:20:54,Possible Account Takeover,Medium,Investigating,2358.21
1262,906986,9082,2025-10-05 22:32:56,Unusual Transaction,High,Open,311.0
1263,656826,973,2023-10-17 21:39:36,Unusual Transaction,Medium,Confirmed,2677.54
1264,526151,12140,2022-10-26 06:50:48,Possible Account Takeover,High,False Positive,1258.56
1265,794874,16964,2023-02-24 19:26:32,Geographic Anomaly,Medium,Confirmed,182.2
1266,774934,24715,2023-10-03 16:18:23,Suspicious Merchant,Medium,False Positive,4449.34
1267,772347,17190,2024-07-21 21:34:35,High Value Transaction,Medium,Closed,1529.21
1268,662414,24148,2025-03-27 18:20:40,Velocity Anomaly,Low,Investigating,559.58
1269,47357,2486,2022-12-18 10:00:51,High Value Transaction,Medium,Open,167.58
1270,473884,15469,2025-09-09 02:35:53,Possible Account Takeover,Critical,Closed,2403.6
1271,580123,14393,2023-12-17 07:37:38,Unusual Transaction,Low,False Positive,444.4
1272,128652,20342,2023-11-21 00:26:09,Unusual Transaction,Medium,Confirmed,1133.28
1273,158978,17847,2023-02-05 11:58:30,Velocity Anomaly,Medium,Confirmed,1689.64
1274,946228,1496,2025-10-19 21:30:44,Unusual Transaction,Medium,Confirmed,1890.46
1275,83951,3905,2022-09-21 01:24:43,Unusual Transaction,Low,False Positive,365.71
1276,261122,4478,2024-02-04 01:08:08,Velocity Anomaly,Medium,Open,6405.03
1277,679410,14420,2022-02-19 17:51:31,Suspicious Merchant,Low,Confirmed,4077.48
1278,444204,138,2022-09-22 01:35:06,Suspicious Merchant,Low,Investigating,4336.66
1279,357672,4177,2024-11-30 21:52:45,Velocity Anomaly,High,False Positive,1069.35
1280,579307,10909,2024-03-09 05:01:00,Possible Account Takeover,Medium,Confirmed,12147.34
1281,644964,21968,2025-05-24 09:35:15,Unusual Transaction,Critical,False Positive,425.13
1282,608512,12156,2025-02-01 19:39:25,Unusual Transaction,Low,Open,530.49
1283,933457,8398,2024-12-25 00:23:43,Possible Account Takeover,Medium,Open,72.83
1284,228281,15824,2023-07-26 05:32:41,Suspicious Merchant,Low,False Positive,244.39
1285,640934,12649,2022-07-23 07:38:15,Geographic Anomaly,Medium,False Positive,579.21
1286,834062,7659,2023-10-30 11:30:04,Geographic Anomaly,Critical,False Positive,970.43
1287,35474,11438,2022-08-25 11:14:02,Geographic Anomaly,High,False Positive,1307.06
1288,787315,17470,2025-12-26 18:08:36,Suspicious Merchant,Low,Investigating,1164.42
1289,44479,8873,2024-12-25 19:48:51,Suspicious Merchant,Medium,False Positive,493.85
1290,930080,16547,2025-09-08 07:56:49,Possible Account Takeover,Medium,Investigating,381.17
1291,581837,17636,2024-10-22 03:02:48,Unusual Transaction,Low,Open,333.23
1292,747947,24180,2023-09-28 12:13:23,Possible Account Takeover,Low,False Positive,9319.6
1293,647179,10051,2022-09-14 23:25:06,Possible Account Takeover,High,Closed,1251.31
1294,956600,15020,2025-10-26 00:51:24,Suspicious Merchant,Critical,False Positive,300.92
1295,153888,15191,2022-10-17 07:04:37,Geographic Anomaly,Critical,False Positive,7126.91
