loan_id,customer_id,branch_id,loan_type,application_date,approval_date,loan_amount,interest_rate,tenure_months,credit_score,loan_status,default_flag,outstanding_amount
1392,18579,80,Auto,2023-07-12,2023-07-24,66700.65,11.329,48,781,Defaulted,True,57725.08
1393,3942,8,Education,2024-10-29,2024-11-20,106262.89,15.508,36,696,Active,False,55860.52
1394,6316,41,Home,2022-11-26,2022-12-25,77567.29,10.229,60,673,Active,False,58225.09
1395,6128,35,Home,2023-01-11,2023-01-25,99595.31,16.711,60,736,Active,False,79049.46
1396,6911,63,Auto,2022-07-21,2022-08-08,85263.75,16.408,120,839,Active,False,61596.42
1397,10450,67,Education,2025-06-30,2025-07-20,50000.0,9.194,24,688,Active,False,6999.09
1398,11142,85,Home,2023-11-29,2023-12-13,124922.09,9.294,48,635,Active,False,91352.79
1399,23990,22,Education,2023-10-11,2023-10-23,210522.65,15.719,48,743,Active,False,32152.79
1400,23145,43,Business,2024-12-04,2024-12-09,205645.92,14.573,120,652,Active,False,39761.93
1401,18469,28,Home,2023-03-22,2023-04-02,136285.61,13.327,84,644,Active,False,33042.66
1402,24947,25,Home,2025-01-16,2025-02-12,173752.86,14.828,60,734,Active,False,142730.52
1403,10950,49,Home,2024-05-16,2024-05-24,1298092.67,13.41,120,763,Active,False,956604.63
1404,5943,46,Business,2024-05-15,2024-06-01,64427.73,17.72,36,673,Active,False,58777.9
1405,8584,85,Business,2022-04-02,2022-04-04,115152.31,12.456,36,687,Active,False,13991.89
1406,16418,64,Business,2024-11-26,2024-12-07,74855.45,7.386,84,676,Active,False,40947.45
1407,2896,10,Education,2023-10-02,2023-10-06,269298.54,17.622,60,636,Active,False,83300.56
1408,8348,24,Business,2022-10-05,2022-11-04,225030.95,15.914,84,740,Active,False,192813.46
1409,18823,72,Personal,2024-09-19,2024-10-03,87864.22,10.572,48,681,Active,False,67376.76
1410,4148,86,Education,2024-03-23,2024-03-25,384203.96,17.037,24,642,Active,False,194385.91
1411,10036,27,Auto,2023-05-31,2023-06-06,530564.95,14.721,24,766,Active,False,279161.2
1412,2046,35,Education,2025-01-02,2025-01-18,429100.87,14.752,24,767,Active,False,153370.97
1413,4610,40,Personal,2025-04-13,2025-04-18,426743.28,12.904,84,697,Active,False,385318.84
1414,21508,48,Home,2024-09-14,2024-09-18,121205.86,12.89,36,833,Active,False,21892.34
1415,8027,55,Business,2024-05-06,2024-05-31,293664.69,8.965,60,777,Active,False,219570.98
1416,12501,80,Personal,2023-03-23,2023-04-19,205329.91,7.522,84,765,Active,False,76225.81
1417,24186,31,Personal,2024-03-14,2024-04-06,316621.89,9.455,12,651,Active,False,59282.42
1418,17267,67,Home,2024-03-25,2024-03-30,235038.54,15.246,24,756,Active,False,184460.07
1419,7818,33,Education,2025-02-15,2025-02-26,186954.33,14.701,60,708,Active,False,45822.0
1420,5464,91,Home,2022-03-04,2022-03-11,113546.0,8.789,84,639,Active,False,48723.13
1421,6113,20,Business,2024-10-20,2024-10-23,757833.13,7.287,60,720,Active,False,557602.15
1422,21433,7,Auto,2023-12-22,2024-01-09,165708.84,15.394,12,645,Active,False,47161.28
1423,6647,46,Home,2024-09-09,2024-09-19,276304.58,12.438,12,678,Active,False,218495.46
1424,19753,10,Auto,2023-12-14,2023-12-24,326028.65,7.012,12,658,Active,False,44171.07
1425,18248,35,Business,2023-12-30,2024-01-06,127580.12,9.595,60,642,Active,False,101623.51
1426,19201,37,Business,2025-03-12,2025-03-25,64318.52,9.112,120,692,Active,False,57512.41
1427,16571,50,Business,2023-02-27,2023-03-10,79551.9,17.12,120,723,Active,False,52024.24
1428,15972,51,Home,2022-12-07,2022-12-29,481436.48,8.023,48,655,Active,False,116261.94
1429,2436,46,Home,2022-10-30,2022-11-29,175302.31,12.888,84,648,Active,False,114831.03
1430,999,100,Personal,2025-02-01,2025-02-25,312156.83,8.095,12,850,Active,False,105354.74
1431,22899,84,Business,2022-03-21,2022-04-03,179001.99,15.429,120,619,Active,False,145615.52
1432,122,62,Education,2022-02-14,2022-02-20,892493.13,17.539,36,703,Active,False,337041.42
1433,16164,81,Home,2022-04-27,2022-05-09,119710.51,9.988,60,673,Active,False,83128.3
1434,14008,4,Education,2022-07-10,2022-07-23,596455.25,11.775,12,771,Active,False,70717.76
1435,131,5,Home,2024-01-20,2024-02-06,272586.2,15.589,60,701,Active,False,107412.23
1436,15254,45,Business,2024-04-27,2024-05-02,140210.01,16.214,12,540,Active,False,74264.06
1437,6920,25,Business,2024-10-23,2024-11-12,246284.07,16.595,24,850,Active,False,82554.48
1438,1571,86,Home,2024-10-02,2024-10-31,1048837.67,12.695,60,738,Active,False,285331.75
1439,16157,81,Business,2025-02-05,2025-02-06,177647.54,17.183,120,644,Active,False,98273.13
1440,11914,42,Education,2024-12-09,2024-12-15,124623.62,14.549,84,759,Active,False,53346.49
1441,10918,33,Auto,2025-05-16,2025-06-14,91329.95,13.248,60,694,Active,False,15147.44
1442,11433,93,Auto,2023-03-18,2023-03-28,80264.33,7.023,24,587,Active,False,58280.72
1443,7828,52,Education,2023-09-16,2023-09-17,305511.78,17.993,24,597,Active,False,213280.29
1444,17876,98,Personal,2022-10-01,2022-10-23,152517.7,16.459,36,850,Active,False,121535.95
1445,16377,15,Education,2023-11-15,2023-12-11,639273.03,10.111,24,716,Active,False,372547.15
1446,11504,86,Business,2022-10-30,2022-11-22,87746.66,9.624,36,753,Active,False,68290.87
1447,1756,84,Auto,2022-05-11,2022-05-13,399157.71,14.703,84,706,Active,False,141310.19
1448,6414,95,Home,2023-06-13,2023-07-07,76961.14,7.454,36,683,Active,False,37834.81
1449,18835,51,Auto,2024-05-20,2024-06-14,214714.71,7.911,12,656,Active,False,29589.04
1450,13727,50,Personal,2023-05-04,2023-05-15,290794.75,12.527,24,656,Active,False,223095.84
1451,17483,78,Auto,2024-08-27,2024-09-04,444658.14,9.9,84,765,Active,False,298948.48
1452,9817,39,Home,2024-09-29,2024-10-20,74371.99,8.664,24,675,Active,False,46461.05
1453,11332,34,Education,2025-01-03,2025-01-25,74117.6,10.592,120,635,Active,False,26473.23
1454,2760,53,Education,2022-11-12,2022-11-30,218573.43,16.485,60,738,Active,False,132123.06
1455,19408,30,Home,2025-03-11,2025-03-22,124322.8,13.121,36,695,Active,False,32251.92
1456,12662,79,Home,2022-08-19,2022-08-31,90662.23,7.533,60,801,Active,False,72130.47
1457,9548,10,Business,2024-04-04,2024-04-22,52912.65,17.712,12,782,Active,False,18650.53
1458,22552,58,Personal,2024-02-12,2024-02-19,110266.95,11.636,48,614,Active,False,50970.27
1459,11334,6,Auto,2024-12-25,2025-01-13,140327.88,7.716,84,722,Active,False,67932.6
1460,16257,86,Education,2022-02-08,2022-03-06,92848.49,17.61,60,668,Active,False,18755.82
1461,2501,73,Auto,2024-01-23,2024-02-10,230430.93,10.406,84,737,Active,False,210779.89
1462,7947,51,Personal,2025-01-21,2025-02-16,204867.82,7.064,36,720,Active,False,62622.1
1463,5467,46,Personal,2022-02-13,2022-02-24,394310.28,16.04,48,659,Active,False,346600.74
1464,9229,98,Business,2023-02-01,2023-02-09,154707.06,9.652,60,720,Active,False,145066.68
1465,18838,58,Home,2023-06-21,2023-07-04,148200.13,12.717,84,661,Active,False,43742.86
1466,24390,65,Auto,2024-10-12,2024-10-29,124826.97,11.162,60,697,Active,False,25720.25
1467,254,99,Personal,2024-12-27,2025-01-09,183237.21,7.349,120,787,Active,False,130434.51
1468,24714,26,Personal,2022-02-28,2022-03-30,123595.66,12.785,36,686,Active,False,47334.1
1469,8140,5,Personal,2022-01-31,2022-02-21,173920.78,14.074,120,592,Active,False,25455.08
1470,9618,25,Personal,2022-09-10,2022-09-26,50000.0,17.779,12,688,Active,False,43274.23
1471,4187,84,Education,2023-11-10,2023-11-28,178717.18,9.504,36,613,Active,False,21009.37
1472,2826,69,Business,2022-08-16,2022-08-27,69812.7,8.134,60,630,Active,False,56941.11
1473,14852,51,Business,2022-12-18,2022-12-30,178073.88,10.374,12,695,Active,False,147866.46
1474,16431,27,Business,2023-03-12,2023-03-20,82434.1,16.205,60,850,Active,False,26051.74
1475,15482,98,Personal,2024-11-04,2024-11-18,50000.0,14.325,12,619,Active,False,36615.84
1476,4684,84,Education,2023-01-12,2023-01-25,65624.98,9.322,120,700,Active,False,21791.58
1477,3328,37,Auto,2022-01-31,2022-02-20,221023.91,14.957,84,689,Active,False,176405.85
1478,9038,9,Personal,2023-10-09,2023-10-20,191300.78,16.959,60,771,Active,False,135260.65
1479,10052,86,Education,2022-06-18,2022-07-03,165135.85,15.702,36,637,Active,False,24225.28
1480,7303,74,Auto,2022-10-11,2022-10-21,299992.3,12.974,60,738,Active,False,199823.67
1481,6904,7,Education,2024-07-17,2024-08-08,165062.58,10.923,60,704,Active,False,79925.71
1482,15220,34,Business,2022-10-18,2022-10-31,178116.02,7.394,48,538,Active,False,118154.31
1483,19859,89,Business,2023-10-18,2023-10-29,201424.61,14.33,84,719,Active,False,139584.44
1484,21136,52,Auto,2025-01-03,2025-01-29,247571.46,14.147,12,538,Active,False,112755.66
1485,13518,55,Education,2025-05-13,2025-05-16,257515.88,9.063,24,776,Active,False,113537.2
1486,14544,99,Business,2023-10-07,2023-11-04,215754.78,7.08,24,675,Active,False,154089.31
1487,15336,3,Auto,2022-08-23,2022-09-04,153381.07,8.639,84,752,Active,False,45135.48
1488,1439,16,Business,2024-08-15,2024-08-24,201454.98,16.981,120,804,Active,False,44136.01
1489,14818,88,Personal,2024-12-12,2025-01-10,130031.64,14.92,36,701,Active,False,95244.72
1490,23635,54,Business,2022-12-14,2022-12-16,123434.51,8.875,84,700,Active,False,38520.43
1491,20063,30,Personal,2025-03-08,2025-03-10,169217.72,16.465,24,695,Active,False,84220.66
1492,18422,13,Business,2024-03-05,2024-03-19,317984.05,10.937,36,710,Active,False,183433.65
1493,23418,47,Auto,2023-06-11,2023-06-18,111253.42,8.091,48,592,Active,False,35971.97
1494,24247,30,Education,2023-11-01,2023-11-23,204708.92,13.802,84,764,Defaulted,True,77442.6
1495,19207,78,Home,2023-12-01,2023-12-24,50000.0,15.317,12,596,Active,False,8746.35
1496,5272,10,Home,2025-06-27,2025-07-18,352412.09,7.703,60,672,Active,False,80531.22
1497,11322,99,Business,2023-07-10,2023-07-27,64875.78,9.757,36,677,Active,False,61537.19
1498,13909,5,Auto,2025-01-03,2025-02-01,695921.68,16.761,24,709,Active,False,96555.03
1499,4957,38,Education,2024-07-02,2024-07-04,100562.66,9.708,120,687,Active,False,17425.02
1500,2625,53,Education,2023-06-11,2023-06-15,155954.42,15.263,12,773,Active,False,63558.06
1501,7319,21,Auto,2025-02-13,2025-02-19,462640.37,7.276,48,687,Active,False,401083.79
1502,20074,59,Personal,2022-04-02,2022-04-23,179497.65,8.549,60,509,Active,False,55401.88
1503,17319,25,Business,2024-12-10,2024-12-12,136368.68,17.897,60,793,Active,False,27270.66
1504,11958,53,Education,2023-04-11,2023-04-27,130597.35,16.051,48,753,Active,False,93525.34
1505,4367,66,Education,2025-04-19,2025-05-17,50000.0,13.067,60,687,Active,False,20533.48
1506,6052,55,Personal,2022-06-17,2022-07-01,68910.28,11.272,120,733,Active,False,44251.64
1507,13865,16,Auto,2025-02-01,2025-02-02,50000.0,11.578,48,816,Active,False,15510.44
1508,11311,49,Personal,2023-06-26,2023-07-13,183372.95,10.179,24,699,Active,False,153233.16
1509,13639,84,Personal,2024-03-04,2024-03-21,242398.05,10.178,48,737,Defaulted,True,155171.63
1510,19826,29,Business,2022-03-17,2022-03-30,164111.55,11.379,12,737,Active,False,98993.12
1511,5067,32,Home,2022-06-02,2022-06-27,80027.21,16.34,24,787,Active,False,38851.91
1512,15040,79,Home,2022-03-07,2022-04-03,202299.01,11.06,60,645,Active,False,85980.15
1513,15470,50,Auto,2022-10-24,2022-10-29,303339.74,13.118,36,689,Active,False,277378.84
1514,15067,14,Education,2023-12-03,2023-12-08,52960.06,15.391,48,723,Active,False,46621.28
1515,561,8,Auto,2024-04-04,2024-04-07,50000.0,14.097,84,582,Active,False,42473.08
1516,506,32,Home,2022-01-03,2022-01-14,268610.51,14.304,60,736,Active,False,156051.87
1517,17529,1,Auto,2024-12-04,2024-12-16,206009.27,13.332,48,784,Active,False,97909.76
1518,23920,65,Home,2023-01-28,2023-02-08,153470.16,8.485,120,682,Active,False,76974.31
1519,3852,37,Personal,2022-03-13,2022-03-23,165859.37,7.007,84,717,Active,False,36009.93
1520,24829,30,Education,2025-03-23,2025-04-21,119256.69,12.034,36,837,Active,False,22673.27
1521,20413,98,Education,2022-07-22,2022-08-20,274541.71,8.006,60,593,Active,False,240264.19
1522,2270,39,Auto,2022-06-30,2022-07-02,345476.98,17.306,12,628,Active,False,213390.14
1523,19481,21,Education,2022-08-11,2022-08-30,299717.02,12.573,36,705,Active,False,166123.08
1524,4245,98,Education,2023-06-21,2023-06-22,56063.57,9.463,120,805,Defaulted,True,50458.24
1525,15188,91,Business,2024-08-31,2024-09-02,50000.0,8.351,84,772,Active,False,7767.64
1526,10997,43,Education,2022-06-05,2022-06-28,288433.28,16.023,60,780,Active,False,237672.01
1527,17466,38,Personal,2023-10-30,2023-11-25,65681.04,16.712,60,676,Active,False,32283.01
1528,17903,29,Home,2022-12-02,2022-12-26,175290.22,12.804,48,740,Active,False,59524.62
1529,22568,5,Personal,2022-01-21,2022-01-25,206173.38,13.229,84,630,Active,False,27536.36
1530,6726,9,Auto,2025-03-17,2025-03-27,179809.46,17.476,60,795,Active,False,90728.76
1531,5049,19,Business,2022-11-04,2022-11-05,76605.52,16.467,84,702,Active,False,40436.96
1532,19856,17,Home,2024-05-27,2024-06-23,50000.0,12.57,12,850,Active,False,36978.72
1533,19307,96,Business,2023-07-25,2023-08-18,231178.27,16.634,24,673,Active,False,128894.8
1534,15543,9,Home,2024-01-06,2024-01-09,95344.02,13.236,84,599,Active,False,83332.8
1535,947,63,Business,2025-02-07,2025-02-08,343711.19,17.0,84,763,Active,False,100554.15
1536,22980,8,Business,2022-12-31,2023-01-17,51109.9,9.945,36,635,Active,False,12822.26
1537,15458,37,Home,2022-06-20,2022-07-18,50583.26,15.539,120,748,Active,False,10706.16
1538,524,53,Auto,2024-04-13,2024-05-03,109356.03,10.017,24,572,Active,False,85394.62
1539,18893,45,Home,2024-09-30,2024-10-25,328477.93,13.898,12,789,Active,False,304062.04
1540,18070,7,Education,2023-05-23,2023-05-26,90377.39,17.227,84,665,Active,False,47905.46
1541,9144,47,Personal,2024-01-04,2024-01-20,184375.39,14.621,24,809,Active,False,170985.19
1542,14279,38,Personal,2023-10-25,2023-11-04,131613.88,7.304,36,725,Active,False,53153.74
1543,6748,58,Home,2024-09-27,2024-10-23,107656.27,8.814,24,632,Active,False,74062.46
1544,20160,29,Home,2022-02-11,2022-02-23,104781.11,7.011,84,683,Active,False,23829.42
1545,8497,22,Home,2023-07-14,2023-07-28,290503.06,9.737,24,795,Active,False,139522.12
1546,15732,35,Business,2024-11-29,2024-12-09,105051.7,15.892,84,639,Active,False,19728.37
1547,21129,62,Auto,2024-08-15,2024-08-16,607498.12,13.185,24,641,Active,False,545256.71
1548,157,21,Business,2022-06-12,2022-07-09,234329.0,7.657,84,704,Active,False,65267.22
1549,19795,71,Home,2023-11-23,2023-11-30,129667.48,16.146,84,744,Active,False,65637.93
1550,18904,28,Home,2024-05-16,2024-06-14,267301.98,10.653,60,714,Active,False,175140.33
1551,8699,39,Business,2022-03-06,2022-03-26,241320.88,16.756,12,773,Defaulted,True,68551.7
1552,2472,79,Home,2024-05-03,2024-05-19,167058.41,9.61,48,784,Active,False,141852.5
1553,2292,87,Personal,2024-04-18,2024-05-17,178559.8,15.319,12,638,Active,False,66760.55
1554,9631,47,Education,2022-05-10,2022-05-12,239472.81,8.147,24,541,Active,False,88746.18
1555,11330,23,Business,2022-02-14,2022-03-12,317548.61,12.407,12,736,Active,False,98787.19
1556,10823,2,Business,2022-02-11,2022-03-11,102216.74,15.291,60,728,Active,False,50898.25
1557,9452,82,Business,2023-03-26,2023-04-14,110755.01,15.827,84,703,Active,False,18091.2
1558,23183,72,Auto,2022-11-16,2022-11-18,50000.0,12.327,84,614,Active,False,11950.08
1559,24531,13,Education,2023-10-26,2023-11-01,351369.08,8.367,48,829,Active,False,179803.24
1560,24885,72,Personal,2024-11-03,2024-11-11,50000.0,10.535,36,616,Active,False,18352.01
1561,11755,38,Education,2022-09-17,2022-09-28,426676.38,14.367,84,737,Active,False,300608.52
1562,4039,52,Auto,2024-11-17,2024-12-01,513297.52,16.626,48,706,Active,False,295869.35
1563,5237,36,Auto,2023-05-20,2023-06-14,498269.1,12.585,24,706,Active,False,171492.94
1564,10241,80,Auto,2022-09-21,2022-10-03,517765.41,10.568,120,720,Active,False,121185.51
1565,2569,61,Home,2022-05-24,2022-05-28,190220.93,11.073,84,721,Active,False,40206.08
1566,21295,37,Business,2022-05-21,2022-05-25,86215.9,15.584,24,755,Active,False,37987.65
1567,19819,20,Business,2022-09-09,2022-09-25,103029.42,12.348,24,700,Active,False,67051.76
1568,3389,100,Home,2022-02-26,2022-03-08,62373.74,7.379,84,592,Active,False,26842.75
1569,5241,2,Education,2022-02-08,2022-02-25,203962.12,12.006,60,770,Active,False,167523.37
1570,23937,9,Business,2023-01-31,2023-02-09,53848.28,8.306,48,662,Active,False,20458.15
1571,15039,68,Home,2024-07-11,2024-07-20,168838.62,10.074,84,632,Active,False,90795.52
1572,11209,89,Business,2024-04-12,2024-04-28,1216879.58,12.734,12,594,Active,False,133410.48
1573,5665,76,Personal,2022-04-26,2022-05-07,138841.05,11.647,24,710,Active,False,102582.94
1574,14040,30,Home,2024-07-05,2024-07-09,257868.11,15.251,48,657,Active,False,68098.53
1575,5432,34,Auto,2023-11-17,2023-11-25,278931.76,14.553,120,745,Active,False,39318.38
1576,12808,90,Home,2022-06-24,2022-07-05,171440.44,14.291,36,685,Active,False,109999.77
1577,1645,17,Education,2025-04-06,2025-04-18,169751.73,16.941,12,736,Active,False,145050.77
1578,18898,44,Auto,2022-01-30,2022-02-14,50000.0,7.177,24,850,Active,False,19363.19
1579,13323,76,Home,2025-02-09,2025-02-22,338790.89,17.056,84,703,Active,False,295166.36
1580,65,62,Business,2023-11-22,2023-12-01,689376.23,9.028,36,825,Active,False,389640.17
1581,16214,6,Education,2022-07-20,2022-08-08,182096.92,12.51,12,751,Active,False,150245.15
1582,14552,20,Business,2023-05-18,2023-06-15,208875.74,7.649,24,684,Active,False,105399.29
1583,24944,40,Education,2022-08-07,2022-08-11,93357.31,11.331,120,736,Active,False,74548.78
1584,23347,71,Personal,2022-05-14,2022-06-09,81930.86,14.064,60,659,Active,False,56111.44
1585,2907,62,Personal,2023-06-17,2023-06-25,133268.31,13.09,120,836,Active,False,122592.98
1586,22033,96,Auto,2023-08-25,2023-09-18,333128.35,10.724,36,623,Active,False,212440.08
1587,13565,98,Education,2023-07-20,2023-08-02,245622.18,16.07,120,706,Defaulted,True,54651.15
1588,12831,4,Personal,2024-08-25,2024-08-31,434163.64,8.638,36,741,Active,False,283786.98
1589,5027,11,Business,2024-10-20,2024-11-01,426877.12,7.695,24,749,Active,False,257830.11
1590,17800,44,Auto,2022-01-06,2022-02-01,56180.06,13.564,36,727,Active,False,41233.59
1591,4891,38,Business,2024-05-13,2024-06-01,50000.0,11.172,120,719,Active,False,10050.93
1592,18584,33,Home,2023-12-22,2024-01-18,50000.0,9.034,36,649,Active,False,20285.62
1593,13999,66,Home,2023-01-03,2023-01-11,290370.44,8.998,24,716,Defaulted,True,195471.23
1594,19345,34,Home,2023-02-06,2023-02-24,51794.31,14.642,48,670,Active,False,9522.06
1595,16945,79,Personal,2024-08-13,2024-08-21,152208.39,15.392,36,774,Active,False,24383.45
1596,20090,74,Auto,2024-06-19,2024-07-03,160103.52,11.686,120,644,Active,False,63687.03
1597,18811,32,Auto,2023-06-29,2023-07-26,466496.05,8.915,36,750,Active,False,359406.95
1598,3458,67,Auto,2024-05-15,2024-05-31,84240.44,10.672,36,682,Active,False,73982.87
1599,10546,98,Personal,2023-01-30,2023-02-04,352257.68,7.462,60,767,Active,False,144913.99
1600,19147,27,Business,2022-08-28,2022-09-23,50000.0,7.525,12,725,Active,False,14014.46
1601,11986,25,Auto,2022-10-28,2022-11-19,289401.17,16.714,84,687,Active,False,75597.79
1602,19625,61,Personal,2024-10-20,2024-11-12,152042.91,7.204,84,713,Active,False,53519.55
1603,17912,18,Personal,2022-06-19,2022-06-29,84526.21,11.554,60,730,Active,False,74749.75
1604,12223,43,Auto,2022-04-17,2022-04-26,353820.95,7.362,36,641,Active,False,68147.46
1605,10803,63,Personal,2022-10-30,2022-11-12,177049.67,14.233,60,732,Active,False,157182.66
1606,24856,60,Personal,2024-01-10,2024-01-13,50000.0,12.235,120,575,Active,False,14049.08
1607,10631,30,Auto,2024-01-06,2024-01-14,73453.79,15.554,36,645,Active,False,10896.2
1608,4513,26,Education,2022-12-08,2022-12-14,93563.61,15.463,120,712,Active,False,48041.76
1609,2129,83,Business,2025-05-25,2025-06-01,108925.99,15.068,60,744,Active,False,54167.5
1610,1793,50,Personal,2022-03-20,2022-04-11,224880.95,15.087,120,646,Active,False,97470.88
1611,16823,2,Auto,2022-04-02,2022-04-14,172978.71,16.627,24,800,Active,False,84029.78
1612,2489,73,Personal,2022-09-21,2022-09-27,342779.97,12.334,36,793,Active,False,57997.65
1613,16547,100,Auto,2024-06-04,2024-07-04,181447.96,12.893,24,623,Active,False,145090.34
1614,6415,74,Education,2023-12-13,2024-01-02,73975.26,9.688,24,740,Active,False,11218.24
1615,18534,79,Auto,2022-03-08,2022-04-02,120510.88,10.248,24,729,Active,False,65184.95
1616,16726,65,Education,2023-02-15,2023-02-17,375205.1,11.063,12,764,Active,False,116759.98
1617,7558,3,Personal,2022-11-17,2022-11-26,226848.24,17.067,36,683,Active,False,76057.39
1618,22845,93,Auto,2024-11-18,2024-11-25,71961.88,7.222,120,540,Active,False,44428.42
1619,13147,86,Education,2023-03-17,2023-03-23,396661.54,9.916,36,688,Active,False,227730.65
1620,2282,41,Auto,2022-12-12,2022-12-18,128128.52,11.833,84,712,Active,False,87937.17
1621,2728,9,Personal,2025-04-23,2025-04-27,261003.71,16.996,12,722,Active,False,82619.36
1622,20864,9,Auto,2023-11-17,2023-11-26,84225.09,7.818,24,641,Active,False,22789.74
1623,21456,11,Home,2024-11-25,2024-12-20,117386.42,14.61,36,765,Active,False,84140.66
1624,19340,39,Business,2024-04-30,2024-05-27,53675.85,15.026,120,783,Active,False,20510.56
1625,20343,34,Education,2024-05-11,2024-05-29,463076.72,8.504,120,768,Active,False,173049.37
1626,8637,10,Business,2024-05-23,2024-06-11,462511.35,14.244,48,679,Active,False,328249.62
1627,8814,96,Auto,2022-06-10,2022-07-02,181067.31,10.448,120,814,Active,False,49802.21
1628,19942,19,Auto,2022-11-27,2022-12-14,267040.23,10.45,24,613,Active,False,158412.41
1629,24203,100,Education,2024-02-24,2024-03-16,507077.8,10.871,12,560,Active,False,256783.16
1630,7343,98,Business,2023-08-26,2023-09-07,67390.55,17.711,24,597,Active,False,30099.44
1631,11906,97,Personal,2022-06-30,2022-07-01,126195.3,9.535,24,726,Active,False,20746.3
1632,7855,91,Personal,2024-04-24,2024-05-07,78168.86,10.662,120,760,Active,False,29269.38
1633,20409,14,Business,2022-12-01,2022-12-26,220194.0,15.478,48,607,Active,False,69272.82
1634,2520,89,Personal,2024-05-08,2024-05-24,191789.9,13.51,24,707,Active,False,52249.77
1635,8050,35,Auto,2024-11-09,2024-12-01,118018.36,14.415,60,792,Active,False,89986.89
1636,8960,17,Business,2023-11-04,2023-11-14,298928.13,12.803,48,766,Active,False,144101.64
1637,19694,79,Business,2022-06-24,2022-06-29,274908.96,14.505,24,763,Active,False,119650.13
1638,3991,46,Home,2022-06-23,2022-07-11,82472.1,11.773,48,542,Active,False,55950.83
1639,19789,30,Personal,2022-11-11,2022-12-04,50000.0,9.901,24,702,Defaulted,True,16869.93
1640,4897,69,Personal,2023-10-27,2023-11-05,299209.24,17.104,36,691,Active,False,182384.16
1641,7447,13,Personal,2022-08-12,2022-09-11,131217.51,12.221,24,653,Defaulted,True,105446.36
1642,23710,83,Auto,2022-07-29,2022-08-18,186276.93,9.021,60,802,Active,False,74276.89
1643,4736,2,Business,2025-06-05,2025-06-17,142924.71,14.442,84,776,Active,False,33626.21
1644,4660,77,Business,2022-08-24,2022-09-15,93433.37,9.456,12,792,Active,False,80111.33
1645,21805,52,Education,2022-07-12,2022-07-15,215785.36,11.031,60,796,Active,False,41990.07
1646,2943,78,Auto,2024-01-27,2024-02-13,307859.07,14.349,60,687,Active,False,152971.07
1647,23191,47,Personal,2023-05-24,2023-06-08,50330.01,8.345,12,599,Defaulted,True,26834.45
1648,9061,53,Business,2023-02-16,2023-03-10,334231.18,16.212,36,690,Active,False,99218.83
1649,13402,89,Home,2025-03-10,2025-04-07,79790.81,8.048,48,581,Active,False,45766.24
1650,9431,5,Personal,2024-07-16,2024-08-14,152740.61,9.202,84,712,Active,False,137362.05
1651,10471,86,Home,2022-10-30,2022-11-03,147975.45,8.192,12,687,Active,False,128559.59
1652,11060,54,Auto,2022-07-15,2022-07-30,694821.07,8.212,84,758,Active,False,164460.49
1653,3201,15,Business,2023-10-23,2023-11-13,94895.65,10.929,84,645,Active,False,40975.79
1654,14252,48,Business,2024-06-22,2024-07-10,83453.74,9.921,24,698,Active,False,10041.39
1655,17059,55,Education,2024-07-17,2024-08-07,128791.89,15.065,48,687,Active,False,14729.39
1656,7827,58,Personal,2022-10-25,2022-10-26,114630.15,10.217,84,716,Active,False,39355.77
1657,19366,35,Business,2022-03-07,2022-04-06,671977.17,11.164,24,736,Active,False,574598.21
1658,8106,37,Auto,2023-07-21,2023-07-22,92676.36,10.426,12,720,Active,False,40161.88
1659,4739,68,Personal,2024-04-23,2024-05-22,435284.16,12.084,120,643,Active,False,381529.79
1660,18711,56,Business,2024-10-04,2024-10-13,93031.71,12.117,84,743,Active,False,24455.4
1661,12224,88,Education,2022-04-13,2022-05-02,231774.57,7.776,84,694,Active,False,146472.96
1662,18392,73,Personal,2023-12-10,2023-12-14,110890.39,13.489,48,728,Active,False,96300.74
1663,1581,62,Personal,2022-01-04,2022-01-11,196783.62,8.995,36,629,Active,False,183966.9
1664,23215,73,Auto,2022-08-05,2022-08-07,97776.95,12.661,24,634,Active,False,13622.45
1665,7995,61,Business,2024-04-26,2024-05-17,554801.63,14.583,48,756,Active,False,268484.68
1666,20214,32,Business,2023-03-11,2023-04-01,127441.0,7.669,48,743,Active,False,72813.54
1667,6928,16,Auto,2022-09-08,2022-10-08,163116.82,9.048,84,705,Active,False,111007.83
1668,11983,100,Personal,2024-03-20,2024-04-06,137602.73,16.656,36,779,Active,False,117051.95
1669,12024,17,Home,2022-04-24,2022-05-18,165356.5,12.934,12,552,Active,False,83604.8
1670,13117,66,Auto,2022-02-17,2022-03-01,86486.36,17.17,84,747,Active,False,44345.68
1671,3124,95,Personal,2023-08-16,2023-08-20,125027.79,9.32,120,699,Active,False,83386.46
1672,54,54,Business,2023-06-07,2023-06-11,95326.32,13.104,48,705,Active,False,23952.46
1673,22938,25,Personal,2023-04-22,2023-05-21,234114.65,10.824,120,772,Active,False,137891.66
1674,12952,77,Education,2024-07-06,2024-07-29,50000.0,15.897,12,683,Active,False,20227.82
1675,16306,18,Auto,2024-02-22,2024-03-21,56078.0,14.933,120,762,Active,False,37804.51
1676,6544,32,Education,2024-05-19,2024-06-04,100908.76,7.695,120,850,Defaulted,True,46949.92
1677,22517,86,Personal,2022-05-19,2022-06-01,60286.43,16.056,84,665,Active,False,45967.97
1678,9575,22,Personal,2024-05-04,2024-05-28,389907.04,8.515,36,756,Active,False,153848.35
