market_date,asset_name,asset_type,open_price,high_price,low_price,close_price,volume
2024-05-24,NIFTY 50,Index,7306.9451,7381.3451,7258.4906,7353.9684,868471
2024-05-27,NIFTY 50,Index,7353.9684,7364.4343,7305.6788,7315.7757,5095560
2024-05-28,NIFTY 50,Index,7315.7757,7379.1244,7197.1316,7319.1931,6646768
2024-05-29,NIFTY 50,Index,7319.1931,7420.7276,7156.7445,7268.848,8518302
2024-05-30,NIFTY 50,Index,7268.848,7396.1812,7089.9339,7167.21,4988546
2024-05-31,NIFTY 50,Index,7167.21,7172.5956,7089.5947,7107.7717,617472
2024-06-03,NIFTY 50,Index,7107.7717,7191.344,6969.4434,7183.4947,253123
2024-06-04,NIFTY 50,Index,7183.4947,7227.1621,7074.0768,7106.8274,1175030
2024-06-05,NIFTY 50,Index,7106.8274,7361.565,7046.7564,7238.7344,7426427
2024-06-06,NIFTY 50,Index,7238.7344,7341.904,7009.1605,7125.5608,986300
2024-06-07,NIFTY 50,Index,7125.5608,7254.0973,6964.3002,7078.5039,1050250
2024-06-10,NIFTY 50,Index,7078.5039,7331.2752,7067.3969,7235.6182,585310
2024-06-11,NIFTY 50,Index,7235.6182,7458.2608,7122.6512,7433.3856,4795076
2024-06-12,NIFTY 50,Index,7433.3856,7505.3641,7393.9401,7499.0016,3632055
2024-06-13,NIFTY 50,Index,7499.0016,7606.1509,7211.4154,7322.5728,7224111
2024-06-14,NIFTY 50,Index,7322.5728,7403.0176,7268.4911,7328.4303,1256477
2024-06-17,NIFTY 50,Index,7328.4303,7518.3545,7193.4414,7449.5628,8846500
2024-06-18,NIFTY 50,Index,7449.5628,7703.8318,7408.7286,7573.3147,8237124
2024-06-19,NIFTY 50,Index,7573.3147,7625.6224,7464.2616,7514.7019,5609792
2024-06-20,NIFTY 50,Index,7514.7019,7722.0804,7372.3598,7636.2379,8348230
2024-06-21,NIFTY 50,Index,7636.2379,7661.1375,7248.8215,7364.6237,3033185
2024-06-24,NIFTY 50,Index,7364.6237,7368.3345,7165.83,7288.1243,13858653
2024-06-25,NIFTY 50,Index,7288.1243,7322.3746,7181.0382,7283.7199,5151482
2024-06-26,NIFTY 50,Index,7283.7199,7448.3368,7276.193,7307.014,12232959
2024-06-27,NIFTY 50,Index,7307.014,7638.1469,7280.8175,7508.6024,3402212
2024-06-28,NIFTY 50,Index,7508.6024,7598.0824,7488.8225,7538.2956,13082134
2024-07-01,NIFTY 50,Index,7538.2956,7669.6752,7314.4854,7414.237,1188146
2024-07-02,NIFTY 50,Index,7414.237,7506.8963,7260.2593,7344.2401,7075118
2024-07-03,NIFTY 50,Index,7344.2401,7396.4327,7299.1793,7354.1269,1724134
2024-07-04,NIFTY 50,Index,7354.1269,7544.2676,7246.3597,7494.1989,718488
2024-07-05,NIFTY 50,Index,7494.1989,7611.6719,7377.0178,7419.4211,2809296
2024-07-08,NIFTY 50,Index,7419.4211,7674.1456,7411.0244,7623.4563,1693940
2024-07-09,NIFTY 50,Index,7623.4563,7786.2823,7521.0765,7687.6142,2803882
2024-07-10,NIFTY 50,Index,7687.6142,7751.934,7439.7796,7553.2198,5503903
2024-07-11,NIFTY 50,Index,7553.2198,7594.9618,7457.1519,7522.1461,1927940
2024-07-12,NIFTY 50,Index,7522.1461,7668.1775,7357.8148,7374.526,3532349
2024-07-15,NIFTY 50,Index,7374.526,7650.475,7312.1776,7544.1694,1770263
2024-07-16,NIFTY 50,Index,7544.1694,7584.0443,7390.5438,7421.0194,620795
2024-07-17,NIFTY 50,Index,7421.0194,7463.6846,7133.7773,7228.7275,2876136
2024-07-18,NIFTY 50,Index,7228.7275,7251.5395,7217.8,7240.3923,4857020
2024-07-19,NIFTY 50,Index,7240.3923,7253.7243,7146.8445,7233.5084,3936067
2024-07-22,NIFTY 50,Index,7233.5084,7437.8449,7231.3223,7398.2786,11384425
2024-07-23,NIFTY 50,Index,7398.2786,7624.4457,7351.9791,7532.5475,9008469
2024-07-24,NIFTY 50,Index,7532.5475,7740.6829,7389.9212,7608.8825,703256
2024-07-25,NIFTY 50,Index,7608.8825,7698.2999,7480.2509,7586.6368,4311487
2024-07-26,NIFTY 50,Index,7586.6368,7588.9727,7403.1971,7490.5256,17812098
2024-07-29,NIFTY 50,Index,7490.5256,7633.9813,7396.5141,7456.0184,644638
2024-07-30,NIFTY 50,Index,7456.0184,7556.296,7270.2607,7415.1538,4977570
2024-07-31,NIFTY 50,Index,7415.1538,7526.1415,7187.322,7321.2345,2839311
2024-08-01,NIFTY 50,Index,7321.2345,7384.8419,7043.7097,7147.1211,2107460
2024-08-02,NIFTY 50,Index,7147.1211,7238.6724,7055.9684,7150.9599,2997365
2024-08-05,NIFTY 50,Index,7150.9599,7252.9575,7122.4604,7239.7245,1235217
2024-08-06,NIFTY 50,Index,7239.7245,7282.9038,7203.761,7280.9022,5768610
2024-08-07,NIFTY 50,Index,7280.9022,7316.9514,7197.7771,7206.7894,1368851
2024-08-08,NIFTY 50,Index,7206.7894,7482.9812,7109.8045,7393.2666,2419802
2024-08-09,NIFTY 50,Index,7393.2666,7563.1895,7255.351,7440.7177,5139834
2024-08-12,NIFTY 50,Index,7440.7177,7532.5039,7178.3857,7286.648,4019928
2024-08-13,NIFTY 50,Index,7286.648,7315.7057,7232.5646,7305.7029,18109318
2024-08-14,NIFTY 50,Index,7305.7029,7403.6154,7266.4197,7324.7524,7035415
2024-08-15,NIFTY 50,Index,7324.7524,7514.8331,7209.4041,7415.9835,2496395
2024-08-16,NIFTY 50,Index,7415.9835,7694.4498,7311.3498,7656.4152,1543243
2024-08-19,NIFTY 50,Index,7656.4152,7755.8448,7333.2533,7473.1934,426970
2024-08-20,NIFTY 50,Index,7473.1934,7476.4686,7377.049,7421.7347,554873
2024-08-21,NIFTY 50,Index,7421.7347,7494.6304,7210.8717,7347.1033,3282424
2024-08-22,NIFTY 50,Index,7347.1033,7437.5297,7250.8307,7377.0861,2244217
2024-08-23,NIFTY 50,Index,7377.0861,7400.761,7291.6296,7301.9241,1997969
2024-08-26,NIFTY 50,Index,7301.9241,7493.404,7183.0304,7363.5565,1156767
2024-08-27,NIFTY 50,Index,7363.5565,7406.1454,7243.9073,7289.0714,4547005
2024-08-28,NIFTY 50,Index,7289.0714,7380.3625,7237.044,7302.1486,621719
2024-08-29,NIFTY 50,Index,7302.1486,7536.3543,7257.1972,7419.2353,2049685
2024-08-30,NIFTY 50,Index,7419.2353,7494.2636,7156.6855,7293.9758,836203
2024-09-02,NIFTY 50,Index,7293.9758,7487.2629,7265.6951,7412.6717,384513
2024-09-03,NIFTY 50,Index,7412.6717,7586.375,7285.357,7461.3367,7625413
2024-09-04,NIFTY 50,Index,7461.3367,7552.4466,7396.1951,7419.9933,16044953
2024-09-05,NIFTY 50,Index,7419.9933,7522.9753,7278.6985,7312.2762,5580442
2024-09-06,NIFTY 50,Index,7312.2762,7350.4114,7300.0568,7326.7661,18711318
2024-09-09,NIFTY 50,Index,7326.7661,7378.6793,7282.7032,7298.0796,5000088
2024-09-10,NIFTY 50,Index,7298.0796,7400.7214,7262.2676,7311.8456,709829
2024-09-11,NIFTY 50,Index,7311.8456,7346.0947,7265.9705,7298.0167,1806810
2024-09-12,NIFTY 50,Index,7298.0167,7393.9708,7237.33,7312.527,5101452
2024-09-13,NIFTY 50,Index,7312.527,7565.8228,7209.8378,7461.8891,317853
2024-09-16,NIFTY 50,Index,7461.8891,7525.6761,7331.9736,7464.1775,893437
2024-09-17,NIFTY 50,Index,7464.1775,7545.2443,7373.7658,7527.8707,30074893
2024-09-18,NIFTY 50,Index,7527.8707,7549.3767,7388.5157,7492.219,1484449
2024-09-19,NIFTY 50,Index,7492.219,7626.4308,7410.9184,7441.3261,904890
2024-09-20,NIFTY 50,Index,7441.3261,7444.0234,7030.6153,7143.8827,4237879
2024-09-23,NIFTY 50,Index,7143.8827,7223.9911,7051.3752,7141.1287,1521196
2024-09-24,NIFTY 50,Index,7141.1287,7142.5539,6924.172,7025.8278,7558904
2024-09-25,NIFTY 50,Index,7025.8278,7276.6979,6907.3265,7159.09,3730380
2024-09-26,NIFTY 50,Index,7159.09,7272.4267,6874.6348,6937.2496,2711819
2024-09-27,NIFTY 50,Index,6937.2496,7097.1585,6872.5514,6974.058,2427540
2024-09-30,NIFTY 50,Index,6974.058,7086.1364,6831.3707,6956.8407,1626277
2024-10-01,NIFTY 50,Index,6956.8407,7032.2196,6795.9805,6930.1575,8374451
2024-10-02,NIFTY 50,Index,6930.1575,6962.4513,6878.1163,6952.1475,1867773
2024-10-03,NIFTY 50,Index,6952.1475,7090.7987,6846.0801,6923.4929,12561890
2024-10-04,NIFTY 50,Index,6923.4929,6972.0295,6762.8643,6813.6304,1641764
2024-10-07,NIFTY 50,Index,6813.6304,6876.8934,6698.3426,6796.5856,1762759
2024-10-08,NIFTY 50,Index,6796.5856,6931.2362,6766.9977,6930.077,8606312
2024-10-09,NIFTY 50,Index,6930.077,6930.8134,6799.2468,6910.435,26967300
2024-10-10,NIFTY 50,Index,6910.435,6949.569,6804.4959,6940.3434,14842559
2024-10-11,NIFTY 50,Index,6940.3434,7194.3834,6828.8812,7087.8184,4948761
2024-10-14,NIFTY 50,Index,7087.8184,7182.9593,6881.8172,6968.29,3461769
2024-10-15,NIFTY 50,Index,6968.29,6995.4629,6772.2677,6895.0561,5547352
2024-10-16,NIFTY 50,Index,6895.0561,7039.1623,6812.7077,6933.9445,4065297
2024-10-17,NIFTY 50,Index,6933.9445,7098.8176,6846.2452,7017.5812,4459696
2024-10-18,NIFTY 50,Index,7017.5812,7118.1287,6971.9743,7009.9602,967895
2024-10-21,NIFTY 50,Index,7009.9602,7043.8184,6915.9315,6945.7862,1192955
2024-10-22,NIFTY 50,Index,6945.7862,7107.8547,6919.6811,7036.4962,2794763
2024-10-23,NIFTY 50,Index,7036.4962,7116.1338,6920.84,7062.0668,2024155
2024-10-24,NIFTY 50,Index,7062.0668,7220.6529,6964.2771,7181.5927,5937405
2024-10-25,NIFTY 50,Index,7181.5927,7285.9034,7134.9825,7194.3376,3100804
2024-10-28,NIFTY 50,Index,7194.3376,7294.2872,7077.1921,7108.286,1776991
2024-10-29,NIFTY 50,Index,7108.286,7202.3953,6834.4779,6947.7173,6063967
2024-10-30,NIFTY 50,Index,6947.7173,7050.4403,6935.4358,7024.0687,6986892
2024-10-31,NIFTY 50,Index,7024.0687,7084.8053,6921.8288,6926.1436,13725074
2024-11-01,NIFTY 50,Index,6926.1436,7003.3476,6888.2889,6893.6631,5344305
2024-11-04,NIFTY 50,Index,6893.6631,7017.4621,6647.775,6767.9905,10476709
2024-11-05,NIFTY 50,Index,6767.9905,6974.3512,6656.2624,6838.1144,2440565
2024-11-06,NIFTY 50,Index,6838.1144,6916.9856,6782.9083,6792.0445,6228388
2024-11-07,NIFTY 50,Index,6792.0445,7023.9261,6675.4898,6912.4061,1452421
2024-11-08,NIFTY 50,Index,6912.4061,6930.3896,6901.2907,6904.3874,1975259
2024-11-11,NIFTY 50,Index,6904.3874,7111.9009,6861.1966,7032.2702,1798442
2024-11-12,NIFTY 50,Index,7032.2702,7034.2928,6802.0636,6907.6615,6529762
2024-11-13,NIFTY 50,Index,6907.6615,7053.5384,6792.0107,7048.0497,6136406
2024-11-14,NIFTY 50,Index,7048.0497,7252.9221,6926.1983,7163.4345,24644125
2024-11-15,NIFTY 50,Index,7163.4345,7486.6083,7055.0188,7341.1537,18901948
2024-11-18,NIFTY 50,Index,7341.1537,7596.8099,7307.5495,7538.1285,1998398
2024-11-19,NIFTY 50,Index,7538.1285,7761.552,7486.582,7619.952,3833002
2024-11-20,NIFTY 50,Index,7619.952,7771.6853,7307.8585,7454.126,3764664
2024-11-21,NIFTY 50,Index,7454.126,7689.8486,7365.6965,7581.4192,5662157
2024-11-22,NIFTY 50,Index,7581.4192,7683.7359,7473.5098,7576.1717,1701308
2024-11-25,NIFTY 50,Index,7576.1717,7667.4687,7500.3555,7641.8902,2784639
2024-11-26,NIFTY 50,Index,7641.8902,7872.5793,7599.8158,7771.758,9603626
2024-11-27,NIFTY 50,Index,7771.758,7914.9435,7743.8798,7821.1983,1176466
2024-11-28,NIFTY 50,Index,7821.1983,7925.652,7646.6446,7776.8868,20174880
2024-11-29,NIFTY 50,Index,7776.8868,7949.9456,7646.5221,7840.2387,12371019
2024-12-02,NIFTY 50,Index,7840.2387,7903.2566,7703.5562,7727.3086,69856029
2024-12-03,NIFTY 50,Index,7727.3086,7869.6931,7449.908,7537.8278,5602918
2024-12-04,NIFTY 50,Index,7537.8278,7545.6656,7338.7953,7343.4575,9948234
2024-12-05,NIFTY 50,Index,7343.4575,7432.5846,7128.8606,7256.72,2816469
2024-12-06,NIFTY 50,Index,7256.72,7325.8481,7131.4695,7295.0293,7269360
2024-12-09,NIFTY 50,Index,7295.0293,7402.6202,7237.2903,7279.0018,4040498
2024-12-10,NIFTY 50,Index,7279.0018,7380.7117,7155.6391,7312.7022,3522833
2024-12-11,NIFTY 50,Index,7312.7022,7322.5037,7152.5858,7294.8862,2013472
2024-12-12,NIFTY 50,Index,7294.8862,7472.2064,7282.4698,7334.6142,4450157
2024-12-13,NIFTY 50,Index,7334.6142,7365.5359,7230.1905,7263.5105,2736816
2024-12-16,NIFTY 50,Index,7263.5105,7278.1796,7053.5052,7077.2126,2594980
2024-12-17,NIFTY 50,Index,7077.2126,7190.2064,6853.6177,6898.6319,2057874
2024-12-18,NIFTY 50,Index,6898.6319,6916.524,6760.8197,6795.6765,1526996
2024-12-19,NIFTY 50,Index,6795.6765,6945.971,6767.0658,6937.2904,1046992
2024-12-20,NIFTY 50,Index,6937.2904,6984.831,6780.57,6899.891,4556499
2024-12-23,NIFTY 50,Index,6899.891,6977.6401,6595.6756,6703.4408,2813376
2024-12-24,NIFTY 50,Index,6703.4408,6797.2577,6684.1243,6729.224,1129157
2024-12-25,NIFTY 50,Index,6729.224,6794.879,6576.4275,6587.2665,7140991
2024-12-26,NIFTY 50,Index,6587.2665,6695.6113,6395.6153,6402.9119,2204911
2024-12-27,NIFTY 50,Index,6402.9119,6495.7549,6218.6822,6290.9384,320630
2024-12-30,NIFTY 50,Index,6290.9384,6509.7591,6251.4469,6399.4074,6463559
2024-12-31,NIFTY 50,Index,6399.4074,6647.807,6285.5594,6518.8062,3748333
2025-01-01,NIFTY 50,Index,6518.8062,6582.6113,6309.9491,6404.9526,1983980
2025-01-02,NIFTY 50,Index,6404.9526,6512.3292,6043.45,6087.4506,752439
2025-01-03,NIFTY 50,Index,6087.4506,6127.4126,6009.2746,6064.3375,9383202
2025-01-06,NIFTY 50,Index,6064.3375,6088.1606,5906.8606,6021.442,4615565
2025-01-07,NIFTY 50,Index,6021.442,6116.9694,5962.477,6046.9082,931817
2025-01-08,NIFTY 50,Index,6046.9082,6113.7461,5892.6695,5936.8603,6329446
2025-01-09,NIFTY 50,Index,5936.8603,6004.6447,5837.4665,5859.1772,4886995
2025-01-10,NIFTY 50,Index,5859.1772,5880.6028,5685.6058,5781.0758,1599100
2025-01-13,NIFTY 50,Index,5781.0758,5928.6132,5715.0258,5815.7953,2701070
2025-01-14,NIFTY 50,Index,5815.7953,5908.5843,5744.4837,5787.0055,1207364
2025-01-15,NIFTY 50,Index,5787.0055,5896.8402,5694.8849,5798.826,1404373
2025-01-16,NIFTY 50,Index,5798.826,5871.5769,5773.5191,5845.7964,1229554
2025-01-17,NIFTY 50,Index,5845.7964,5876.5743,5815.8501,5815.9261,5603596
2025-01-20,NIFTY 50,Index,5815.9261,5916.8257,5728.6563,5843.5097,4757424
2025-01-21,NIFTY 50,Index,5843.5097,5884.5568,5821.8938,5832.8335,1000604
2025-01-22,NIFTY 50,Index,5832.8335,5911.8586,5798.8326,5907.1259,3180878
2025-01-23,NIFTY 50,Index,5907.1259,6014.4507,5795.9835,5850.7546,1570818
2025-01-24,NIFTY 50,Index,5850.7546,6010.6546,5793.7372,5992.1398,2661050
2025-01-27,NIFTY 50,Index,5992.1398,6291.5463,5899.9269,6168.2361,805321
2025-01-28,NIFTY 50,Index,6168.2361,6299.9288,6164.478,6278.4929,2268578
2025-01-29,NIFTY 50,Index,6278.4929,6342.6065,6147.3593,6223.9297,1077330
2025-01-30,NIFTY 50,Index,6223.9297,6290.2203,6217.6755,6227.7836,7934511
2025-01-31,NIFTY 50,Index,6227.7836,6289.5548,6123.2589,6234.9147,1958822
2025-02-03,NIFTY 50,Index,6234.9147,6241.1015,6003.2522,6091.5305,2418124
2025-02-04,NIFTY 50,Index,6091.5305,6150.5048,6070.3933,6116.1261,1337759
2025-02-05,NIFTY 50,Index,6116.1261,6278.8543,6024.2901,6229.9994,2008386
2025-02-06,NIFTY 50,Index,6229.9994,6291.9157,6145.5963,6262.241,2092264
2025-02-07,NIFTY 50,Index,6262.241,6382.9644,6253.9542,6333.8992,3663279
2025-02-10,NIFTY 50,Index,6333.8992,6511.9173,6290.1846,6481.5286,3752168
2025-02-11,NIFTY 50,Index,6481.5286,6567.2976,6402.2642,6532.6099,3976232
2025-02-12,NIFTY 50,Index,6532.6099,6643.4172,6298.091,6419.7009,10292017
2025-02-13,NIFTY 50,Index,6419.7009,6489.3461,6383.5431,6453.5335,5572759
2025-02-14,NIFTY 50,Index,6453.5335,6633.0165,6325.7395,6551.4264,9233767
2025-02-17,NIFTY 50,Index,6551.4264,6561.7697,6389.3517,6446.4411,909481
2025-02-18,NIFTY 50,Index,6446.4411,6554.0415,6249.9035,6369.0667,935299
2025-02-19,NIFTY 50,Index,6369.0667,6487.3569,6318.4049,6326.2252,1030243
2025-02-20,NIFTY 50,Index,6326.2252,6448.7105,6168.5681,6224.1767,4405621
2025-02-21,NIFTY 50,Index,6224.1767,6282.8035,5991.7019,6072.0859,3301477
2025-02-24,NIFTY 50,Index,6072.0859,6220.096,5962.2589,6149.0267,7392724
2025-02-25,NIFTY 50,Index,6149.0267,6209.9831,6148.1808,6203.0846,6576502
2025-02-26,NIFTY 50,Index,6203.0846,6315.5868,6153.1614,6264.0714,1069371
2025-02-27,NIFTY 50,Index,6264.0714,6350.6478,6206.6632,6240.5661,5920472
2025-02-28,NIFTY 50,Index,6240.5661,6283.265,6142.1456,6195.421,1997176
2025-03-03,NIFTY 50,Index,6195.421,6254.4024,6134.3565,6218.5901,18122552
2025-03-04,NIFTY 50,Index,6218.5901,6347.8509,6198.1427,6293.2452,643837
2025-03-05,NIFTY 50,Index,6293.2452,6420.5549,6249.953,6306.7294,1192229
2025-03-06,NIFTY 50,Index,6306.7294,6508.2769,6203.1753,6389.2383,11426621
2025-03-07,NIFTY 50,Index,6389.2383,6692.2736,6338.1859,6574.1511,7347636
2025-03-10,NIFTY 50,Index,6574.1511,6635.9815,6498.3041,6622.1473,5424124
2025-03-11,NIFTY 50,Index,6622.1473,6752.0166,6494.0058,6522.0108,2966465
2025-03-12,NIFTY 50,Index,6522.0108,6635.1574,6517.7789,6538.5353,1657065
2025-03-13,NIFTY 50,Index,6538.5353,6595.6113,6515.9742,6582.0174,26186796
2025-03-14,NIFTY 50,Index,6582.0174,6705.5376,6306.7823,6411.7738,5851709
2025-03-17,NIFTY 50,Index,6411.7738,6456.338,6400.9,6407.3521,5130201
2025-03-18,NIFTY 50,Index,6407.3521,6480.5345,6378.324,6421.7206,2417794
2025-03-19,NIFTY 50,Index,6421.7206,6495.9084,6242.0396,6287.208,6281963
2025-03-20,NIFTY 50,Index,6287.208,6390.0343,6243.0946,6329.6055,5042379
2025-03-21,NIFTY 50,Index,6329.6055,6483.3047,6303.1402,6441.0284,1946205
2025-03-24,NIFTY 50,Index,6441.0284,6503.1369,6328.1161,6436.364,1395313
2025-03-25,NIFTY 50,Index,6436.364,6540.4279,6279.4862,6384.6572,889715
2025-03-26,NIFTY 50,Index,6384.6572,6423.3848,6193.0014,6310.7029,349294
2025-03-27,NIFTY 50,Index,6310.7029,6348.5528,6250.676,6344.4088,23142343
2025-03-28,NIFTY 50,Index,6344.4088,6427.6994,6115.9821,6237.1259,2391851
2025-03-31,NIFTY 50,Index,6237.1259,6409.0011,6185.0251,6400.2391,5384772
2025-04-01,NIFTY 50,Index,6400.2391,6548.4075,6315.5284,6427.7607,1319801
2025-04-02,NIFTY 50,Index,6427.7607,6498.5514,6357.1378,6408.8195,1740553
2025-04-03,NIFTY 50,Index,6408.8195,6528.4326,6360.951,6449.5123,5013361
2025-04-04,NIFTY 50,Index,6449.5123,6495.2907,6353.5016,6406.4409,2449035
2025-04-07,NIFTY 50,Index,6406.4409,6528.7214,6355.7968,6519.5799,11835302
2025-04-08,NIFTY 50,Index,6519.5799,6627.4531,6479.2271,6484.6632,2304524
2025-04-09,NIFTY 50,Index,6484.6632,6598.7064,6298.9325,6369.8983,2440576
2025-04-10,NIFTY 50,Index,6369.8983,6466.408,6247.836,6373.1703,675797
2025-04-11,NIFTY 50,Index,6373.1703,6528.6374,6256.3602,6408.8805,2530859
2025-04-14,NIFTY 50,Index,6408.8805,6595.3056,6312.44,6542.5451,13652835
2025-04-15,NIFTY 50,Index,6542.5451,6797.5429,6446.8281,6739.7886,4643330
2025-04-16,NIFTY 50,Index,6739.7886,6852.064,6639.098,6711.6234,4299577
2025-04-17,NIFTY 50,Index,6711.6234,6762.5029,6567.8274,6690.2674,10476183
2025-04-18,NIFTY 50,Index,6690.2674,6823.3938,6621.4787,6757.9739,2036483
2025-04-21,NIFTY 50,Index,6757.9739,6872.6295,6752.6662,6828.2173,559838
2025-04-22,NIFTY 50,Index,6828.2173,7032.9894,6736.5699,6984.6825,1636135
2025-04-23,NIFTY 50,Index,6984.6825,7165.7788,6846.3393,7127.8688,2034284
2025-04-24,NIFTY 50,Index,7127.8688,7232.0078,7029.7828,7137.8586,2335230
2025-04-25,NIFTY 50,Index,7137.8586,7219.4944,7094.0013,7187.4848,1033158
2025-04-28,NIFTY 50,Index,7187.4848,7210.5171,6923.5128,6947.2636,11539864
2025-04-29,NIFTY 50,Index,6947.2636,7232.8604,6935.5745,7105.255,2030944
2025-04-30,NIFTY 50,Index,7105.255,7107.6129,6924.9339,7017.8102,2611027
2025-05-01,NIFTY 50,Index,7017.8102,7050.6273,6897.4107,6900.6827,4612846
2025-05-02,NIFTY 50,Index,6900.6827,7020.5351,6736.8887,6864.0751,1968394
2025-05-05,NIFTY 50,Index,6864.0751,6869.4828,6726.8709,6804.9853,2939583
2025-05-06,NIFTY 50,Index,6804.9853,6884.3658,6768.8754,6770.4059,3013091
2025-05-07,NIFTY 50,Index,6770.4059,6775.8571,6624.834,6703.717,8927017
2025-05-08,NIFTY 50,Index,6703.717,6813.7198,6666.8145,6740.3579,3034725
2025-05-09,NIFTY 50,Index,6740.3579,6862.2564,6589.5446,6639.3025,8322121
2025-05-12,NIFTY 50,Index,6639.3025,6695.8854,6469.0165,6578.5311,3505799
2025-05-13,NIFTY 50,Index,6578.5311,6608.2764,6415.5914,6522.204,6293579
2025-05-14,NIFTY 50,Index,6522.204,6635.7802,6319.3428,6329.9169,1776182
2025-05-15,NIFTY 50,Index,6329.9169,6402.692,6267.5628,6396.1304,1505997
2025-05-16,NIFTY 50,Index,6396.1304,6446.6051,6146.8263,6212.6733,1663640
2025-05-19,NIFTY 50,Index,6212.6733,6338.5229,6118.2207,6238.0366,998421
2025-05-20,NIFTY 50,Index,6238.0366,6271.4942,6178.8735,6223.8187,2758870
2025-05-21,NIFTY 50,Index,6223.8187,6391.4524,6219.5028,6384.2152,1376326
2025-05-22,NIFTY 50,Index,6384.2152,6561.5546,6302.3052,6536.2677,1384015
2025-05-23,NIFTY 50,Index,6536.2677,6707.5881,6497.4047,6589.5443,2360567
2025-05-26,NIFTY 50,Index,6589.5443,6621.2442,6457.1327,6545.1498,783754
2025-05-27,NIFTY 50,Index,6545.1498,6706.602,6493.1823,6597.8236,8649365
2025-05-28,NIFTY 50,Index,6597.8236,6695.4088,6509.245,6647.4838,1630078
2025-05-29,NIFTY 50,Index,6647.4838,6779.4472,6591.2606,6611.9164,2659597
2025-05-30,NIFTY 50,Index,6611.9164,6751.0501,6497.3846,6673.9253,9973411
2025-06-02,NIFTY 50,Index,6673.9253,6756.6005,6593.1992,6647.87,526504
2025-06-03,NIFTY 50,Index,6647.87,6722.8888,6356.7654,6466.7749,1491822
2025-06-04,NIFTY 50,Index,6466.7749,6631.695,6365.9557,6558.7368,5625544
2025-06-05,NIFTY 50,Index,6558.7368,6659.506,6445.1969,6625.9751,1584458
2025-06-06,NIFTY 50,Index,6625.9751,6715.6224,6504.6918,6582.9289,7998171
2025-06-09,NIFTY 50,Index,6582.9289,6822.8093,6526.4391,6745.1911,8180919
2025-06-10,NIFTY 50,Index,6745.1911,6871.0472,6651.7899,6840.0927,1519876
2025-06-11,NIFTY 50,Index,6840.0927,7008.7978,6810.1722,6905.617,876533
2025-06-12,NIFTY 50,Index,6905.617,7025.1394,6804.2217,7018.8229,4526397
2025-06-13,NIFTY 50,Index,7018.8229,7149.2129,6944.3851,6990.8,394405
2025-06-16,NIFTY 50,Index,6990.8,7002.2088,6923.6864,6959.6807,3196036
2025-06-17,NIFTY 50,Index,6959.6807,7029.1271,6883.3823,6969.6898,2488785
2025-06-18,NIFTY 50,Index,6969.6898,7062.2228,6781.2195,6914.7154,1369209
2025-06-19,NIFTY 50,Index,6914.7154,7155.9348,6905.1186,7085.0449,23003157
2025-06-20,NIFTY 50,Index,7085.0449,7156.5037,6955.0672,7108.0328,1472079
2025-06-23,NIFTY 50,Index,7108.0328,7209.6377,6955.2855,6996.3334,2471736
2025-06-24,NIFTY 50,Index,6996.3334,7327.5933,6885.4847,7197.9915,4175811
2025-06-25,NIFTY 50,Index,7197.9915,7466.4274,7155.4047,7327.7965,10435239
2025-06-26,NIFTY 50,Index,7327.7965,7495.543,7240.8212,7401.7318,1047914
2025-06-27,NIFTY 50,Index,7401.7318,7617.1586,7350.9957,7533.3011,940724
2025-06-30,NIFTY 50,Index,7533.3011,7593.8729,7341.0531,7449.6601,4356298
2025-07-01,NIFTY 50,Index,7449.6601,7449.6646,7304.1706,7409.7051,4311183
2025-07-02,NIFTY 50,Index,7409.7051,7411.6165,7189.1807,7267.7156,1532090
2025-07-03,NIFTY 50,Index,7267.7156,7348.7018,7187.9346,7336.2219,51959733
2025-07-04,NIFTY 50,Index,7336.2219,7552.7568,7300.9642,7494.4907,667424
2025-07-07,NIFTY 50,Index,7494.4907,7508.9768,7438.5272,7464.9377,1760181
2025-07-08,NIFTY 50,Index,7464.9377,7544.3454,7333.2409,7463.6486,4302651
2025-07-09,NIFTY 50,Index,7463.6486,7509.2879,7343.351,7402.9751,9017208
2025-07-10,NIFTY 50,Index,7402.9751,7586.6435,7383.2521,7539.111,10240420
2025-07-11,NIFTY 50,Index,7539.111,7626.3373,7334.5314,7437.6804,4531774
2025-07-14,NIFTY 50,Index,7437.6804,7687.3597,7363.3097,7555.4625,7420287
2025-07-15,NIFTY 50,Index,7555.4625,7670.6916,7551.5806,7642.1649,13789882
2025-07-16,NIFTY 50,Index,7642.1649,7736.4855,7462.7243,7591.7784,574863
2025-07-17,NIFTY 50,Index,7591.7784,7738.0689,7544.0061,7560.3432,2571107
2025-07-18,NIFTY 50,Index,7560.3432,7937.3468,7547.3345,7852.3258,1719949
2025-07-21,NIFTY 50,Index,7852.3258,8031.0947,7752.1656,7993.7255,31909106
2025-07-22,NIFTY 50,Index,7993.7255,8273.9847,7944.5208,8232.4419,3205989
2025-07-23,NIFTY 50,Index,8232.4419,8473.253,8136.4301,8338.187,4150873
2025-07-24,NIFTY 50,Index,8338.187,8445.0768,8163.5306,8240.3607,12815355
2025-07-25,NIFTY 50,Index,8240.3607,8409.4008,8181.2573,8316.8402,1302454
2025-07-28,NIFTY 50,Index,8316.8402,8444.3419,8156.4895,8272.6553,2798052
